pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
10,PHI,Mikal Bridges,Villanova,4,285,8826,3096,1117,577,0.505,0.374,0.832,22.1,0.12,2018,31,10.9,3.9,2,1,10
11,CHA,Shai Gilgeous-Alexander,Kentucky,4,230,7269,4026,1013,945,0.467,0.345,0.807,16.2,0.107,2018,31.6,17.5,4.4,4.1,1,11
12,LAC,Miles Bridges,Michigan State,4,269,7726,3441,1500,564,0.467,0.34,0.808,13.7,0.085,2018,28.7,12.8,5.6,2.1,1,12
13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,0.363,0.31,0.721,-0.1,-0.003,2018,14.2,4.5,1.8,1.2,1,13
14,DEN,Michael Porter Jr.,Missouri,3,125,3080,1763,763,133,0.518,0.419,0.795,9.6,0.15,2018,24.6,14.1,6.1,1.1,1,14
15,WAS,Troy Brown Jr.,Oregon,4,203,3904,1346,803,342,0.426,0.33,0.754,4.6,0.056,2018,19.2,6.6,4,1.7,1,15
16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,0,0.011,2018,11,3.7,1.2,0.9,1,16
17,MIL,Donte DiVincenzo,Villanova,4,179,4161,1579,836,429,0.421,0.34,0.755,8.6,0.099,2018,23.2,8.8,4.7,2.4,1,17
18,SAS,Lonnie Walker IV,Miami (FL),4,192,3858,1708,450,301,0.41,0.339,0.788,1.3,0.017,2018,20.1,8.9,2.3,1.6,1,18
19,ATL,Kevin Huerter,Maryland,4,251,7414,2825,866,811,0.43,0.376,0.787,8.3,0.054,2018,29.5,11.3,3.5,3.2,1,19
20,MIN,Josh Okogie,Georgia Tech,4,228,4909,1504,702,271,0.4,0.273,0.755,5,0.049,2018,21.5,6.6,3.1,1.2,1,20
21,UTA,Grayson Allen,Duke,4,175,3764,1637,434,259,0.424,0.386,0.837,7.1,0.09,2018,21.5,9.4,2.5,1.5,1,21
22,CHI,Chandler Hutchison,Boise State,4,103,1790,558,376,79,0.442,0.309,0.643,1.1,0.03,2018,17.4,5.4,3.7,0.8,1,22
23,IND,Aaron Holiday,UCLA,4,226,4142,1669,385,521,0.415,0.371,0.827,4.1,0.047,2018,18.3,7.4,1.7,2.3,1,23
24,POR,Anfernee Simons,NA,4,207,4249,2055,448,404,0.425,0.39,0.828,4.6,0.052,2018,20.5,9.9,2.2,2,1,24
25,LAL,Moritz Wagner,Michigan,4,178,2567,1252,560,179,0.486,0.32,0.812,4.8,0.089,2018,14.4,7,3.1,1,1,25
26,PHI,Landry Shamet,Wichita State,4,238,5548,2112,432,386,0.408,0.39,0.837,9.7,0.084,2018,23.3,8.9,1.8,1.6,1,26
27,BOS,Robert Williams,Texas A&M,4,160,3064,1116,1024,221,0.725,0,0.65,16,0.25,2018,19.2,7,6.4,1.4,1,27
28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,-0.6,-0.047,2018,10.5,2.8,1.1,0.9,1,28
29,BRK,Džanan Musa,NA,2,49,526,211,91,45,0.376,0.227,0.726,0,0.003,2018,10.7,4.3,1.9,0.9,1,29
30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,2.4,0.068,2018,17.8,6.8,4.3,1,1,30
31,PHO,Elie Okobo,NA,2,108,1677,523,188,242,0.395,0.315,0.737,0.5,0.014,2018,15.5,4.8,1.7,2.2,2,1
32,MEM,Jevon Carter,West Virginia,4,203,2791,872,343,270,0.375,0.369,0.789,3.3,0.057,2018,13.7,4.3,1.7,1.3,2,2
33,DAL,Jalen Brunson,Villanova,4,256,6171,2944,756,971,0.494,0.373,0.786,15.6,0.121,2018,24.1,11.5,3,3.8,2,3
34,ATL,Devonte' Graham,Kansas,4,219,6234,2891,564,1131,0.372,0.358,0.825,9,0.07,2018,28.5,13.2,2.6,5.2,2,4
35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,0.4,0.364,0.375,0,0.008,2018,5.9,1.9,0.5,0.1,2,5
36,NYK,Mitchell Robinson,NA,4,211,4973,1777,1566,113,0.719,0,0.555,22.4,0.217,2018,23.6,8.4,7.4,0.5,2,6
37,SAC,Gary Trent Jr.,Duke,4,182,4920,2360,391,238,0.422,0.394,0.793,8,0.078,2018,27,13,2.1,1.3,2,7
38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,0.388,0.316,0.75,0.5,0.058,2018,10.5,4.1,1,0.9,2,8
39,PHI,Isaac Bonga,NA,4,141,1868,438,320,117,0.432,0.3,0.763,1.7,0.043,2018,13.2,3.1,2.3,0.8,2,9
40,BRK,Rodions Kurucs,NA,3,131,2103,780,406,113,0.444,0.329,0.739,2.3,0.052,2018,16.1,6,3.1,0.9,2,10
41,ORL,Jarred Vanderbilt,Kentucky,4,146,2659,767,877,155,0.596,0.167,0.609,8,0.145,2018,18.2,5.3,6,1.1,2,11
42,DET,Bruce Brown,Miami (FL),4,247,5598,1732,1023,491,0.474,0.301,0.739,10.2,0.087,2018,22.7,7,4.1,2,2,12
45,BRK,Hamidou Diallo,Kentucky,4,200,3799,1676,787,218,0.473,0.276,0.634,4.6,0.058,2018,19,8.4,3.9,1.1,2,15
46,HOU,De'Anthony Melton,USC,4,213,4352,1684,745,602,0.405,0.347,0.757,6.3,0.07,2018,20.4,7.9,3.5,2.8,2,16
47,LAL,Svi Mykhailiuk,Kansas,4,207,3683,1424,392,293,0.4,0.354,0.779,2.5,0.033,2018,17.8,6.9,1.9,1.4,2,17
48,MIN,Keita Bates-Diop,Ohio State,4,149,2224,757,434,86,0.451,0.308,0.696,3.1,0.066,2018,14.9,5.1,2.9,0.6,2,18
49,SAS,Chimezie Metu,USC,4,125,1669,712,427,98,0.456,0.288,0.755,1.6,0.047,2018,13.4,5.7,3.4,0.8,2,19
50,IND,Alize Johnson,Missouri State,4,68,510,173,205,30,0.493,0.25,0.718,1.3,0.124,2018,7.5,2.5,3,0.4,2,20
52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,0.25,0.25,0,0,-0.014,2018,8,1.5,1,0,2,22
53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,0.2,0.235,0.5,-0.2,-0.116,2018,7.4,1.8,0.6,1.2,2,23
54,DAL,Shake Milton,SMU,4,154,3289,1589,367,403,0.446,0.361,0.825,6,0.088,2018,21.4,10.3,2.4,2.6,2,24
55,CHA,Arnoldas Kulboka,NA,1,1,3,0,0,0,0,0,0,0,-0.016,2018,3,0,0,0,2,25
56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,0.529,0,0.286,0.1,0.024,2018,10.4,3.6,3.3,0.3,2,26
57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,0.259,0.15,0,-0.1,-0.085,2018,5.2,1.7,1.2,0.5,2,27
58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,0.1,0.162,2018,3.3,1.6,0.4,0.5,2,28
59,PHO,George King,Colorado,2,5,25,1,6,0,0,0,0.5,-0.1,-0.222,2018,5,0.2,1.2,0,2,29
60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,0.375,0,0.474,-0.2,-0.098,2018,4,1,1,0.1,2,30
1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,0.604,0.333,0.683,10.6,0.189,2019,31.7,25.7,7,3.2,1,1
2,MEM,Ja Morant,Murray State,3,176,5653,3630,780,1269,0.473,0.321,0.752,12.6,0.107,2019,32.1,20.6,4.4,7.2,1,2
3,NYK,RJ Barrett,Duke,3,176,5802,2930,965,485,0.421,0.364,0.687,5,0.041,2019,33,16.6,5.5,2.8,1,3
4,LAL,De'Andre Hunter,Virginia,3,116,3569,1513,498,192,0.434,0.356,0.778,2.2,0.03,2019,30.8,13,4.3,1.7,1,4
5,CLE,Darius Garland,Vanderbilt,3,160,5240,2622,396,932,0.444,0.375,0.877,4.2,0.038,2019,32.8,16.4,2.5,5.8,1,5
6,PHO,Jarrett Culver,Texas Tech,3,124,2253,862,355,160,0.407,0.29,0.505,0.2,0.003,2019,18.2,7,2.9,1.3,1,6
7,CHI,Coby White,UNC,3,173,4931,2446,635,613,0.415,0.366,0.847,5.5,0.053,2019,28.5,14.1,3.7,3.5,1,7
8,ATL,Jaxson Hayes,Texas,3,171,2845,1328,701,114,0.647,0.318,0.716,10.5,0.178,2019,16.6,7.8,4.1,0.7,1,8
9,WAS,Rui Hachimura,Gonzaga,3,123,3571,1598,665,187,0.471,0.335,0.796,4.4,0.059,2019,29,13,5.4,1.5,1,9
10,ATL,Cam Reddish,Duke,3,127,3202,1353,412,164,0.384,0.325,0.841,0.8,0.011,2019,25.2,10.7,3.2,1.3,1,10
11,MIN,Cameron Johnson,UNC,3,172,4123,1730,617,229,0.439,0.389,0.835,10,0.116,2019,24,10.1,3.6,1.3,1,11
12,CHA,P.J. Washington,Kentucky,3,165,4805,1955,976,370,0.446,0.38,0.702,6.7,0.067,2019,29.1,11.8,5.9,2.2,1,12
13,MIA,Tyler Herro,Kentucky,3,155,4647,2478,713,486,0.431,0.375,0.852,5.2,0.053,2019,30,16,4.6,3.1,1,13
14,BOS,Romeo Langford,Indiana,3,94,1381,342,180,45,0.396,0.305,0.662,1.5,0.053,2019,14.7,3.6,1.9,0.5,1,14
15,DET,Sekou Doumbouya,NA,3,96,1639,542,267,66,0.388,0.256,0.693,-0.4,-0.012,2019,17.1,5.6,2.8,0.7,1,15
16,ORL,Chuma Okeke,Auburn,2,94,2303,751,409,177,0.397,0.323,0.795,2.6,0.055,2019,24.5,8,4.4,1.9,1,16
17,BRK,Nickeil Alexander-Walker,Virginia Tech,3,145,2920,1414,393,330,0.388,0.33,0.715,0.2,0.004,2019,20.1,9.8,2.7,2.3,1,17
18,IND,Goga Bitadze,NA,3,134,1445,575,357,87,0.446,0.214,0.687,2.7,0.089,2019,10.8,4.3,2.7,0.6,1,18
19,SAS,Luka Šamanić,NA,2,36,356,138,78,21,0.43,0.294,0.576,0.1,0.015,2019,9.9,3.8,2.2,0.6,1,19
20,BOS,Matisse Thybulle,Washington,3,173,3719,802,328,192,0.441,0.319,0.598,7.3,0.094,2019,21.5,4.6,1.9,1.1,1,20
21,OKC,Brandon Clarke,Gonzaga,3,162,3582,1784,920,240,0.587,0.294,0.717,13.8,0.184,2019,22.1,11,5.7,1.5,1,21
22,BOS,Grant Williams,Tennessee,3,187,3459,941,533,193,0.45,0.378,0.734,6.5,0.09,2019,18.5,5,2.9,1,1,22
23,UTA,Darius Bazley,NA,3,169,4293,1618,990,211,0.397,0.305,0.699,1.4,0.016,2019,25.4,9.6,5.9,1.2,1,23
24,PHI,Ty Jerome,Virginia,3,112,1917,795,215,273,0.398,0.344,0.784,2.1,0.052,2019,17.1,7.1,1.9,2.4,1,24
25,POR,Nassir Little,UNC,3,138,2301,802,472,99,0.455,0.317,0.727,3.7,0.078,2019,16.7,5.8,3.4,0.7,1,25
26,CLE,Dylan Windler,Belmont,2,68,857,255,169,58,0.435,0.359,0.778,1.3,0.071,2019,12.6,3.8,2.5,0.9,1,26
27,BRK,Mfiondu Kabengele,Florida State,2,51,344,137,71,19,0.388,0.314,0.84,0.4,0.054,2019,6.7,2.7,1.4,0.4,1,27
28,GSW,Jordan Poole,Michigan,3,161,3791,1982,375,417,0.404,0.325,0.874,4.2,0.054,2019,23.5,12.3,2.3,2.6,1,28
29,SAS,Keldon Johnson,Kentucky,3,141,3989,1898,797,237,0.481,0.396,0.749,7.6,0.091,2019,28.3,13.5,5.7,1.7,1,29
30,MIL,Kevin Porter Jr.,USC,3,115,3170,1463,415,514,0.421,0.347,0.68,0.1,0.001,2019,27.6,12.7,3.6,4.5,1,30
31,BRK,Nic Claxton,Georgia,3,72,1311,506,350,65,0.621,0.167,0.522,4.2,0.154,2019,18.2,7,4.9,0.9,2,1
32,PHO,KZ Okpala,Stanford,3,63,717,176,114,34,0.406,0.273,0.607,0.7,0.048,2019,11.4,2.8,1.8,0.5,2,2
33,PHI,Carsen Edwards,Purdue,2,68,627,244,73,38,0.372,0.302,0.75,0.4,0.03,2019,9.2,3.6,1.1,0.6,2,3
34,PHI,Bruno Fernando,Maryland,3,111,1010,320,297,63,0.498,0.146,0.617,0.8,0.04,2019,9.1,2.9,2.7,0.6,2,4
35,ATL,Didi Louzada,NA,2,5,63,8,5,4,0.188,0.182,0,-0.2,-0.116,2019,12.6,1.6,1,0.8,2,5
36,CHA,Cody Martin,Nevada,3,149,3086,836,527,309,0.444,0.325,0.642,4.7,0.072,2019,20.7,5.6,3.5,2.1,2,6
37,DAL,Deividas Sirvydis,NA,2,23,160,44,35,6,0.3,0.314,0.5,-0.1,-0.033,2019,7,1.9,1.5,0.3,2,7
38,CHI,Daniel Gafford,Arkansas,3,146,2401,1032,630,99,0.683,0,0.664,9.5,0.189,2019,16.4,7.1,4.3,0.7,2,8
39,NOP,Alen Smailagić,NA,2,29,223,87,43,17,0.463,0.304,0.72,0.3,0.056,2019,7.7,3,1.5,0.6,2,9
40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,0.3,0.024,2019,7.5,3.2,0.9,0.6,2,10
41,GSW,Eric Paschall,Villanova,3,144,2932,1476,494,205,0.495,0.326,0.755,4.6,0.075,2019,20.4,10.3,3.4,1.4,2,11
42,PHI,Admiral Schofield,Tennessee,2,57,639,182,96,31,0.419,0.324,0.682,0.4,0.027,2019,11.2,3.2,1.7,0.5,2,12
43,MIN,Jaylen Nowell,Washington,3,99,1523,761,190,168,0.436,0.326,0.803,2.7,0.084,2019,15.4,7.7,1.9,1.7,2,13
44,MIA,Bol Bol,Oregon,3,53,328,142,63,18,0.478,0.378,0.667,0.2,0.033,2019,6.2,2.7,1.2,0.3,2,14
45,DET,Isaiah Roby,Nebraska,3,86,1769,686,424,122,0.488,0.319,0.729,2.1,0.056,2019,20.6,8,4.9,1.4,2,15
46,ORL,Talen Horton-Tucker,Iowa State,3,113,2473,1018,317,299,0.438,0.279,0.779,3,0.058,2019,21.9,9,2.8,2.6,2,16
47,SAC,Ignas Brazdeikis,Michigan,3,50,553,187,86,42,0.377,0.319,0.765,0.1,0.006,2019,11.1,3.7,1.7,0.8,2,17
48,LAC,Terance Mann,Florida State,3,168,3359,1202,609,299,0.492,0.379,0.77,8.3,0.119,2019,20,7.2,3.6,1.8,2,18
49,SAS,Quinndary Weatherspoon,Mississippi State,3,36,232,72,24,21,0.435,0.167,0.8,0,0.002,2019,6.4,2,0.7,0.6,2,19
50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,0.5,0.099,2019,6.3,2.4,1.3,0.7,2,20
51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,0.354,0.296,0.96,0.1,0.011,2019,10.2,3.7,0.9,2.1,2,21
52,CHA,Jalen McDaniels,San Diego State,3,102,1882,692,370,109,0.477,0.353,0.709,2.9,0.073,2019,18.5,6.8,3.6,1.1,2,22
53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,0,-0.008,2019,11.3,4.8,1.3,1.8,2,23
54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,-0.1,-0.13,2019,7,2.8,1.8,0.3,2,24
55,NYK,Kyle Guy,Virginia,3,49,420,164,49,50,0.373,0.321,0.767,0.2,0.018,2019,8.6,3.3,1,1,2,25
57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,0,0.1,0.01,2019,10.4,2.8,1.2,1.1,2,27
58,GSW,Miye Oni,Yale,3,80,672,145,108,37,0.35,0.33,0.75,1,0.07,2019,8.4,1.8,1.4,0.5,2,28
59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,0.357,0.5,0.6,0,0.043,2019,4.7,2.3,2.3,0.5,2,29
1,MIN,Anthony Edwards,Georgia,2,125,4148,2551,589,400,0.425,0.341,0.776,3.9,0.045,2020,33.2,20.4,4.7,3.2,1,1
2,GSW,James Wiseman,Memphis,1,39,836,448,226,26,0.519,0.316,0.628,0.7,0.042,2020,21.4,11.5,5.8,0.7,1,2
3,CHA,LaMelo Ball,NA,2,104,3202,1865,678,713,0.429,0.361,0.811,7.1,0.106,2020,30.8,17.9,6.5,6.9,1,3
4,CHI,Patrick Williams,Florida State,2,76,2108,688,338,102,0.486,0.396,0.736,2.7,0.061,2020,27.7,9.1,4.4,1.3,1,4
5,CLE,Isaac Okoro,Auburn,2,110,3413,1031,340,208,0.435,0.299,0.746,3.6,0.051,2020,31,9.4,3.1,1.9,1,5
6,ATL,Onyeka Okongwu,USC,2,76,1159,453,306,46,0.679,0,0.681,4.1,0.17,2020,15.3,6,4,0.6,1,6
7,DET,Killian Hayes,NA,2,72,1793,461,202,325,0.358,0.276,0.818,-1.2,-0.033,2020,24.9,6.4,2.8,4.5,1,7
8,NYK,Obi Toppin,Dayton,2,116,1496,646,331,77,0.505,0.264,0.746,3.6,0.115,2020,12.9,5.6,2.9,0.7,1,8
9,WAS,Deni Avdija,NA,2,112,2616,790,557,159,0.43,0.311,0.726,3.5,0.064,2020,23.4,7.1,5,1.4,1,9
10,PHO,Jalen Smith,Maryland,2,60,622,276,201,14,0.475,0.275,0.754,1.5,0.119,2020,10.4,4.6,3.4,0.2,1,10
11,SAS,Devin Vassell,Florida State,2,113,2367,929,389,142,0.424,0.346,0.822,3.7,0.075,2020,20.9,8.2,3.4,1.3,1,11
12,SAC,Tyrese Haliburton,Iowa State,2,113,3658,1563,389,732,0.466,0.413,0.841,8.3,0.109,2020,32.4,13.8,3.4,6.5,1,12
13,NOP,Kira Lewis Jr.,Alabama,2,78,1245,484,110,173,0.391,0.298,0.841,0.7,0.027,2020,16,6.2,1.4,2.2,1,13
14,BOS,Aaron Nesmith,Vanderbilt,2,87,1112,363,197,36,0.411,0.31,0.809,1.2,0.051,2020,12.8,4.2,2.3,0.4,1,14
15,ORL,Cole Anthony,UNC,2,93,2789,1420,488,463,0.397,0.337,0.845,1.2,0.02,2020,30,15.3,5.2,5,1,15
16,POR,Isaiah Stewart,Washington,2,118,2754,952,874,114,0.539,0.276,0.683,6.1,0.106,2020,23.3,8.1,7.4,1,1,16
17,MIN,Aleksej Pokusevski,NA,2,87,1786,596,394,147,0.358,0.278,0.69,-1.9,-0.052,2020,20.5,6.9,4.5,1.7,1,17
18,DAL,Josh Green,Arizona,2,83,1078,294,173,86,0.484,0.25,0.655,2.3,0.101,2020,13,3.5,2.1,1,1,18
19,BRK,Saddiq Bey,Villanova,2,128,3859,1782,655,258,0.395,0.364,0.836,5.6,0.07,2020,30.1,13.9,5.1,2,1,19
20,MIA,Precious Achiuwa,Memphis,2,109,1844,662,539,84,0.471,0.3,0.538,2.7,0.07,2020,16.9,6.1,4.9,0.8,1,20
21,PHI,Tyrese Maxey,Kentucky,2,112,2751,1350,284,356,0.466,0.358,0.871,6.5,0.114,2020,24.6,12.1,2.5,3.2,1,21
22,DEN,Zeke Nnaji,Arizona,2,81,1048,401,209,25,0.518,0.452,0.649,2.8,0.129,2020,12.9,5,2.6,0.3,1,22
23,NYK,Leandro Bolmaro,NA,1,25,188,28,35,11,0.281,0.167,0.889,-0.1,-0.019,2020,7.5,1.1,1.4,0.4,1,23
24,MIL,R.J. Hampton,NA,2,93,1703,655,301,189,0.41,0.34,0.64,0.2,0.007,2020,18.3,7,3.2,2,1,24
25,OKC,Immanuel Quickley,Kentucky,2,119,2413,1246,264,291,0.383,0.361,0.899,4.7,0.094,2020,20.3,10.5,2.2,2.4,1,25
26,BOS,Payton Pritchard,Oregon,2,115,1871,740,235,205,0.419,0.394,0.915,3.4,0.088,2020,16.3,6.4,2,1.8,1,26
27,UTA,Udoka Azubuike,Kansas,2,30,235,88,75,0,0.698,0,0.667,0.7,0.141,2020,7.8,2.9,2.5,0,1,27
28,LAL,Jaden McDaniels,Washington,2,119,2981,925,471,137,0.446,0.33,0.706,3.2,0.052,2020,25.1,7.8,4,1.2,1,28
29,TOR,Malachi Flynn,San Diego State,2,81,1233,451,154,173,0.369,0.314,0.785,1.1,0.043,2020,15.2,5.6,1.9,2.1,1,29
30,BOS,Desmond Bane,TCU,2,124,3210,1625,462,258,0.464,0.424,0.879,7.8,0.116,2020,25.9,13.1,3.7,2.1,1,30
31,DAL,Tyrell Terry,Stanford,2,13,59,13,6,6,0.353,0,0.333,0,-0.035,2020,4.5,1,0.5,0.5,2,1
32,CHA,Vernon Carey Jr.,Duke,2,24,133,54,32,2,0.5,0.143,0.786,0.2,0.07,2020,5.5,2.3,1.3,0.1,2,2
33,MIN,Daniel Oturu,Minnesota,2,33,188,63,53,10,0.431,0.167,0.706,0.3,0.086,2020,5.7,1.9,1.6,0.3,2,3
34,PHI,Théo Maledon,NA,2,96,2218,791,262,263,0.359,0.317,0.774,-0.9,-0.02,2020,23.1,8.2,2.7,2.7,2,4
35,SAC,Xavier Tillman Sr.,Michigan State,2,98,1595,566,372,115,0.522,0.29,0.644,4.1,0.123,2020,16.3,5.8,3.8,1.2,2,5
36,PHI,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,0,-0.033,2020,3.9,1,1.1,0.2,2,6
37,WAS,Vit Krejci,NA,1,6,31,6,5,2,0.333,0,1,0,-0.049,2020,5.2,1,0.8,0.3,2,7
38,UTA,Saben Lee,Vanderbilt,2,76,1188,404,163,238,0.437,0.299,0.712,1.9,0.078,2020,15.6,5.3,2.1,3.1,2,8
39,NOP,Elijah Hughes,Syracuse,2,35,219,81,34,15,0.337,0.306,0.857,0,-0.007,2020,6.3,2.3,1,0.4,2,9
40,MEM,Robert Woodard II,Mississippi State,2,25,87,27,27,5,0.278,0.2,0.5,-0.1,-0.075,2020,3.5,1.1,1.1,0.2,2,10
41,SAS,Tre Jones,Duke,2,83,888,315,106,151,0.492,0.24,0.883,1.9,0.102,2020,10.7,3.8,1.3,1.8,2,11
42,NOP,Nick Richards,Kentucky,2,59,407,155,91,15,0.656,0,0.712,1,0.124,2020,6.9,2.6,1.5,0.3,2,12
43,SAC,Jahmi'us Ramsey,Texas Tech,2,32,228,100,23,13,0.406,0.27,0.632,-0.1,-0.02,2020,7.1,3.1,0.7,0.4,2,13
44,CHI,Marko Simonovic,NA,1,9,35,17,10,0,0.267,0.2,0.727,0,0.002,2020,3.9,1.9,1.1,0,2,14
45,MIL,Jordan Nwora,Louisville,2,76,1178,552,230,53,0.423,0.389,0.771,1.1,0.045,2020,15.5,7.3,3,0.7,2,15
46,POR,CJ Elleby,Washington State,2,65,722,219,135,49,0.388,0.26,0.78,0.7,0.045,2020,11.1,3.4,2.1,0.8,2,16
48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,0.342,0.367,0.821,0.2,0.029,2020,12.1,4.1,1.5,2.3,2,18
49,PHI,Isaiah Joe,Arkansas,2,82,885,309,82,48,0.356,0.349,0.844,1,0.053,2020,10.8,3.8,1,0.6,2,19
50,ATL,Skylar Mays,LSU,2,56,476,202,60,46,0.472,0.338,0.882,1.1,0.108,2020,8.5,3.6,1.1,0.8,2,20
52,SAC,Kenyon Martin Jr.,NA,2,100,2165,892,456,120,0.518,0.338,0.68,4.1,0.09,2020,21.7,8.9,4.6,1.2,2,22
53,OKC,Cassius Winston,Michigan State,2,26,121,51,9,16,0.436,0.455,0.875,0.2,0.084,2020,4.7,2,0.3,0.6,2,23
54,IND,Cassius Stanley,Duke,2,33,248,88,39,5,0.36,0.233,0.895,0,-0.007,2020,7.5,2.7,1.2,0.2,2,24
55,BRK,Jay Scrubb,John A. Logan College,2,22,205,84,30,9,0.39,0.267,0.8,-0.1,-0.026,2020,9.3,3.8,1.4,0.4,2,25
56,CHA,Grant Riller,College of Charleston,1,7,27,18,1,3,0.667,0.5,0,0.1,0.177,2020,3.9,2.6,0.1,0.4,2,26
57,LAC,Reggie Perry,Mississippi State,2,29,262,91,81,16,0.42,0.217,0.8,0.3,0.046,2020,9,3.1,2.8,0.6,2,27
58,PHI,Paul Reed,DePaul,2,50,406,146,126,22,0.5,0,0.444,1.2,0.136,2020,8.1,2.9,2.5,0.4,2,28
59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,0.5,0.472,0.778,0.3,0.079,2020,13.2,7.4,1.4,1.3,2,29
60,NOP,Sam Merrill,Utah State University,2,36,291,114,37,25,0.417,0.4,0.75,0.5,0.087,2020,8.1,3.2,1,0.7,2,30
1,DET,Cade Cunningham,Oklahoma State,1,44,1400,692,241,227,0.394,0.327,0.856,-0.8,-0.028,2021,31.8,15.7,5.5,5.2,1,1
2,HOU,Jalen Green,NA,1,43,1307,627,134,100,0.387,0.311,0.818,-0.8,-0.03,2021,30.4,14.6,3.1,2.3,1,2
3,CLE,Evan Mobley,USC,1,50,1703,743,403,128,0.503,0.265,0.672,4.2,0.117,2021,34.1,14.9,8.1,2.6,1,3
4,TOR,Scottie Barnes,Florida State,1,49,1736,706,365,164,0.47,0.313,0.733,3.8,0.104,2021,35.4,14.4,7.4,3.3,1,4
5,ORL,Jalen Suggs,Gonzaga,1,39,1100,492,146,170,0.367,0.228,0.776,-1.2,-0.052,2021,28.2,12.6,3.7,4.4,1,5
6,OKC,Josh Giddey,NA,1,53,1664,659,412,339,0.418,0.267,0.705,0.9,0.027,2021,31.4,12.4,7.8,6.4,1,6
7,GSW,Jonathan Kuminga,NA,1,47,680,374,132,33,0.511,0.322,0.655,1.7,0.117,2021,14.5,8,2.8,0.7,1,7
8,ORL,Franz Wagner,Michigan,1,60,1918,935,275,178,0.466,0.362,0.854,2.9,0.072,2021,32,15.6,4.6,3,1,8
9,SAC,Davion Mitchell,Baylor,1,53,1376,551,125,183,0.406,0.326,0.558,0.2,0.006,2021,26,10.4,2.4,3.5,1,9
10,NOP,Ziaire Williams,Stanford,1,40,861,291,71,35,0.441,0.284,0.76,1,0.057,2021,21.5,7.3,1.8,0.9,1,10
11,CHA,James Bouknight,UConn,1,28,296,140,48,23,0.353,0.347,0.871,0.1,0.015,2021,10.6,5,1.7,0.8,1,11
12,SAS,Joshua Primo,Alabama,1,30,476,147,52,42,0.369,0.32,0.76,0.1,0.007,2021,15.9,4.9,1.7,1.4,1,12
13,IND,Chris Duarte,Oregon,1,50,1433,671,205,110,0.435,0.364,0.792,1.3,0.045,2021,28.7,13.4,4.1,2.2,1,13
14,GSW,Moses Moody,Arkansas,1,34,322,109,46,11,0.376,0.306,0.824,0.4,0.065,2021,9.5,3.2,1.4,0.3,1,14
15,WAS,Corey Kispert,Gonzaga,1,53,1051,360,135,50,0.43,0.322,0.884,1.2,0.055,2021,19.8,6.8,2.5,0.9,1,15
16,OKC,Alperen Şengün,NA,1,50,937,437,240,125,0.481,0.277,0.698,1.3,0.065,2021,18.7,8.7,4.8,2.5,1,16
17,MEM,Trey Murphy III,Virginia,1,41,519,160,88,20,0.338,0.336,0.857,0.6,0.052,2021,12.7,3.9,2.1,0.5,1,17
18,OKC,Tre Mann,Florida,1,45,898,390,100,45,0.383,0.365,0.75,0.2,0.013,2021,20,8.7,2.2,1,1,18
19,NYK,Kai Jones,Texas,1,17,48,16,8,4,0.636,0.5,0.25,0,-0.022,2021,2.8,0.9,0.5,0.2,1,19
20,ATL,Jalen Johnson,Duke,1,14,64,25,16,1,0.45,0.375,0.667,0,0.009,2021,4.6,1.8,1.1,0.1,1,20
21,NYK,Keon Johnson,Tennessee,1,15,135,53,21,13,0.333,0.273,0.762,0.1,0.021,2021,9,3.5,1.4,0.9,1,21
22,LAL,Isaiah Jackson,Kentucky,1,20,193,115,55,7,0.542,0.429,0.667,0.7,0.173,2021,9.7,5.8,2.8,0.4,1,22
