Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Alison Seng,Boise State,0.274,0.371,0.323,0.693,45,145,124,12,34,6,0,0,14,3,16,20,2,0
Aliya Ewell,Morgan State,0.294,0.384,0.471,0.855,41,139,119,29,35,7,4,2,20,3,15,15,9,1
Aliyah Andrews,LSU,0.365,0.419,0.479,0.898,57,212,192,46,70,6,5,2,19,1,17,19,27,2
Aliyah Huerta-Leipner,Boston University,0.292,0.364,0.4,0.764,40,144,120,25,35,7,3,0,22,1,16,25,6,1
Aliyah Binford,Baylor,0.286,0.325,0.457,0.782,46,151,140,18,40,9,0,5,28,2,7,27,2,0
Allee Bunker,Oregon,0.342,0.382,0.582,0.963,57,200,184,36,63,10,2,10,49,3,10,6,4,1
Allie Cummins,Miami (OH),0.439,0.576,0.892,1.468,56,203,148,58,65,16,0,17,59,2,50,28,11,2
Allie Englant,Ohio,0.358,0.385,0.412,0.797,47,177,165,35,59,7,1,0,9,1,7,13,30,3
Allie Herron,Saint Louis,0.196,0.217,0.304,0.521,38,107,102,7,20,4,2,1,5,1,2,34,2,0
Allie Jones,Mercer,0.306,0.353,0.458,0.811,47,156,144,26,44,6,2,4,18,2,9,20,20,3
Allisha Martinez,Loyola Marymount,0.222,0.274,0.333,0.607,36,108,99,14,22,2,3,1,14,2,5,24,2,2
Allison Helton,Omaha,0.237,0.294,0.359,0.652,47,144,131,18,31,8,1,2,11,2,9,28,1,0
Allison Yoder,South Dakota State,0.266,0.357,0.371,0.728,51,169,143,34,38,7,4,0,12,4,18,35,6,0
Ally Choate,Seattle,0.363,0.431,0.431,0.862,50,182,160,30,58,4,2,1,12,4,16,27,0,2
Ally Clegg,Coastal Carolina,0.244,0.337,0.329,0.666,34,95,82,12,20,4,0,1,12,4,8,14,1,1
Ally Jones,Villanova,0.363,0.479,0.664,1.143,42,142,113,22,41,8,1,8,23,3,24,20,0,0
Ally Kurland,Penn State,0.234,0.277,0.468,0.745,38,101,94,5,22,5,1,5,14,2,4,28,0,0
Ally Miklesh,Wisconsin,0.26,0.33,0.308,0.638,39,120,104,16,27,0,1,1,2,2,9,17,18,3
Ally Nodohara,UC Santa Barbara,0.257,0.303,0.413,0.715,38,119,109,12,28,4,2,3,17,3,5,20,3,1
Ally Repko,Elon,0.33,0.5,0.66,1.16,39,134,100,23,33,4,1,9,34,3,31,16,1,0
Ally Shipman,Tennessee,0.304,0.327,0.551,0.878,52,168,158,27,48,9,3,8,39,3,4,17,3,0
Ally Snelling,Army,0.301,0.381,0.548,0.929,30,106,93,12,28,4,2,5,25,1,11,7,1,0
Ally Vonfeldt,Kansas City,0.278,0.335,0.58,0.915,55,194,176,34,49,12,1,13,44,2,14,17,2,1
Allyn Bezjak,Saint Francis,0.294,0.403,0.404,0.807,43,137,109,21,32,3,0,3,26,8,14,19,1,0
Allyson Ferreira,Santa Clara,0.282,0.338,0.338,0.676,25,80,71,7,20,1,0,1,10,1,5,14,4,1
Allyson Ivey,Loyola Chicago,0.398,0.497,0.65,1.147,42,150,123,17,49,10,0,7,27,11,14,20,2,1
Alondra Mejia,Sacramento State,0.301,0.344,0.584,0.928,40,122,113,10,34,3,4,7,16,1,7,13,0,0
Alston Jenkins,South Carolina State,0.294,0.333,0.294,0.627,26,74,68,10,20,0,0,0,3,2,2,6,3,0
Aly Harrell,Marshall,0.415,0.526,0.819,1.345,30,116,94,25,39,8,0,10,29,5,17,3,1,0
Aly Manzo,Arkansas,0.273,0.304,0.345,0.65,46,116,110,4,30,5,0,1,9,1,4,16,0,0
Aly Packish,Cleveland State,0.263,0.317,0.421,0.738,43,133,114,16,30,6,0,4,16,1,8,21,2,0
Alynah Torres,Arizona State,0.275,0.333,0.544,0.877,49,166,149,28,41,4,0,12,34,3,11,14,0,0
Alyson Matriotti,Seattle,0.279,0.336,0.369,0.705,50,126,111,20,31,5,1,1,9,0,10,21,7,1
Alyssa Adams,Saint Peter's,0.06,0.161,0.08,0.241,28,58,50,4,3,1,0,0,0,1,5,12,1,1
Alyssa Ansara,Rider,0.341,0.355,0.341,0.695,30,95,91,22,31,0,0,0,3,2,0,12,7,0
Alyssa Barrera,Utah,0.272,0.312,0.434,0.746,55,190,173,27,47,7,3,5,36,2,10,21,2,3
Alyssa Brewer,Green Bay,0.288,0.403,0.442,0.846,38,127,104,15,30,5,1,3,16,8,12,26,0,0
Alyssa Cacini,Dayton,0.319,0.357,0.603,0.96,45,155,141,23,45,12,2,8,33,0,10,34,1,1
Alyssa Chavez,Saint Louis,0.255,0.313,0.359,0.671,46,160,145,17,37,10,1,1,27,2,11,22,1,0
Alyssa Davis,Southern Miss,0.324,0.349,0.511,0.861,52,187,176,24,57,8,2,7,36,3,5,27,6,2
Alyssa Dean,Memphis,0.3,0.391,0.508,0.898,50,152,130,24,39,7,1,6,19,7,13,14,9,2
Alyssa Ealy,Western Illinois,0.191,0.306,0.309,0.615,40,112,94,12,18,1,2,2,9,0,16,32,5,1
Alyssa Garcia,Butler,0.215,0.255,0.237,0.492,36,101,93,13,20,2,0,0,2,0,5,19,3,2
Alyssa Garcia,Prairie View,0.318,0.367,0.435,0.803,31,98,85,12,27,7,0,1,19,1,8,7,0,0
Alyssa Gilman,Stetson,0.213,0.267,0.213,0.48,30,89,80,4,17,0,0,0,3,0,6,14,3,4
Alyssa Gonzalez,Long Beach State,0.409,0.462,0.63,1.091,41,143,127,36,52,5,1,7,33,2,12,5,2,0
Alyssa Gonzalez,Sacred Heart,0.365,0.476,0.913,1.39,36,126,104,21,38,6,0,17,41,2,20,21,0,0
Alyssa Graham,San Jose State,0.333,0.425,0.478,0.902,32,108,90,13,30,5,1,2,14,1,14,15,0,0
Alyssa Kramer,Western Michigan,0.286,0.318,0.421,0.739,45,135,126,21,36,3,1,4,14,2,4,28,2,0
Alyssa Lopez,Alabama A&M,0.215,0.288,0.292,0.58,25,74,65,12,14,3,1,0,8,1,6,6,0,0
Alyssa Palomino-Cardoza,Arizona,0.306,0.413,0.563,0.975,53,172,144,41,44,9,2,8,35,2,25,33,1,0
Alyssa Rivera,Auburn,0.252,0.283,0.359,0.641,49,139,131,14,33,6,1,2,15,0,6,19,7,4
Alyssa Wenzel,Northern Colorado,0.355,0.377,0.445,0.823,36,116,110,17,39,5,1,1,15,1,3,8,9,3
Alyssa Wesley,Arkansas-Pine Bluff,0.21,0.359,0.306,0.665,27,81,62,11,13,1,1,1,5,4,11,19,4,0
Amaia Daniel,Ball State,0.319,0.444,0.56,1.005,45,145,116,27,37,10,0,6,23,3,24,12,5,0
Amanda Argomaniz,California Baptist,0.219,0.292,0.333,0.626,44,134,114,10,25,4,0,3,18,2,11,20,0,1
Amanda Ayala,Tennessee,0.368,0.427,0.652,1.079,48,171,155,37,57,11,3,9,32,2,14,14,11,0
Amanda Briskin,Samford,0.348,0.394,0.379,0.773,42,143,132,17,46,4,0,0,10,1,9,17,9,3
Amanda Doyle,LSU,0.269,0.304,0.474,0.778,54,186,171,25,46,5,0,10,41,3,7,13,1,0
Amanda Fleming,Furman,0.198,0.286,0.333,0.619,45,130,111,14,22,4,1,3,14,0,14,37,14,3
Amanda Guercio,Indiana State,0.24,0.286,0.442,0.727,47,171,154,18,37,6,2,7,32,1,10,34,1,0
Amari Ramsey,Alcorn State,0.275,0.34,0.451,0.791,29,101,91,15,25,11,1,1,13,2,7,15,1,0
Amber Bishop,Liberty,0.382,0.47,0.763,1.233,59,217,186,43,71,12,1,19,49,6,25,17,0,0
Amber Cieplinski,Eastern Illinois,0.24,0.333,0.473,0.806,46,149,129,12,31,7,1,7,22,1,17,24,1,0
Amber Lotz,George Washington,0.286,0.307,0.306,0.613,41,103,98,25,28,2,0,0,3,1,2,14,9,0
Amber Storer,SIUE,0.32,0.346,0.484,0.83,39,131,122,6,39,8,0,4,20,1,5,8,0,0
Amber Verstynen,George Mason,0.297,0.321,0.297,0.618,27,79,74,13,22,0,0,0,6,0,3,9,6,1
Amberly Rodriguez,Northern Illinois,0.288,0.331,0.294,0.625,48,164,153,35,44,1,0,0,7,2,8,23,11,3
Amelia Ditolvo,St. John's,0.186,0.269,0.254,0.523,24,69,59,3,11,2,1,0,9,1,6,17,3,0
Amelia Thomas,Loyola Chicago,0.271,0.333,0.356,0.689,40,135,118,12,32,5,1,1,14,3,9,16,8,2
Amelia Van Orman,Wagner,0.337,0.445,0.461,0.906,33,111,89,17,30,9,1,0,23,1,18,13,2,0
Amy Petrovich,Sacred Heart,0.233,0.316,0.467,0.783,38,137,120,20,28,10,0,6,29,3,12,17,2,0
Amy Smith,UMass,0.354,0.458,0.458,0.916,33,118,96,26,34,5,1,1,20,2,18,8,1,0
Amy Vetula,Lipscomb,0.333,0.398,0.375,0.773,36,136,120,25,40,3,1,0,15,2,11,16,18,2
Anaiyah Fultz,Grambling,0.333,0.415,0.42,0.835,29,94,81,14,27,1,0,2,20,2,10,18,6,0
Analeigh Coursey,Tennessee State,0.105,0.183,0.167,0.349,38,129,114,9,12,1,0,2,0,2,9,28,0,0
Analyse Petree,UAB,0.331,0.406,0.568,0.975,49,162,139,33,46,9,0,8,36,8,11,17,0,0
AnaMarie Bruni,USF,0.362,0.439,0.396,0.835,50,173,149,32,54,1,2,0,11,3,18,13,37,3
Andrea Coursey,Illinois State,0.297,0.343,0.462,0.805,35,100,91,11,27,4,1,3,20,3,4,17,0,0
Andrea Gonzalez,Loyola Marymount,0.297,0.357,0.475,0.831,40,129,118,22,35,9,0,4,16,1,10,18,5,0
Andrea Howard,New Mexico,0.336,0.427,0.728,1.155,46,150,125,25,42,9,2,12,33,1,21,21,2,2
Andrea Lyon,Gardner-Webb,0.214,0.313,0.393,0.706,33,100,84,7,18,3,0,4,12,4,9,21,0,0
Andrea Sarhatt,East Tennessee State,0.226,0.286,0.262,0.548,29,92,84,11,19,1,1,0,4,2,5,7,1,0
Angela Giampolo,Villanova,0.283,0.387,0.439,0.827,52,204,173,39,49,12,0,5,36,9,21,34,8,1
Angela Scalzitti,DePaul,0.293,0.414,0.44,0.854,36,140,116,25,34,8,3,1,11,2,22,12,10,2
Angela Zedak,Northwestern,0.244,0.311,0.415,0.726,46,151,135,24,33,9,1,4,22,4,10,20,4,0
Angelica Cano,Idaho State,0.282,0.364,0.659,1.022,35,99,85,21,24,6,1,8,20,2,10,16,0,0
Angelina Bebek,Army,0.353,0.441,0.569,1.009,33,119,102,23,36,8,1,4,18,2,14,11,5,1
Angelina Ioppolo,Hofstra,0.323,0.39,0.398,0.788,32,107,93,12,30,3,2,0,14,7,4,7,3,2
Angelina Stile,Siena,0.258,0.371,0.371,0.742,33,107,89,14,23,1,0,3,13,5,11,11,1,0
Angelique Ramos,Hawaii,0.31,0.375,0.48,0.855,31,112,100,16,31,4,2,3,12,3,8,11,1,1
Angie Rizzi,NC State,0.36,0.482,0.713,1.196,48,171,136,40,49,8,2,12,32,3,30,34,28,2
Anja Solveig Kane,Saint Peter's,0.23,0.31,0.257,0.566,30,88,74,9,17,2,0,0,7,2,7,18,5,3
Anna Aguon,Buffalo,0.392,0.497,0.758,1.255,53,188,153,42,60,12,1,14,36,5,27,17,12,2
Anna Dixon,Toledo,0.344,0.391,0.389,0.779,51,171,157,30,54,3,2,0,14,1,11,14,6,1
Anna Knox,UNC Wilmington,0.125,0.24,0.203,0.443,32,80,64,8,8,2,0,1,6,3,7,14,0,0
Anna Lonchar,UMBC,0.2,0.3,0.314,0.614,29,81,70,7,14,6,1,0,8,6,4,17,1,0
Anna Shelnutt,Florida State,0.206,0.288,0.333,0.621,63,188,165,19,34,3,0,6,25,2,17,28,1,1
Anne Gerwitz,Arkansas-Pine Bluff,0.243,0.338,0.286,0.623,29,80,70,6,17,3,0,0,5,1,9,17,0,0
Annie Moore,Manhattan,0.354,0.403,0.513,0.917,34,124,113,19,40,3,0,5,20,1,9,8,0,0
Annie Tokarek,Indiana State,0.22,0.307,0.371,0.678,46,150,132,9,29,5,0,5,20,0,17,34,0,0
Anslee Finch,Troy,0.266,0.375,0.5,0.875,45,152,128,23,34,9,0,7,29,3,20,37,0,0
Ansley Gilreath,Winthrop,0.351,0.409,0.682,1.091,49,164,148,19,52,8,1,13,41,2,13,26,0,1
Ansley Gilstrap,Clemson,0.292,0.418,0.424,0.842,51,177,144,43,42,5,1,4,21,15,17,21,13,1
Antiya Randle,Grambling,0.2,0.317,0.22,0.537,22,65,50,8,10,1,0,0,6,1,8,6,3,1
Antonia Alba,Siena,0.316,0.388,0.355,0.743,29,87,76,5,24,1,1,0,6,0,9,12,0,1
Anyssa Iliopoulos,Rutgers,0.186,0.26,0.274,0.534,44,127,113,10,21,4,0,2,11,2,10,25,2,1
Ari Castillo,Rhode Island,0.431,0.512,0.653,1.164,27,86,72,7,31,10,0,2,15,2,11,7,0,0
Arianna Miranda,San Jose State,0.183,0.227,0.232,0.459,30,89,82,7,15,1,0,1,7,0,5,9,0,0
ArieAnn Bell,Texas State,0.243,0.351,0.565,0.916,50,135,115,19,28,4,0,11,27,3,16,41,5,1
Ariel McAtee,Alabama A&M,0.28,0.316,0.347,0.663,23,81,75,11,21,3,1,0,7,0,4,4,3,0
Ariyana Miranda,Eastern Kentucky,0.213,0.3,0.376,0.676,50,165,141,29,30,2,0,7,27,3,15,40,4,0
Arizona Ritchie,Virginia,0.22,0.298,0.315,0.613,46,148,127,12,28,6,3,0,18,2,12,17,3,0
Armani Brown,Marshall,0.246,0.343,0.328,0.671,31,73,61,12,15,3,1,0,2,1,8,9,0,2
Ashleigh Inae,East Carolina,0.261,0.425,0.29,0.714,49,184,138,21,36,4,0,0,16,17,23,16,7,1
Ashleigh Sgambelluri,Texas A&M-Corpus Christi,0.317,0.391,0.414,0.804,48,174,145,25,46,6,1,2,24,6,14,25,14,3
Ashley Arnold,Alcorn State,0.298,0.369,0.333,0.703,22,70,57,8,17,2,0,0,11,0,7,13,1,0
Ashley Cantu,Creighton,0.402,0.439,0.522,0.961,28,99,92,16,37,1,2,2,13,0,6,16,1,0
Ashley Ellis,Southeast Missouri,0.3,0.376,0.762,1.137,47,149,130,23,39,3,0,19,46,1,16,34,1,0
Ashley Goebel,North Florida,0.397,0.434,0.488,0.922,43,129,121,20,48,8,0,1,20,2,6,6,3,0
Ashley Mendenhall,LaSalle,0.19,0.242,0.259,0.501,27,62,58,4,11,4,0,0,1,0,4,19,0,0
Ashley Michelena,Colorado State,0.307,0.364,0.406,0.77,30,111,101,16,31,4,3,0,9,1,8,10,3,1
Ashley Prange,Ohio State,0.246,0.305,0.413,0.718,43,152,138,25,34,11,0,4,20,1,11,13,2,0
Ashley Salausa,Nevada,0.276,0.39,0.402,0.793,35,105,87,22,24,5,0,2,10,1,16,32,1,0
Ashley Thorne,Kansas City,0.236,0.269,0.318,0.587,45,120,110,10,26,2,2,1,12,1,5,32,8,0
Ashley Trierweiler,Santa Clara,0.481,0.56,0.584,1.145,28,92,77,21,37,2,3,0,11,3,11,8,18,1
Ashley Westbrooks,Winthrop,0.213,0.267,0.38,0.647,50,165,150,22,32,7,0,6,21,1,11,15,6,0
Ashling Shahan,Texas Southern,0.313,0.36,0.337,0.697,33,93,83,12,26,2,0,0,6,1,5,9,7,1
Ashlyn Adams,Boise State,0.358,0.395,0.439,0.834,45,158,148,22,53,9,0,1,12,1,8,11,11,1
Ashlyn Anderson,Kansas,0.277,0.373,0.531,0.904,47,154,130,32,36,6,0,9,24,0,20,31,4,1
Ashlyn Cribb,Charleston Southern,0.22,0.277,0.341,0.618,34,102,91,8,20,5,0,2,12,2,6,18,0,0
Ashlynn Gunter,Georgia Southern,0.274,0.329,0.37,0.699,43,159,146,21,40,5,0,3,14,1,11,18,2,0
Ashlynn Uvila,North Dakota,0.243,0.312,0.286,0.597,50,155,140,7,34,6,0,0,4,7,7,28,5,1
Ashlynn Walls,Texas A&M,0.248,0.345,0.339,0.684,47,141,121,13,30,5,0,2,16,1,17,28,4,3
Aspen Howie,Houston,0.211,0.291,0.421,0.712,43,128,114,14,24,6,0,6,17,4,9,20,4,0
Aspyn Godwin,Auburn,0.217,0.263,0.462,0.725,47,117,106,11,23,5,3,5,18,0,7,27,0,1
Aubree Beitzinger,Drake,0.272,0.321,0.291,0.613,38,114,103,14,28,2,0,0,11,2,6,20,2,0
Aubree Seaney,Tulsa,0.246,0.323,0.398,0.722,41,138,118,15,29,5,2,3,18,2,12,19,0,0
Audrey Greely,Southeastern Louisiana,0.398,0.477,0.555,1.031,51,153,128,35,51,7,2,3,22,6,14,26,18,2
Audrey Lyle,Belmont,0.238,0.309,0.467,0.776,41,136,122,17,29,5,1,7,18,0,13,37,2,1
Audrey Sellers,Boston University,0.204,0.328,0.426,0.754,33,71,54,12,11,3,0,3,11,1,9,20,3,0
Austine Pauley,Southeast Missouri,0.282,0.353,0.466,0.819,41,116,103,23,29,3,2,4,9,1,11,25,4,3
Autumn Bennett,Boise State,0.206,0.239,0.318,0.557,41,117,107,15,22,4,1,2,10,0,5,24,5,0
Autumn Bishop,Liberty,0.319,0.418,0.633,1.051,59,225,188,44,60,21,1,12,38,5,29,19,3,0
Autumn Gillespie,Ole Miss,0.279,0.402,0.497,0.899,55,183,147,31,41,4,2,8,30,8,23,26,10,0
Autumn Humes,Kentucky,0.256,0.294,0.429,0.722,51,146,133,12,34,3,1,6,17,0,8,26,0,1
Autumn Slemaker,Radford,0.24,0.305,0.413,0.718,54,172,150,17,36,4,2,6,27,1,13,26,8,5
Autumn Sydlik,Houston Christian,0.3,0.391,0.592,0.983,39,141,120,26,36,8,0,9,31,5,13,23,0,0
Ava Lawson,Northern Kentucky,0.3,0.395,0.618,1.014,38,131,110,21,33,8,3,7,28,3,15,20,0,1
Avery Winchell,Robert Morris,0.247,0.34,0.427,0.767,35,103,89,18,22,10,0,2,11,1,12,24,5,0
Avery Wysong,North Dakota State,0.278,0.336,0.574,0.91,40,125,115,18,32,8,1,8,25,1,9,26,0,0
Avrey Schumacher,Youngstown State,0.27,0.356,0.461,0.817,43,133,115,16,31,8,1,4,31,0,16,25,0,1
Avrey Steiner,Illinois,0.329,0.35,0.381,0.731,44,163,155,26,51,4,2,0,14,0,5,10,10,1
Avry Blume,Bradley,0.295,0.33,0.526,0.856,32,101,95,15,28,6,2,4,19,0,5,20,3,0
Ayana Sallee,Howard,0.244,0.32,0.311,0.631,25,53,45,9,11,1,1,0,3,2,3,8,3,0
Aziah James,Connecticut,0.218,0.25,0.239,0.489,42,152,142,19,31,3,0,0,6,0,6,28,18,4
Bailee Nickerson,Wichita State,0.299,0.398,0.481,0.878,55,185,154,33,46,10,0,6,28,5,21,14,1,0
Bailee Richardson,Georgia State,0.324,0.411,0.551,0.963,46,158,136,27,44,7,0,8,29,3,18,21,3,0
Bailee Wilson,Georgia Southern,0.382,0.429,0.61,1.039,43,147,136,20,52,9,2,6,27,2,9,24,1,0
Bailee Zeitler,Georgia Tech,0.218,0.331,0.336,0.667,44,136,110,16,24,7,0,2,15,4,16,20,4,1
Bailey Bates,Holy Cross,0.12,0.214,0.147,0.361,27,84,75,8,9,2,0,0,5,3,6,24,4,1
Bailey Chavez,Holy Cross,0.2,0.22,0.225,0.445,25,85,80,7,16,0,1,0,0,0,2,11,1,1
Bailey Curry,UL Lafayette,0.329,0.473,0.553,1.026,52,110,85,14,28,1,0,6,22,4,20,7,1,1
Bailey Hemphill,Alabama,0.422,0.583,0.776,1.359,61,216,147,47,62,8,1,14,57,7,57,6,0,0
Bailey Huneycutt,Western Carolina,0.364,0.497,0.714,1.211,52,179,140,35,51,7,0,14,32,2,35,29,7,2
Bailey Ledvina,East Carolina,0.21,0.259,0.391,0.65,46,150,138,16,29,1,0,8,20,2,7,30,0,0
Bailey Schultz,Green Bay,0.299,0.365,0.34,0.705,44,162,144,21,43,4,1,0,10,5,10,17,2,1
Bailey Shorter,Austin Peay,0.326,0.361,0.551,0.911,40,148,138,29,45,11,4,4,21,1,7,13,5,0
Bailey Thompson,Seattle,0.327,0.426,0.605,1.032,50,176,147,24,48,14,0,9,46,15,12,24,0,0
Bailey Urban,Wichita State,0.212,0.298,0.364,0.662,43,117,99,17,21,6,0,3,15,3,10,21,1,1
Bailey Vannoy,Charlotte,0.387,0.468,0.767,1.235,50,188,163,46,63,23,0,13,36,8,17,10,14,4
Bailey Winscott,Virginia,0.23,0.353,0.25,0.603,43,124,100,14,23,0,1,0,4,1,18,11,5,1
Bailley Concatto,SIUE,0.262,0.325,0.402,0.727,35,119,107,13,28,7,1,2,25,1,9,12,3,2
Basia Query,Utah Valley,0.325,0.38,0.556,0.936,52,187,169,32,55,11,5,6,33,3,13,15,3,1
Baylee Allender,Seton Hall,0.235,0.295,0.346,0.641,29,89,81,11,19,6,0,1,8,2,5,26,5,1
Baylee Klingler,Washington,0.416,0.507,0.792,1.299,58,217,173,56,72,17,0,16,53,13,25,9,6,1
Baylee Morton,Appalachian State,0.22,0.436,0.458,0.894,46,165,118,23,26,4,0,8,28,11,35,24,0,0
Baylee Sexton,Georgia State,0.25,0.348,0.258,0.606,45,141,120,20,30,1,0,0,3,1,17,33,18,1
Baylee Smith,Memphis,0.234,0.291,0.298,0.589,47,135,124,12,29,2,3,0,8,1,9,30,8,3
Becca Edwards,Green Bay,0.272,0.337,0.337,0.674,35,101,92,9,25,6,0,0,15,1,8,12,0,0
Becca Jones,Purdue,0.277,0.315,0.337,0.651,39,116,101,14,28,4,1,0,8,1,5,16,2,0
Bella Devesa,Elon,0.108,0.185,0.162,0.347,38,85,74,7,8,1,0,1,2,0,7,25,1,0
Bella Jankowski,Holy Cross,0.292,0.356,0.323,0.679,23,75,65,4,19,2,0,0,6,2,5,19,4,1
Bella Loomis,Arizona State,0.301,0.416,0.46,0.876,48,140,113,33,34,3,0,5,18,2,21,28,12,3
Bella Loya,Illinois,0.284,0.344,0.447,0.791,44,157,141,15,40,9,1,4,24,7,7,13,1,0
Bella Norton,Indiana,0.341,0.411,0.519,0.93,44,148,129,11,44,9,1,4,24,3,13,16,3,0
Bella Peterson,Indiana State,0.356,0.441,0.631,1.072,48,186,160,35,57,19,2,7,39,1,24,21,4,0
Bella Rocco,Boise State,0.336,0.415,0.512,0.927,44,149,125,16,42,4,0,6,29,3,16,13,1,0
Beth McCulley,Tennessee Tech,0.317,0.345,0.367,0.712,44,146,139,7,44,7,0,0,14,1,5,19,1,0
Bethaney Keen,USF,0.299,0.37,0.401,0.772,49,156,137,11,41,6,1,2,24,6,10,18,1,0
Bethany Busch,Houston,0.314,0.386,0.493,0.879,50,161,140,32,44,9,2,4,16,1,16,21,15,1
Bianca Barone,Northern Illinois,0.269,0.371,0.379,0.75,56,172,145,20,39,10,0,2,32,5,19,9,1,0
Blake Gibson,Liberty,0.216,0.347,0.382,0.729,45,124,102,17,22,6,1,3,18,8,13,24,2,0
Brandi Feeney,Saint Peter's,0.321,0.364,0.444,0.808,30,89,81,13,26,4,0,2,14,1,5,19,1,2
Brandice Boatwright,Florida A&M,0.206,0.267,0.279,0.546,25,75,68,8,14,2,0,1,6,2,4,3,1,0
Braxton Burnside,Arkansas,0.357,0.507,0.892,1.399,52,205,157,51,56,9,0,25,54,7,41,22,0,0
Brea Dickey,Kennesaw State,0.374,0.437,0.626,1.063,54,194,171,39,64,15,2,8,25,2,17,18,8,2
Breanna Roper,Georgia Tech,0.298,0.401,0.553,0.954,44,167,141,42,42,9,0,9,29,2,23,21,2,1
Breanna Russell,Texas Tech,0.189,0.311,0.233,0.545,37,111,90,3,17,1,0,1,8,6,10,11,0,0
Bree Soma,Hawaii,0.263,0.349,0.434,0.783,31,86,76,8,20,2,1,3,17,1,9,19,0,1
Breezy Wise,Long Beach State,0.376,0.456,0.675,1.131,41,136,117,30,44,10,5,5,40,5,13,14,5,0
Brenn Ursin,Alcorn State,0.247,0.312,0.376,0.688,26,94,85,19,21,4,2,1,0,0,8,12,2,2
Brett Jackson,Austin Peay,0.204,0.278,0.272,0.55,38,115,103,6,21,2,1,1,12,2,9,22,0,0
Bri Bryant,Campbell,0.352,0.423,0.592,1.015,47,164,142,40,50,12,2,6,23,1,18,20,21,2
Bri Stubbs,North Carolina,0.306,0.313,0.327,0.64,37,101,98,13,30,2,0,0,7,0,1,19,5,2
Bri Vire,Tennessee State,0.265,0.333,0.311,0.644,44,153,132,8,35,4,1,0,10,1,13,9,4,0
Bri Walker,Central Connecticut,0.207,0.342,0.38,0.723,37,113,92,14,19,1,0,5,14,3,16,27,0,0
Briana Marcelino,Connecticut,0.32,0.392,0.539,0.931,42,150,128,28,41,7,0,7,26,5,12,16,18,0
Briana Martinez,New Mexico,0.186,0.297,0.284,0.581,43,120,102,8,19,5,1,1,10,3,13,39,5,0
Briana Perez,UCLA,0.353,0.419,0.7,1.119,54,195,170,52,60,10,5,13,41,2,18,33,13,1
Brianna Alston,Mississippi Valley,0.294,0.333,0.338,0.672,22,72,68,11,20,3,0,0,5,0,4,9,2,0
Brianna Castro,Buffalo,0.163,0.299,0.318,0.617,52,156,129,24,21,2,0,6,13,9,16,34,0,0
Brianna Clary,Stetson,0.327,0.352,0.356,0.708,34,110,104,14,34,1,1,0,3,0,4,14,12,2
Brianna Grays,Prairie View,0.391,0.436,0.391,0.827,27,85,69,14,27,0,0,0,12,0,7,11,19,5
Brianna Koonce,Rider,0.274,0.344,0.333,0.677,35,98,84,8,23,2,0,1,10,4,6,14,1,0
Brianna Pinto,Fordham,0.431,0.462,0.553,1.014,45,130,123,33,53,5,2,2,26,1,6,27,28,0
Bridget Nasir,Quinnipiac,0.187,0.308,0.22,0.528,36,112,91,11,17,0,0,1,8,2,14,18,6,0
