"Season","Series","City","Country","Year","Month","Day","Distance","Round","Group","Num_Skater","Name","Nationality","Rank_In_Group","Start_Position","Time","Qualification","rank_lap1","time_lap1","rank_lap2","time_lap2","rank_lap3","time_lap3","rank_lap4","time_lap4","rank_lap5","time_lap5","Time_Event"
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",4,105,"SIMMS Billy","GBR",2,2,41.725,"Q",2,7.04,2,8.95,2,8.5,3,8.59,2,8.645,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",3,105,"SIMMS Billy","GBR",3,3,42.415,"",3,7.21,2,9.06,2,8.63,3,8.71,3,8.82,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",7,110,"VARNYU Alex","HUN",3,4,43.324,"",5,7.56,5,9.12,5,8.82,3,8.79,3,9.05,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",9,110,"VARNYU Alex","HUN",4,3,43.446,"",4,7.39,5,9.45,5,8.85,4,8.78,4,9,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepQuarterfinals",2,110,"VARNYU Alex","HUN",4,4,42.698,"",4,7.46,4,8.98,4,8.58,4,8.74,4,8.95,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",1,110,"VARNYU Alex","HUN",3,4,43.036,"q",3,7.48,3,9.04,3,8.64,3,8.82,3,9.07,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",5,110,"VARNYU Alex","HUN",4,4,42.716,"",4,7.49,4,9.01,4,8.55,4,8.78,4,8.9,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",2,111,"Einar AGDESTEIN","NOR",4,3,43.301,"",2,7.36,3,9.31,4,8.83,4,8.86,4,8.96,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",4,111,"Einar AGDESTEIN","NOR",3,2,43.82,"",4,7.39,4,9.31,4,8.84,4,9.07,3,9.22,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",3,112,"PETRE Ward","BEL",2,3,42.753,"Q",1,6.99,1,9.16,2,8.79,2,8.85,2,8.98,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",5,112,"PETRE Ward","BEL",3,2,42.61,"q",1,6.94,2,9.19,2,8.72,3,8.81,3,8.98,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",10,112,"PETRE Ward","BEL",4,4,42.579,"",5,7.23,5,9.05,5,8.57,4,8.77,4,8.98,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepSemifinals",2,112,"PETRE Ward","BEL",5,4,42.659,"",4,7.35,4,8.95,4,8.58,5,8.79,5,9.01,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",4,112,"PETRE Ward","BEL",3,3,42.366,"q",3,7.19,4,9.01,4,8.6,4,8.75,4,8.83,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepSemifinals",1,112,"PETRE Ward","BEL",4,4,42.383,"",4,7.55,4,8.91,4,8.42,4,8.72,4,8.8,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",5,112,"PETRE Ward","BEL",5,2,41.974,"",2,7.11,3,9.03,5,8.69,5,8.56,5,8.6,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepQuarterfinals",3,112,"PETRE Ward","BEL",2,3,43.976,"Q",2,7.12,2,8.95,3,9.23,2,9.38,2,9.32,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",2,115,"TAHTACI Davut","TUR",5,1,,"",4,7.27,5,9.31,5,27.76,,,,,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",8,115,"TAHTACI Davut","TUR",4,1,43.559,"",3,7.37,3,9.28,4,8.84,4,8.83,4,9.23,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",1,115,"TAHTACI Davut","TUR",,3,,"DNS",,,,,,,,,,,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",11,115,"TAHTACI Davut","TUR",4,3,44.265,"",4,7.39,4,9.28,4,8.92,4,9.22,4,9.47,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",5,115,"TAHTACI Davut","TUR",2,4,42.831,"Q",4,7.37,4,9.05,3,8.54,2,8.74,2,9.12,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepQuarterfinals",3,115,"TAHTACI Davut","TUR",3,4,43.163,"",4,7.26,4,9.01,4,8.68,4,8.93,3,9.27,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",5,115,"TAHTACI Davut","TUR",3,5,44.31,"",5,7.61,3,9.22,3,8.9,3,9.13,3,9.46,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",7,116,"Keanu BLUNDEN","AUS",3,3,42.614,"",5,7.27,5,9.37,5,8.56,4,8.65,3,8.78,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepSemifinals",2,116,"Keanu BLUNDEN","AUS",4,4,42.218,"",4,7.33,4,8.89,4,8.49,4,8.63,4,8.89,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepSemifinals",2,116,"Keanu BLUNDEN","AUS",4,4,42.708,"",4,7.32,4,9.02,4,8.7,4,8.73,4,8.95,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",3,116,"Keanu BLUNDEN","AUS",3,3,42.539,"",4,7.26,3,9.12,3,8.69,3,8.69,3,8.79,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepQuarterfinals",4,116,"Keanu BLUNDEN","AUS",2,1,44.617,"Q",2,7.2,2,10.15,2,8.95,2,9.11,2,9.22,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",3,116,"Keanu BLUNDEN","AUS",3,2,42.264,"q",2,7.01,2,8.99,2,8.62,2,8.65,3,9.01,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepQuarterfinals",1,116,"Keanu BLUNDEN","AUS",2,1,42.529,"Q",2,7.31,2,9.15,2,8.48,2,8.67,2,8.94,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",1,116,"Keanu BLUNDEN","AUS",2,2,42.349,"Q",3,7.2,2,8.9,2,8.5,2,8.62,2,9.15,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",6,118,"DUFBERG SUH Fabrice","SWE",4,1,78.468,"",2,7,3,8.97,4,8.58,5,34.61,5,19.36,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",2,118,"DUFBERG SUH Fabrice","SWE",3,3,43.097,"",3,7.3,4,9.27,4,8.65,4,8.75,3,9.14,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",1,118,"DUFBERG SUH Fabrice","SWE",2,1,42.533,"Q",1,6.9,1,8.91,1,8.68,2,8.85,2,9.21,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",3,118,"DUFBERG SUH Fabrice","SWE",3,4,41.866,"q",3,7.09,3,8.83,3,8.5,3,8.63,3,8.83,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",2,118,"DUFBERG SUH Fabrice","SWE",4,2,43.102,"",1,6.91,1,9.08,4,9.25,4,8.85,4,9.03,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepSemifinals",2,118,"DUFBERG SUH Fabrice","SWE",3,4,41.949,"",3,7.15,3,8.94,3,8.48,3,8.62,3,8.77,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",11,120,"VANHOOREN Rino","BEL",4,5,44.17,"",3,7.28,4,9.6,4,9.01,4,9.14,4,9.14,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",8,120,"VANHOOREN Rino","BEL",4,3,43.156,"",4,7.21,4,9.26,4,8.76,4,8.86,4,9.09,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",2,120,"VANHOOREN Rino","BEL",4,4,43.138,"",4,7.47,5,9.4,5,8.64,5,8.68,4,8.94,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",1,120,"VANHOOREN Rino","BEL",5,4,57.671,"",5,7.69,5,19.52,5,10.79,5,9.85,5,9.84,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",1,121,"BEAUCHAMP Paul","FRA",4,2,42.77,"",2,7.35,3,9.25,4,8.77,4,8.64,4,8.77,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",3,121,"BEAUCHAMP Paul","FRA",3,2,41.998,"",2,7.04,2,8.86,3,8.45,3,8.78,3,8.89,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",3,121,"BEAUCHAMP Paul","FRA",4,5,42.101,"",4,7.45,4,9.02,4,8.45,4,8.49,4,8.7,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",1,121,"BEAUCHAMP Paul","FRA",4,3,41.887,"",4,7.29,4,8.95,4,8.4,4,8.58,4,8.68,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",3,121,"BEAUCHAMP Paul","FRA",4,5,42.482,"",4,7.31,4,9.06,4,8.55,4,8.67,4,8.91,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepQuarterfinals",4,121,"BEAUCHAMP Paul","FRA",2,4,42.061,"Q",4,7.46,4,8.97,4,8.38,3,8.44,2,8.84,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",1,121,"BEAUCHAMP Paul","FRA",1,1,42.642,"Q",1,7.03,1,9.17,1,8.62,1,8.83,1,9,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepSemifinals",1,121,"BEAUCHAMP Paul","FRA",2,1,42.012,"",1,6.99,1,8.97,2,8.54,2,8.71,2,8.82,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepQuarterfinals",4,121,"BEAUCHAMP Paul","FRA",2,1,42.104,"Q",1,7,1,9.04,1,8.47,1,8.65,2,8.944,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",2,121,"BEAUCHAMP Paul","FRA",1,2,42.747,"Q",2,7.18,2,9.14,2,8.66,2,8.76,1,9.02,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepSemifinals",1,121,"BEAUCHAMP Paul","FRA",3,4,41.722,"",4,7.34,4,9.05,4,8.28,4,8.34,3,8.71,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",6,121,"BEAUCHAMP Paul","FRA",1,1,42.523,"Q",1,6.96,1,9.13,1,8.63,1,8.8,1,9.01,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",3,121,"BEAUCHAMP Paul","FRA",2,2,42.861,"Q",3,7.34,3,8.97,3,8.56,2,8.69,3,9.32,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepSemifinals",1,121,"BEAUCHAMP Paul","FRA",3,2,41.798,"",3,7.13,3,8.82,3,8.42,3,8.69,3,8.76,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",4,121,"BEAUCHAMP Paul","FRA",2,2,41.321,"Q",3,7.04,3,8.83,2,8.43,2,8.44,2,8.6,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",4,121,"BEAUCHAMP Paul","FRA",2,3,41.668,"Q",3,7.14,3,8.82,2,8.43,2,8.58,2,8.71,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepQuarterfinals",4,121,"BEAUCHAMP Paul","FRA",1,3,42.35,"Q",1,6.87,1,8.96,1,8.68,1,8.85,1,9,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",7,121,"BEAUCHAMP Paul","FRA",3,4,41.861,"",3,7.19,3,8.84,3,8.51,3,8.65,3,8.68,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepQuarterfinals",4,121,"BEAUCHAMP Paul","FRA",4,3,78.81,"",4,7.3,4,29.97,4,17.85,4,12.68,4,11.03,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepSemifinals",2,121,"BEAUCHAMP Paul","FRA",2,3,42.205,"",2,7.04,2,8.94,2,8.58,2,8.69,2,8.97,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",6,121,"BEAUCHAMP Paul","FRA",5,1,75.445,"",2,7.06,5,15.27,5,26.64,5,14.21,5,12.29,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepQuarterfinals",3,122,"CLAGUE Jason","NZL",4,5,59.639,"",4,7.38,3,9.14,4,15.85,4,15.84,4,11.45,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",4,122,"CLAGUE Jason","NZL",4,4,43.227,"",4,7.19,4,9.05,4,8.86,4,8.86,4,9.28,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",6,122,"CLAGUE Jason","NZL",3,4,44.109,"ADV",3,7.36,3,9.16,4,9.35,4,9.05,4,9.21,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",9,122,"CLAGUE Jason","NZL",5,5,44.162,"",5,7.49,4,9.22,4,8.85,5,9.38,5,9.24,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",1,122,"CLAGUE Jason","NZL",5,4,43.162,"",4,7.23,4,9.07,5,8.98,5,8.89,5,8.99,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",8,124,"BRYANT Alex","AUS",3,1,42.656,"",2,7.1,3,9.25,3,8.73,3,8.68,3,8.92,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",2,124,"BRYANT Alex","AUS",5,3,,"",3,7.36,3,9.3,5,18.55,,,,,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",5,124,"BRYANT Alex","AUS",3,2,55.777,"",4,13.89,4,13.72,3,9.33,3,9.29,3,9.56,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",4,124,"BRYANT Alex","AUS",5,3,42.929,"",3,7.17,4,9.23,5,8.8,5,8.71,5,9.04,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",4,125,"ZASTRUGOV Daniel","BUL",5,2,,"",5,7.41,5,9.52,,,,,,,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",7,125,"ZASTRUGOV Daniel","BUL",5,5,46.227,"",5,8.19,5,9.71,5,9.18,5,9.37,5,9.78,2016.86073059361
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",2,126,"KIM Chol Gwang","PRK",5,5,43.638,"",5,7.61,5,9.3,5,8.74,5,8.85,5,9.16,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",3,126,"KIM Chol Gwang","PRK",4,3,43.837,"",4,7.32,4,9.4,4,8.83,4,9,4,9.31,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",9,126,"KIM Chol Gwang","PRK",4,3,43.216,"",2,7.06,2,9.07,3,8.8,3,9,4,9.31,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",7,126,"KIM Chol Gwang","PRK",5,1,68.808,"",3,7.28,3,9.2,3,8.85,5,26.9,5,16.62,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",7,132,"TSANKOV Tsvetan","BUL",4,1,43.535,"",4,7.29,4,9.27,4,8.82,4,9.01,4,9.15,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",3,132,"TSANKOV Tsvetan","BUL",4,4,42.791,"",4,7.27,4,9.08,4,8.91,4,8.72,4,8.81,2016.86073059361
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",1,134,"SIMSEK Tunay","TUR",4,5,44.526,"",5,7.64,4,9.26,4,8.95,4,9.2,4,9.5,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",1,134,"SIMSEK Tunay","TUR",4,5,44.163,"",5,7.66,5,9.36,5,8.88,5,8.91,4,9.37,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",6,134,"SIMSEK Tunay","TUR",3,2,43.915,"",3,7.13,3,9.31,3,8.86,3,9.2,3,9.43,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",3,134,"SIMSEK Tunay","TUR",5,4,44.396,"",5,7.7,5,9.47,5,8.89,5,9.02,5,9.33,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",10,134,"SIMSEK Tunay","TUR",5,5,71.409,"",5,7.5,5,9.35,5,8.88,5,26.29,5,19.38,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",4,134,"SIMSEK Tunay","TUR",3,2,44.457,"",4,7.43,4,9.46,3,8.98,3,9.19,3,9.42,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",2,134,"SIMSEK Tunay","TUR",5,1,66.656,"",5,7.47,5,9.33,5,8.83,5,20.55,5,20.51,2016.95776255708
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","RepHeats",6,134,"SIMSEK Tunay","TUR",,3,,"PEN",,,,,,,,,,,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",6,134,"SIMSEK Tunay","TUR",4,4,43.488,"",4,7.5,4,9.28,4,8.73,4,8.9,4,9.09,2016.93858447489
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",1,134,"SIMSEK Tunay","TUR",5,5,42.653,"",5,7.56,5,9.05,5,8.61,5,8.62,5,8.81,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",2,134,"SIMSEK Tunay","TUR",5,5,43.711,"",5,7.68,5,9.24,5,8.84,5,8.89,5,9.08,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",8,134,"SIMSEK Tunay","TUR",4,2,44.73,"",5,7.39,5,9.58,5,9.01,4,9.24,4,9.53,2016.93858447489
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","RepHeats",3,138,"CHU Sidney K","HKG",5,4,44.73,"",5,7.65,5,9.52,5,8.99,5,9.12,5,9.47,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",2,138,"CHU Sidney K","HKG",3,2,45.596,"",5,7.56,5,9.67,5,9.26,4,9.41,4,9.72,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",3,138,"CHU Sidney K","HKG",5,2,45.474,"",5,7.6,5,9.77,5,9.26,5,9.42,5,9.44,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",2,138,"CHU Sidney K","HKG",4,5,45.725,"",5,8.07,5,9.53,4,9.01,4,9.34,4,9.79,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",7,138,"CHU Sidney K","HKG",5,5,45.82,"",5,7.89,5,9.56,5,9.17,5,9.54,5,9.68,2016.84155251142
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","RepHeats",3,138,"CHU Sidney K","HKG",4,5,45.089,"",4,7.66,4,9.56,4,9.13,4,9.24,4,9.52,2016.95776255708
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",9,138,"CHU Sidney K","HKG",5,1,46.598,"",5,7.66,5,9.82,5,9.49,5,9.76,5,9.89,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(2)","Heats",5,138,"CHU Sidney K","HKG",3,5,45.836,"",5,7.87,5,9.64,5,9.32,5,9.38,3,9.64,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",6,141,"KHMELIVSKYI Artem","UKR",4,5,44.345,"",5,7.69,5,9.34,5,9.06,5,9.07,4,9.21,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",7,141,"KHMELIVSKYI Artem","UKR",5,3,44.385,"",5,7.58,5,9.34,5,8.95,5,9.16,5,9.39,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",6,142,"GOEMINNE Gert-Jan","BEL",3,1,42.813,"",1,7.08,1,9.17,3,8.84,3,8.84,3,8.9,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepQuarterfinals",1,142,"GOEMINNE Gert-Jan","BEL",1,2,41.675,"Q",1,6.91,1,8.94,1,8.47,1,8.62,1,8.73,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",7,142,"GOEMINNE Gert-Jan","BEL",3,3,41.594,"q",3,7.18,3,8.85,3,8.42,3,8.48,3,8.66,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",5,142,"GOEMINNE Gert-Jan","BEL",2,1,42.105,"",2,6.9,2,8.96,2,8.57,2,8.73,2,8.96,2016.84155251142
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",9,142,"GOEMINNE Gert-Jan","BEL",4,2,42.846,"",2,7.21,4,9.36,4,8.66,4,8.73,4,8.89,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepSemifinals",1,142,"GOEMINNE Gert-Jan","BEL",4,3,42.097,"",3,7.3,3,8.97,3,8.26,3,8.45,4,9.12,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepQuarterfinals",4,143,"JANSSON Jacob","SWE",3,3,42.126,"",3,7.26,3,9.03,3,8.41,2,8.54,3,8.91,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",1,143,"JANSSON Jacob","SWE",4,4,42.236,"",4,7.33,4,9,4,8.57,4,8.61,4,8.75,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","RepHeats",6,143,"JANSSON Jacob","SWE",1,2,42.534,"Q",2,7.32,2,9.08,1,8.53,1,8.74,1,8.87,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Quarterfinals",2,144,"AN Victor","RUS",2,2,40.978,"Q",1,6.87,2,8.82,2,8.3,2,8.38,2,8.63,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Heats",5,144,"AN Victor","RUS",1,2,41.632,"Q",1,6.94,1,8.64,1,8.41,1,8.68,1,8.98,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Semifinals",1,144,"AN Victor","RUS",2,3,40.851,"QA",4,7.11,2,8.77,2,8.22,2,8.25,2,8.501,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Quarterfinals",3,144,"AN Victor","RUS",1,2,40.847,"Q",2,7.07,2,8.77,1,8.11,1,8.4,2,8.51,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","Heats",2,144,"AN Victor","RUS",1,2,41.305,"Q",1,6.97,1,8.71,1,8.27,1,8.51,1,8.87,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","Semifinals",2,144,"AN Victor","RUS",1,1,41.477,"QA",1,7.05,1,9,1,8.32,1,8.44,1,8.68,2016.93858447489
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(1)","FinalA",1,144,"AN Victor","RUS",3,3,40.334,"",4,6.93,3,8.74,3,8.1,3,8.08,3,8.5,2016.84155251142
"2016/2017","World Cup","Shanghai","CHN",2016,12,9,"500m(1)","FinalA",1,144,"AN Victor","RUS",3,3,41.161,"",3,7.07,3,8.66,3,8.3,3,8.39,3,8.76,2016.93858447489
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Semifinals",1,144,"AN Victor","RUS",2,4,40.98,"QA",5,7.16,5,8.75,3,8.32,2,8.31,2,8.45,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Quarterfinals",4,144,"AN Victor","RUS",2,4,41.589,"Q",3,6.99,2,8.56,2,8.26,3,8.91,2,8.869,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","FinalA",1,144,"AN Victor","RUS",,4,,"PEN",3,7.47,3,9.01,3,8.13,3,8.32,3,8.96,2016.95776255708
"2016/2017","World Cup","Gangneung","KOR",2016,12,16,"500m","Heats",2,144,"AN Victor","RUS",2,4,41.843,"q",4,7.4,4,8.77,2,8.5,2,8.58,2,8.593,2016.95776255708
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","Heats",9,145,"CULLEN Luke","AUS",5,5,47.076,"",5,7.86,5,9.73,5,9.39,5,9.86,5,10.24,2016.86073059361
"2016/2017","World Cup","SaltLakeCity,UT","USA",2016,11,11,"500m","RepHeats",3,145,"CULLEN Luke","AUS",5,5,45.131,"",5,7.68,5,9.42,5,8.99,5,9.21,5,9.83,2016.86073059361
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","Heats",8,146,"FRANCIS Simon","AUS",5,4,43.416,"",4,7.37,4,9.19,5,8.77,5,8.85,5,9.25,2016.84155251142
"2016/2017","World Cup","Calgary","CAN",2016,11,4,"500m(2)","RepHeats",1,146,"FRANCIS Simon","AUS",5,4,44.848,"",4,7.39,4,9.32,4,8.96,4,9.11,5,10.08,2016.84155251142
