player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg
Klay Thompson,SG,31,GSW,32,32,941,12.7,29.7,0.429,5.9,15.3,0.385,6.8,14.4,0.477,2.4,2.6,0.902,0.8,5.7,6.5,4.6,0.8,0.9,2.2,2.8,33.8,107,110
Tristan Thompson,PF,30,TOT,57,6,897,7.6,14.4,0.528,0.1,0.2,0.333,7.6,14.3,0.53,3.3,6.3,0.526,6.5,9.1,15.6,1.8,1.2,1.1,2.4,5.3,18.6,112,114
Tristan Thompson,PF,30,SAC,30,3,455,8,16,0.503,0.1,0.1,1,7.9,15.9,0.5,3.4,6.3,0.533,7.6,9.4,17,1.9,1.2,1.3,3.1,5.5,19.6,108,114
Tristan Thompson,PF,30,IND,4,0,66,9.6,17.8,0.542,0,0,NA,9.6,17.8,0.542,2.2,5.9,0.375,5.2,8.2,13.4,1.5,0,1.5,3,5.2,21.5,103,118
Tristan Thompson,PF,30,CHI,23,3,376,6.8,11.9,0.565,0,0.3,0,6.8,11.7,0.578,3.4,6.2,0.542,5.3,8.8,14.2,1.8,1.6,0.9,1.6,5.1,16.9,121,112
JT Thor,PF,19,CHO,33,0,262,4.4,10.1,0.436,1.3,4.9,0.259,3.1,5.1,0.607,2.2,3.7,0.6,2,5.9,7.9,3.5,1.5,2,1.8,4.8,12.3,108,114
Matisse Thybulle,SG,24,PHI,66,50,1685,4.4,8.9,0.5,1.3,4.3,0.313,3.1,4.6,0.673,1,1.3,0.791,1.2,3.2,4.5,2.2,3.4,2.1,1.2,4.7,11.2,116,108
Killian Tillie,C,23,MEM,36,3,461,4.5,13.2,0.339,2.8,8.9,0.314,1.7,4.3,0.39,0.5,0.8,0.625,2.2,4,6.2,2.3,2.4,1.6,1.3,6,12.2,101,109
Xavier Tillman Sr.,PF,23,MEM,53,2,701,6.7,14.7,0.454,0.7,3.3,0.204,6,11.4,0.527,3.1,4.8,0.648,4.5,6.5,11,4.2,3.3,1,2.3,4.3,17.2,112,107
Isaiah Todd,PF,20,WAS,12,0,74,4.7,17.4,0.269,2.7,10.7,0.25,2,6.7,0.3,1.3,4,0.333,2,6,8,2.7,2.7,1.3,2.7,2.7,13.4,74,112
Obi Toppin,PF,23,NYK,72,10,1230,10.2,19.2,0.531,2.1,6.9,0.308,8.1,12.4,0.655,3.8,5,0.758,2.8,8.1,10.9,3.1,1,1.3,2.3,4.1,26.4,120,111
Juan Toscano-Anderson,SF,28,GSW,73,6,994,5.6,11.5,0.489,1.4,4.3,0.322,4.3,7.3,0.588,2,3.4,0.571,1.4,7.3,8.6,6.2,2.4,0.8,3.3,5.6,14.6,106,106
Karl-Anthony Towns,C,26,MIN,74,74,2476,12.3,23.3,0.529,2.9,7,0.41,9.5,16.3,0.58,7.4,9,0.822,3.7,10.2,14,5.2,1.4,1.6,4.3,5.1,34.9,121,110
Gary Trent Jr.,SG,23,TOR,70,69,2448,9.2,22.2,0.414,4.3,11.1,0.383,4.9,11,0.445,3.6,4.2,0.853,0.5,3.4,3.9,2.9,2.5,0.4,1.5,2.9,26.2,114,112
P.J. Tucker,PF,36,MIA,71,70,1981,5.2,10.8,0.484,2,4.9,0.415,3.2,5.9,0.54,1.1,1.5,0.738,2.5,7.2,9.8,3.8,1.5,0.4,1.7,4.1,13.6,120,110
Rayjon Tucker,SG,24,TOT,5,0,71,4.1,6.1,0.667,2.7,3.4,0.8,1.4,2.7,0.5,3.4,4.8,0.714,2,3.4,5.5,6.8,2.7,0,0.7,3.4,14.3,178,112
Rayjon Tucker,SG,24,DEN,3,0,29,1.7,3.4,0.5,1.7,3.4,0.5,0,0,NA,5.1,6.8,0.75,1.7,5.1,6.8,6.8,1.7,0,0,5.1,10.2,187,114
Rayjon Tucker,SG,24,MIL,2,0,42,5.7,8,0.714,3.4,3.4,1,2.3,4.6,0.5,2.3,3.4,0.667,2.3,2.3,4.6,6.9,3.4,0,1.1,2.3,17.2,173,111
Myles Turner,C,25,IND,42,42,1235,7.9,15.6,0.509,2.4,7.3,0.333,5.5,8.3,0.662,3.1,4.2,0.752,2.6,9.2,11.8,1.7,1.1,4.7,2.1,4.7,21.4,117,111
Jonas Valančiūnas,C,29,NOP,74,74,2240,11.2,20.7,0.544,1.3,3.5,0.361,10,17.2,0.581,5.2,6.4,0.82,5,13.6,18.6,4.2,0.9,1.3,3.9,5.4,29,118,111
Denzel Valentine,SG,28,TOT,24,0,222,5.6,14.8,0.379,4.3,10.6,0.404,1.3,4.3,0.316,0,0,NA,2,7.4,9.4,2.5,1.8,0,2.7,4.5,15.5,98,110
Denzel Valentine,SG,28,CLE,22,0,204,5.6,15.2,0.371,4.4,10.8,0.409,1.2,4.4,0.278,0,0,NA,2.2,7.1,9.3,2.7,1.7,0,2.4,4.2,15.7,100,110
Denzel Valentine,SG,28,UTA,2,0,18,5.5,11,0.5,2.7,8.2,0.333,2.7,2.7,1,0,0,NA,0,11,11,0,2.7,0,5.5,8.2,13.7,75,107
Jarred Vanderbilt,PF,22,MIN,74,67,1880,5.4,9.1,0.587,0.1,0.4,0.143,5.3,8.8,0.605,2.2,3.3,0.656,5.4,10.3,15.8,2.4,2.5,1.2,1.8,4.6,13,127,108
Fred VanVleet,PG,27,TOR,65,65,2462,9,22.3,0.403,4.9,13,0.377,4.1,9.2,0.44,3.9,4.5,0.874,0.9,5,5.9,8.8,2.3,0.7,3.5,3.3,26.8,115,111
Devin Vassell,SF,21,SAS,71,32,1937,8.1,18.9,0.427,3.4,9.4,0.361,4.7,9.5,0.492,2.1,2.5,0.838,1.1,6.5,7.6,3.4,1.9,1,1.4,3.5,21.6,109,112
Gabe Vincent,PG,25,MIA,68,27,1589,6.7,16.2,0.417,3.7,10.2,0.368,3,6,0.5,1.4,1.7,0.815,0.7,3.3,4,6.6,2,0.4,3.1,5,18.6,107,111
Nikola Vučević,C,31,CHI,73,73,2418,11,23.3,0.473,2.1,6.7,0.314,8.9,16.6,0.537,1.9,2.4,0.76,2.9,13.4,16.2,4.8,1.4,1.4,2.7,3.7,26,107,110
Dean Wade,PF,25,CLE,51,28,980,5,11.1,0.456,2.6,7.2,0.359,2.4,3.8,0.64,1,1.5,0.667,1.6,6.1,7.6,2.6,1.5,0.4,0.8,4.5,13.7,122,111
Franz Wagner,SF,20,ORL,79,79,2429,9.1,19.4,0.468,1.9,5.4,0.354,7.2,14,0.511,3.8,4.4,0.863,1.7,5.4,7.1,4.6,1.4,0.7,2.4,3.3,23.8,110,114
Moritz Wagner,C,24,ORL,63,3,960,9.9,20,0.497,3.3,10.1,0.328,6.6,9.8,0.672,5.2,6.5,0.806,2.1,9.6,11.7,4.4,1,0.7,2.8,6.2,28.4,118,112
Ish Wainright,PF,27,PHO,45,0,359,5.5,13.9,0.394,2.5,7.9,0.322,2.9,6,0.489,0.9,1.6,0.583,3.6,3.6,7.2,2,2.7,0.8,1.7,6.6,14.5,104,107
Kemba Walker,PG,31,NYK,37,37,948,7.9,19.5,0.403,3.9,10.5,0.367,4,9,0.444,3.2,3.7,0.845,0.7,5.1,5.9,6.9,1.4,0.4,2.5,2,22.7,112,113
Lonnie Walker IV,SG,23,SAS,70,6,1612,9.3,22.7,0.407,3.3,10.5,0.314,6,12.2,0.487,3.5,4.4,0.784,0.5,4.9,5.4,4.5,1.3,0.6,2.1,2.9,25.3,103,115
M.J. Walker,SG,23,PHO,2,0,8,0,24.1,0,0,12,0,0,12,0,0,0,NA,0,6,6,6,12,0,0,6,0,18,86
Tyrone Wallace,SG,27,NOP,6,0,75,4.6,13.2,0.35,1.3,5.3,0.25,3.3,7.9,0.417,0.7,3.3,0.2,0,5.3,5.3,0.7,2,0.7,1.3,4.6,11.2,75,114
Derrick Walton,PG,26,DET,3,3,108,2.7,11.7,0.231,1.4,5.9,0.231,1.4,5.9,0.231,1.8,1.8,1,0.9,3.6,4.5,9.5,3.2,1.8,5,3.6,8.6,77,111
Brad Wanamaker,PG,32,TOT,23,2,320,4.3,11.8,0.364,0.6,2.6,0.235,3.7,9.2,0.4,3.5,3.8,0.92,0.9,5.1,6,8.4,1.1,0.9,3.5,6.9,12.7,100,118
Brad Wanamaker,PG,32,IND,22,1,293,4.3,12,0.361,0.7,2.8,0.235,3.7,9.2,0.4,3.3,3.7,0.909,1,4.8,5.9,8,0.8,1,3.8,7,12.7,97,119
Brad Wanamaker,PG,32,WAS,1,1,27,3.7,9.2,0.4,0,0,NA,3.7,9.2,0.4,5.5,5.5,1,0,7.3,7.3,12.8,3.7,0,0,5.5,12.8,148,110
Duane Washington Jr.,PG,21,IND,48,7,968,8.8,21.6,0.405,4.1,10.9,0.377,4.7,10.7,0.434,2.3,3.1,0.754,0.2,4,4.2,4.3,1.3,0.2,2.9,3.3,23.9,101,119
P.J. Washington,C,23,CHO,65,28,1768,6.8,14.4,0.47,3,8.2,0.365,3.8,6.3,0.606,1.6,2.2,0.716,2.2,6.9,9.1,4,1.5,1.7,2.2,4.1,18.1,114,113
Yuta Watanabe,SF,27,TOR,38,4,445,6.3,15.5,0.406,3,8.9,0.342,3.3,6.6,0.492,2.7,4.5,0.6,2,8.3,10.3,2.4,1.2,1.8,2.1,4.3,18.3,106,110
Lindy Waters III,SG,24,OKC,25,1,465,7.4,18.3,0.406,5.6,15.3,0.363,1.9,3,0.621,0.4,0.5,0.8,0.6,7,7.6,2.5,2,0.8,1.2,3.2,20.8,110,112
Tremont Waters,PG,24,TOT,3,0,50,4,14,0.286,2,9,0.222,2,5,0.4,0,0,NA,0,4,4,7,5,0,4,4,10,76,107
Tremont Waters,PG,24,TOR,2,0,42,3.6,14.3,0.25,2.4,10.7,0.222,1.2,3.6,0.333,0,0,NA,0,4.8,4.8,8.3,4.8,0,4.8,2.4,9.5,74,107
Tremont Waters,PG,24,WAS,1,0,8,6.2,12.4,0.5,0,0,NA,6.2,12.4,0.5,0,0,NA,0,0,0,0,6.2,0,0,12.4,12.4,99,109
Trendon Watford,SF,21,POR,48,10,869,8,15,0.532,0.5,2.1,0.237,7.5,12.9,0.581,4,5.3,0.755,3.2,8,11.2,4.6,1.4,1.6,2.5,6.5,20.5,118,116
Paul Watson,SF,27,OKC,9,3,156,3.7,10.9,0.343,1.9,8.1,0.231,1.9,2.8,0.667,0.3,0.6,0.5,0.9,7.5,8.4,2.5,0.9,0.9,1.2,3.1,9.7,91,114
Quinndary Weatherspoon,SG,25,GSW,11,0,73,8,14,0.571,0.7,3.3,0.2,7.3,10.7,0.688,3.3,3.3,1,1.3,8,9.4,3.3,0.7,0.7,2,10,20,123,109
Russell Westbrook,PG,33,LAL,78,78,2678,9.8,22.1,0.444,1.4,4.7,0.298,8.4,17.3,0.485,4.8,7.1,0.667,2,8.4,10.4,9.8,1.3,0.4,5.3,4.2,25.8,102,114
Coby White,PG,21,CHI,61,17,1675,8.1,18.8,0.433,4,10.3,0.385,4.2,8.5,0.491,2.3,2.7,0.857,0.5,4.8,5.3,5.1,0.8,0.3,2,4,22.5,111,117
Derrick White,SG,27,TOT,75,52,2199,7.4,17.7,0.421,2.5,8.1,0.312,4.9,9.5,0.515,4.5,5.2,0.864,0.8,4.9,5.8,8.1,1.4,1.3,2.6,3.8,21.9,114,112
Derrick White,SG,27,SAS,49,48,1486,7.8,18.4,0.426,2.6,8.3,0.314,5.2,10.1,0.519,4.5,5.2,0.869,0.8,4.8,5.6,8.8,1.6,1.4,2.8,3.7,22.8,114,113
Derrick White,SG,27,BOS,26,4,713,6.6,16,0.409,2.4,7.7,0.306,4.2,8.3,0.504,4.5,5.2,0.853,0.9,5.2,6.1,6.4,1,1.1,2.2,3.9,19.9,114,109
Hassan Whiteside,C,32,UTA,65,8,1162,9.1,14,0.652,0,0,NA,9.1,14,0.652,4.4,7.1,0.623,7.1,14,21,1.1,0.9,4.4,2.3,7.6,22.7,132,104
Joe Wieskamp,SG,22,SAS,29,0,205,4.7,13.1,0.357,3.3,10.1,0.326,1.4,3,0.462,1.6,3,0.538,0.9,2.3,3.3,2.1,0.9,0.7,0.5,3.3,14.3,107,117
Aaron Wiggins,SG,23,OKC,50,35,1209,6.3,13.6,0.463,1.7,5.6,0.304,4.6,8,0.573,2.5,3.4,0.729,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107,116
Andrew Wiggins,SF,26,GSW,73,73,2329,9.9,21.3,0.466,3.3,8.4,0.393,6.7,13,0.513,3.1,4.9,0.634,1.8,5,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109
Lindell Wigginton,PG,23,MIL,19,0,199,6.3,14.7,0.426,2.2,6.3,0.346,4.1,8.4,0.486,4.6,8.4,0.543,0.7,5.3,6,5.6,1.2,0.2,2.9,4.1,19.3,105,114
Brandon Williams,PG,22,POR,24,16,640,8,21.5,0.372,2.4,8.1,0.292,5.6,13.4,0.42,5.2,7.4,0.701,1.5,4.2,5.6,7.2,1.8,0.8,4.4,4,23.6,96,118
Grant Williams,PF,23,BOS,77,21,1875,5.4,11.4,0.475,2.8,6.8,0.411,2.6,4.6,0.569,2.3,2.5,0.905,1.7,5.6,7.3,2.1,1,1.5,1.6,4.9,16,122,109
Kenrich Williams,SF,27,OKC,49,0,1072,6.6,14.4,0.461,1.9,5.5,0.339,4.8,8.9,0.536,1.4,2.5,0.545,3.4,6.6,10,4.9,2,0.5,2.1,3.7,16.5,111,113
Lou Williams,PG,35,ATL,56,0,799,7.7,19.7,0.391,2.3,6.3,0.363,5.4,13.4,0.404,4.1,4.8,0.859,1,4.4,5.4,6.5,1.7,0.2,2.6,3,21.8,105,117
Patrick Williams,PF,20,CHI,17,9,422,6.2,11.8,0.529,1.7,3.4,0.517,4.5,8.4,0.534,3.5,4.7,0.732,2,6,8,1.7,1,1,1.9,3.2,17.7,120,115
Robert Williams,C,24,BOS,61,61,1804,7.5,10.1,0.736,0,0,0,7.5,10.1,0.738,1.8,2.5,0.722,6.6,9.6,16.2,3.3,1.5,3.7,1.7,3.8,16.7,148,102
Ziaire Williams,SF,20,MEM,62,31,1346,6.8,15.1,0.45,2.7,8.6,0.314,4.1,6.5,0.632,1.5,2,0.782,0.9,3.7,4.6,2.3,1.2,0.4,1.5,4,17.8,113,114
D.J. Wilson,PF,25,TOR,4,1,54,10.2,13.9,0.733,0,1.9,0,10.2,12,0.846,7.4,9.3,0.8,0.9,13.9,14.8,4.6,4.6,0.9,1.9,5.6,27.8,149,100
Dylan Windler,SF,25,CLE,50,0,459,4,10.7,0.378,2.3,7.6,0.3,1.7,3,0.571,1.6,2,0.833,2.3,7.4,9.7,3.7,1.5,0.3,1.7,5.1,12,110,110
Justise Winslow,PF,25,TOT,48,11,774,7,16.2,0.428,0.9,4.2,0.227,6,12.1,0.497,2.5,4.2,0.591,3.2,9.6,12.8,5.3,2.2,1.6,3.1,4.2,17.3,100,109
Justise Winslow,PF,25,LAC,37,1,479,6.4,14.4,0.447,0.5,3,0.172,5.9,11.5,0.518,2.6,4.2,0.61,3.1,10.5,13.6,5.3,2.1,1.8,3.8,4.7,16,97,106
Justise Winslow,PF,25,POR,11,10,295,7.8,19.2,0.405,1.7,6.1,0.27,6.1,13.1,0.468,2.3,4.1,0.56,3.3,8.1,11.4,5.3,2.3,1.2,2,3.5,19.5,103,114
Cassius Winston,PG,23,WAS,7,0,39,5.1,14,0.364,2.5,7.6,0.333,2.5,6.3,0.4,5.1,5.1,1,0,1.3,1.3,8.9,0,0,3.8,11.4,17.8,107,122
Christian Wood,C,26,HOU,68,67,2094,10,20,0.501,3,7.6,0.39,7,12.3,0.57,4.7,7.5,0.623,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114,113
Robert Woodard II,SF,22,SAC,12,0,42,2.3,18.3,0.125,1.1,4.6,0.25,1.1,13.7,0.083,2.3,2.3,1,5.7,6.9,12.6,3.4,1.1,1.1,1.1,3.4,8,70,116
Delon Wright,SG,29,ATL,77,8,1452,4.1,9.1,0.454,1.5,3.9,0.379,2.6,5.2,0.51,1.8,2.1,0.857,1.7,5.8,7.4,6.4,3.1,0.6,1.5,1.9,11.6,126,112
McKinley Wright IV,PG,23,MIN,5,0,19,5,7.5,0.667,2.5,5,0.5,2.5,2.5,1,0,0,NA,0,0,0,7.5,0,0,2.5,2.5,12.5,138,121
Moses Wright,PF,23,TOT,4,0,14,3.6,14.4,0.25,0,3.6,0,3.6,10.8,0.333,10.8,10.8,1,3.6,7.2,10.8,7.2,0,3.6,0,0,17.9,126,109
Moses Wright,PF,23,LAC,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,49,0,0,0,0,0,232,120
Moses Wright,PF,23,DAL,3,0,13,3.9,15.5,0.25,0,3.9,0,3.9,11.6,0.333,11.6,11.6,1,3.9,7.7,11.6,3.9,0,3.9,0,0,19.4,120,109
Gabe York,SG,28,IND,2,0,21,4.7,16.3,0.286,2.3,14,0.167,2.3,2.3,1,7,11.7,0.6,0,4.7,4.7,9.3,4.7,2.3,2.3,9.3,18.7,101,108
Thaddeus Young,PF,33,TOT,52,1,845,8.2,15.8,0.518,1,2.8,0.354,7.2,13,0.554,1.3,2.8,0.469,4.6,7.4,12.1,6,3.1,1,3,4.7,18.7,113,108
Thaddeus Young,PF,33,SAS,26,1,370,9.6,16.6,0.578,0,0.6,0,9.6,16,0.602,1.3,2.9,0.455,5.2,6.9,12.1,7.7,3,0.9,3.9,4.9,20.5,113,109
Thaddeus Young,PF,33,TOR,26,0,475,7.1,15.2,0.465,1.8,4.5,0.395,5.3,10.6,0.495,1.4,2.8,0.481,4.2,7.9,12.1,4.7,3.3,1.2,2.3,4.5,17.3,113,106
Trae Young,PG,23,ATL,76,76,2652,13.2,28.6,0.46,4.3,11.3,0.382,8.9,17.3,0.512,9.3,10.2,0.904,0.9,4.3,5.3,13.7,1.3,0.1,5.6,2.4,39.9,119,118
Omer Yurtseven,C,23,MIA,56,12,706,9.2,17.5,0.526,0.1,0.8,0.091,9.1,16.7,0.547,2.7,4.3,0.623,6,14.8,20.8,3.5,1.2,1.4,2.9,6,21.2,112,104
Cody Zeller,C,29,POR,27,0,355,7,12.4,0.567,0,0.6,0,7,11.8,0.593,5.2,6.7,0.776,6.9,10.3,17.2,3,1.1,0.8,2.6,7.7,19.3,127,116
Ivica Zubac,C,24,LAC,76,76,1852,8.2,13.1,0.626,0,0,NA,8.2,13.1,0.626,4.4,6,0.727,5.7,11.3,17,3.2,1,2,3,5.4,20.8,126,107
