player,level,gender,division,team_name,Turns,Ds,Assists,Points,plus_minus,team_games,turns_per_game,ds_per_game,ast_per_game,pts_per_game,pls_mns_per_game
Jake Worthington,Division 1,Men,Division 1 Men,Texas TUFF,1,2,2,2,5,5,0.2,0.4,0.4,0.4,1
Jade Remacle,Division 3,Women,Division 3 Women,Davenport Panthers,2,0,1,6,5,5,0.4,0,0.2,1.2,1
Jacques Paradis,Division 3,Men,Division 3 Men,Claremont Braineaters,4,3,1,5,5,6,0.666666667,0.5,0.166666667,0.833333333,0.833333333
Jackson Heglie,Division 1,Men,Division 1 Men,Oregon EGO,1,0,0,6,5,6,0.166666667,0,0,1,0.833333333
Jack Dinsmore,Division 1,Men,Division 1 Men,Cal Ursa Major,0,4,0,1,5,5,0,0.8,0,0.2,1
Isabel Myers-Miller,Division 1,Women,Division 1 Women,North Carolina Pleiades,5,7,1,2,5,7,0.714285714,1,0.142857143,0.285714286,0.714285714
Iris Guo,Division 3,Women,Division 3 Women,Macalester Purse Snatchers,1,3,0,3,5,6,0.166666667,0.5,0,0.5,0.833333333
Hazel DeHarpporte,Division 3,Women,Division 3 Women,Carleton Eclipse,7,6,1,5,5,6,1.166666667,1,0.166666667,0.833333333,0.833333333
Georgia Walker-Keleher,Division 1,Women,Division 1 Women,Stanford Superfly,1,1,1,4,5,7,0.142857143,0.142857143,0.142857143,0.571428571,0.714285714
Gavyn Jensen-Schneider,Division 3,Men,Division 3 Men,Carleton CHOP,2,4,0,3,5,6,0.333333333,0.666666667,0,0.5,0.833333333
Frances Magnuson,Division 3,Women,Division 3 Women,Portland UPRoar,4,3,1,5,5,6,0.666666667,0.5,0.166666667,0.833333333,0.833333333
Ethan Pigeon,Division 1,Men,Division 1 Men,Penn State Spank,6,3,4,4,5,5,1.2,0.6,0.8,0.8,1
Emily Cook,Division 1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5,5,0,5,5,5,1,1,0,1,1
Elijah Axt,Division 3,Men,Division 3 Men,Claremont Braineaters,13,5,3,10,5,6,2.166666667,0.833333333,0.5,1.666666667,0.833333333
Dominic Kenyon,Division 1,Men,Division 1 Men,Alabama-Huntsville Nightmares,3,1,1,6,5,5,0.6,0.2,0.2,1.2,1
Cullen Baker,Division 1,Men,Division 1 Men,Carleton CUT,6,2,3,6,5,5,1.2,0.4,0.6,1.2,1
Conor Babcock O'Neill,Division 1,Men,Division 1 Men,Carleton CUT,3,0,1,7,5,5,0.6,0,0.2,1.4,1
Christopher Kiepert,Division 1,Men,Division 1 Men,Vermont Chill,14,4,9,6,5,5,2.8,0.8,1.8,1.2,1
Chase Drinkwater,Division 1,Men,Division 1 Men,Vermont Chill,3,2,2,4,5,5,0.6,0.4,0.4,0.8,1
Chander Boyd-Fliegel,Division 1,Men,Division 1 Men,Oregon EGO,10,1,11,3,5,6,1.666666667,0.166666667,1.833333333,0.5,0.833333333
Catherine Fradenburg,Division 1,Women,Division 1 Women,North Carolina Pleiades,2,3,0,4,5,7,0.285714286,0.428571429,0,0.571428571,0.714285714
Carter Schafer,Division 3,Men,Division 3 Men,St Olaf Berzerkers,0,3,1,1,5,6,0,0.5,0.166666667,0.166666667,0.833333333
Cameron Lowe,Division 3,Men,Division 3 Men,Rochester Piggies,23,5,15,8,5,6,3.833333333,0.833333333,2.5,1.333333333,0.833333333
Bix Weissberg,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,4,3,4,2,5,6,0.666666667,0.5,0.666666667,0.333333333,0.833333333
Aria Kischner,Division 1,Women,Division 1 Women,Carleton Syzygy,6,3,1,7,5,6,1,0.5,0.166666667,1.166666667,0.833333333
Annika Wolberg,Division 3,Women,Division 3 Women,Wellesley Whiptails,20,11,7,7,5,6,3.333333333,1.833333333,1.166666667,1.166666667,0.833333333
Amanda Roberts,Division 3,Women,Division 3 Women,Wellesley Whiptails,7,7,1,4,5,6,1.166666667,1.166666667,0.166666667,0.666666667,0.833333333
Alison Brzostowicz,Division 1,Women,Division 1 Women,Colorado Quandary,9,6,1,7,5,7,1.285714286,0.857142857,0.142857143,1,0.714285714
alex santai,Division 3,Men,Division 3 Men,Oklahoma Christian Eagles,5,0,7,3,5,5,1,0,1.4,0.6,1
Akos Konkoly,Division 1,Men,Division 1 Men,Minnesota Grey Duck,0,1,2,2,5,5,0,0.2,0.4,0.4,1
Adam McNichols,Division 1,Men,Division 1 Men,Oregon EGO,3,1,2,5,5,6,0.5,0.166666667,0.333333333,0.833333333,0.833333333
Aaron Bedi,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,1,5,1,0,5,6,0.166666667,0.833333333,0.166666667,0,0.833333333
William Ahlstrom,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,6,4,0,6,4,6,1,0.666666667,0,1,0.666666667
Vincent Sullivan,Division 3,Men,Division 3 Men,Middlebury Pranksters,0,0,0,4,4,5,0,0,0,0.8,0.8
Tyler Shelton,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,4,2,2,4,4,6,0.666666667,0.333333333,0.333333333,0.666666667,0.666666667
Spencer Whitcomb,Division 1,Men,Division 1 Men,Penn State Spank,2,2,3,1,4,5,0.4,0.4,0.6,0.2,0.8
Silas Camp,Division 3,Men,Division 3 Men,Berry Bucks,0,2,1,1,4,6,0,0.333333333,0.166666667,0.166666667,0.666666667
Sebastian Heredia,Division 3,Men,Division 3 Men,Claremont Braineaters,0,0,1,3,4,6,0,0,0.166666667,0.5,0.666666667
Sasha Monks,Division 3,Women,Division 3 Women,Carleton Eclipse,6,3,5,2,4,6,1,0.5,0.833333333,0.333333333,0.666666667
Sarah Rifkin,Division 3,Women,Division 3 Women,Middlebury Pranksters,16,4,11,5,4,5,3.2,0.8,2.2,1,0.8
Sarah Malone,Division 3,Women,Division 3 Women,Colorado College Zenith,1,0,0,5,4,6,0.166666667,0,0,0.833333333,0.666666667
Sara Garcia,Division 3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,15,4,6,9,4,6,2.5,0.666666667,1,1.5,0.666666667
Ryan Bliss,Division 1,Men,Division 1 Men,Vermont Chill,6,0,7,3,4,5,1.2,0,1.4,0.6,0.8
Robert McAllister,Division 1,Men,Division 1 Men,NC State Alpha,1,1,2,2,4,6,0.166666667,0.166666667,0.333333333,0.333333333,0.666666667
Riley Raker,Division 1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,3,1,4,2,4,5,0.6,0.2,0.8,0.4,0.8
Rachel Prager,Division 1,Women,Division 1 Women,Colorado State Helle's Belles,1,2,1,2,4,5,0.2,0.4,0.2,0.4,0.8
Rachel Poppleton,Division 3,Women,Division 3 Women,Carleton Eclipse,3,4,2,1,4,6,0.5,0.666666667,0.333333333,0.166666667,0.666666667
Nora Ito,Division 3,Women,Division 3 Women,Colorado College Zenith,1,0,4,1,4,6,0.166666667,0,0.666666667,0.166666667,0.666666667
Nobi (Masao) Lorenz,Division 1,Men,Division 1 Men,Carleton CUT,3,0,2,5,4,5,0.6,0,0.4,1,0.8
Nadav Melamede,Division 3,Men,Division 3 Men,Middlebury Pranksters,3,0,3,4,4,5,0.6,0,0.6,0.8,0.8
Monica O'Brien Saez,Division 1,Women,Division 1 Women,California - Santa Cruz Sol,6,3,2,5,4,5,1.2,0.6,0.4,1,0.8
Mitchell Gibson,Division 1,Men,Division 1 Men,Cal Ursa Major,0,2,0,2,4,5,0,0.4,0,0.4,0.8
Maxime Ayad,Division 1,Men,Division 1 Men,Ottawa Gee-Gees,7,3,4,4,4,5,1.4,0.6,0.8,0.8,0.8
Matt Fliegel,Division 3,Men,Division 3 Men,Richmond Spidermonkeys,1,0,1,4,4,6,0.166666667,0,0.166666667,0.666666667,0.666666667
Mars Bau,Division 1,Women,Division 1 Women,California - San Diego D-Co,0,1,0,3,4,5,0,0.2,0,0.6,0.8
Maria Muller,Division 1,Women,Division 1 Women,Vermont Ruckus,0,1,0,3,4,6,0,0.166666667,0,0.5,0.666666667
Mandy Li,Division 1,Women,Division 1 Women,British Columbia Thunderbirds,3,2,1,4,4,6,0.5,0.333333333,0.166666667,0.666666667,0.666666667
Madeline Wychocki,Division 3,Women,Division 3 Women,Mount Holyoke Daisy Chain,1,1,2,2,4,6,0.166666667,0.166666667,0.333333333,0.333333333,0.666666667
Leo Narbonne,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,0,1,0,3,4,5,0,0.2,0,0.6,0.8
Leah Silverman,Division 1,Women,Division 1 Women,Vermont Ruckus,8,3,4,5,4,6,1.333333333,0.5,0.666666667,0.833333333,0.666666667
Kristof Rohaly-Medved,Division 1,Men,Division 1 Men,Vermont Chill,4,1,0,7,4,5,0.8,0.2,0,1.4,0.8
Kiera Schreiber,Division 1,Women,Division 1 Women,Colorado State Helle's Belles,3,0,0,7,4,5,0.6,0,0,1.4,0.8
Kenneth Stanley,Division 3,Men,Division 3 Men,Missouri S&T Miner Threat,1,4,0,1,4,6,0.166666667,0.666666667,0,0.166666667,0.666666667
Julia Smith,Division 3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,7,4,4,3,4,6,1.166666667,0.666666667,0.666666667,0.5,0.666666667
Joe Hess,Division 1,Men,Division 1 Men,Washington University Contra,0,1,0,3,4,5,0,0.2,0,0.6,0.8
Jamie Jung,Division 1,Women,Division 1 Women,British Columbia Thunderbirds,6,5,1,4,4,6,1,0.833333333,0.166666667,0.666666667,0.666666667
Jackson Knox (Oregon),Division 1,Men,Division 1 Men,Oregon EGO,1,1,1,3,4,6,0.166666667,0.166666667,0.166666667,0.5,0.666666667
Jack Schmader,Division 1,Men,Division 1 Men,Michigan Magnum,1,2,1,2,4,5,0.2,0.4,0.2,0.4,0.8
Hiatt von Alten,Division 1,Men,Division 1 Men,NC State Alpha,0,0,1,3,4,6,0,0,0.166666667,0.5,0.666666667
Henry Chen,Division 1,Men,Division 1 Men,North Carolina Darkside,0,3,1,0,4,6,0,0.5,0.166666667,0,0.666666667
Gus Serff-Roberts,Division 1,Men,Division 1 Men,Oregon State Beavers,1,1,4,0,4,5,0.2,0.2,0.8,0,0.8
Gavin Babbitt,Division 1,Men,Division 1 Men,Texas TUFF,1,1,3,1,4,5,0.2,0.2,0.6,0.2,0.8
Galen Moll,Division 1,Men,Division 1 Men,Oregon State Beavers,3,2,0,5,4,5,0.6,0.4,0,1,0.8
Ezra Tock,Division 3,Men,Division 3 Men,Rochester Piggies,1,2,1,2,4,6,0.166666667,0.333333333,0.166666667,0.333333333,0.666666667
Ethan Greeley,Division 3,Men,Division 3 Men,Richmond Spidermonkeys,3,2,2,3,4,6,0.5,0.333333333,0.333333333,0.5,0.666666667
Emma Wennberg,Division 1,Women,Division 1 Women,Pennsylvania Venus,1,3,1,1,4,5,0.2,0.6,0.2,0.2,0.8
Ellison Martin,Division 1,Women,Division 1 Women,Georgia Athena,0,2,0,2,4,5,0,0.4,0,0.4,0.8
Ellie Kowalski,Division 1,Women,Division 1 Women,Tufts EWO,4,2,4,2,4,5,0.8,0.4,0.8,0.4,0.8
Dylan Wilcox,Division 1,Women,Division 1 Women,Vermont Ruckus,1,2,0,3,4,6,0.166666667,0.333333333,0,0.5,0.666666667
Dylan Pearson,Division 1,Men,Division 1 Men,Cal Ursa Major,0,0,2,2,4,5,0,0,0.4,0.4,0.8
Daniel Ferriter,Division 1,Men,Division 1 Men,NC State Alpha,10,3,9,2,4,6,1.666666667,0.5,1.5,0.333333333,0.666666667
Colin Pfister,Division 3,Men,Division 3 Men,Whitman Sweets,7,2,7,2,4,6,1.166666667,0.333333333,1.166666667,0.333333333,0.666666667
Charlotte Andreasen,Division 1,Women,Division 1 Women,Michigan Flywheel,4,3,2,3,4,5,0.8,0.6,0.4,0.6,0.8
Carter Petrella,Division 3,Men,Division 3 Men,St Olaf Berzerkers,6,2,4,4,4,6,1,0.333333333,0.666666667,0.666666667,0.666666667
Carter Neuman,Division 1,Men,Division 1 Men,Georgia Jojah,1,2,0,3,4,5,0.2,0.4,0,0.6,0.8
Carson Crouch,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,3,2,3,2,4,7,0.428571429,0.285714286,0.428571429,0.285714286,0.571428571
Bryn Norton,Division 3,Women,Division 3 Women,Union Jillz,6,7,1,2,4,6,1,1.166666667,0.166666667,0.333333333,0.666666667
Benjamin Travers,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,13,0,7,10,4,6,2.166666667,0,1.166666667,1.666666667,0.666666667
Ben Fuguet,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,21,9,13,3,4,6,3.5,1.5,2.166666667,0.5,0.666666667
Aylen Learned,Division 1,Men,Division 1 Men,Colorado Mambird,5,0,7,2,4,7,0.714285714,0,1,0.285714286,0.571428571
Audrey AlQatami,Division 3,Women,Division 3 Women,Occidental WAC,8,5,3,4,4,6,1.333333333,0.833333333,0.5,0.666666667,0.666666667
Anna Roth,Division 3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,0,0,2,2,4,6,0,0,0.333333333,0.333333333,0.666666667
Amy Tse,Division 3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,24,14,9,5,4,6,4,2.333333333,1.5,0.833333333,0.666666667
Alyssa Fallon,Division 1,Women,Division 1 Women,Georgia Athena,0,1,0,3,4,5,0,0.2,0,0.6,0.8
Alesh Fremouw,Division 1,Men,Division 1 Men,Oregon State Beavers,1,3,0,2,4,5,0.2,0.6,0,0.4,0.8
Akshay Bhatia,Division 3,Men,Division 3 Men,Lewis & Clark Bacchus,5,5,2,2,4,6,0.833333333,0.833333333,0.333333333,0.333333333,0.666666667
Aiden Fields,Division 1,Men,Division 1 Men,NC State Alpha,1,1,1,3,4,6,0.166666667,0.166666667,0.166666667,0.5,0.666666667
Abigail Stevens,Division 1,Women,Division 1 Women,North Carolina Pleiades,1,3,1,1,4,7,0.142857143,0.428571429,0.142857143,0.142857143,0.571428571
Zoe McDaniel,Division 1,Women,Division 1 Women,Carleton Syzygy,1,3,1,0,3,6,0.166666667,0.5,0.166666667,0,0.5
Zane Ross,Division 3,Men,Division 3 Men,St Olaf Berzerkers,0,1,1,1,3,6,0,0.166666667,0.166666667,0.166666667,0.5
Zachary Kaufman,Division 1,Men,Division 1 Men,Brown Brownian Motion,0,2,0,1,3,8,0,0.25,0,0.125,0.375
Zach Brennan,Division 1,Men,Division 1 Men,Georgia Jojah,5,4,3,1,3,5,1,0.8,0.6,0.2,0.6
Yael Kaplan,Division 1,Women,Division 1 Women,California - Santa Cruz Sol,2,2,1,2,3,5,0.4,0.4,0.2,0.4,0.6
William McGlynn,Division 1,Men,Division 1 Men,Pittsburgh En Sabah Nur,3,0,2,4,3,5,0.6,0,0.4,0.8,0.6
William Fenimore,Division 3,Men,Division 3 Men,Middlebury Pranksters,3,1,0,5,3,5,0.6,0.2,0,1,0.6
Will Troop,Division 1,Men,Division 1 Men,Carleton CUT,1,1,2,1,3,5,0.2,0.2,0.4,0.2,0.6
Wesley Killough-Hill,Division 1,Men,Division 1 Men,Massachusetts Zoodisc,0,2,1,0,3,5,0,0.4,0.2,0,0.6
Tobey Chang,Division 1,Men,Division 1 Men,Michigan Magnum,1,0,2,2,3,5,0.2,0,0.4,0.4,0.6
Theo Mahaffey,Division 1,Men,Division 1 Men,Minnesota Grey Duck,1,0,0,4,3,5,0.2,0,0,0.8,0.6
Teddy Schwartz,Division 3,Men,Division 3 Men,Rochester Piggies,0,0,1,2,3,6,0,0,0.166666667,0.333333333,0.5
Sarah Zhang,Division 1,Women,Division 1 Women,British Columbia Thunderbirds,0,1,0,2,3,6,0,0.166666667,0,0.333333333,0.5
Sam Kilgore,Division 1,Men,Division 1 Men,Colorado Mambird,0,1,0,2,3,7,0,0.142857143,0,0.285714286,0.428571429
Sabine Blumenthal,Division 3,Women,Division 3 Women,Colorado College Zenith,18,11,6,4,3,6,3,1.833333333,1,0.666666667,0.5
Ryan Ward,Division 3,Men,Division 3 Men,Oberlin Flying Horsecows,13,4,9,3,3,6,2.166666667,0.666666667,1.5,0.5,0.5
Roni Itkin-Ofer,Division 1,Women,Division 1 Women,Pennsylvania Venus,0,0,1,2,3,5,0,0,0.2,0.4,0.6
Renaud St-Onge,Division 1,Men,Division 1 Men,Ottawa Gee-Gees,1,1,0,3,3,5,0.2,0.2,0,0.6,0.6
Rebecca Hazen,Division 3,Women,Division 3 Women,Carleton Eclipse,5,4,2,2,3,6,0.833333333,0.666666667,0.333333333,0.333333333,0.5
Owen Snyder-Smith,Division 3,Men,Division 3 Men,Middlebury Pranksters,1,3,1,0,3,5,0.2,0.6,0.2,0,0.6
Owen Alvord,Division 3,Men,Division 3 Men,Whitman Sweets,1,1,1,2,3,6,0.166666667,0.166666667,0.166666667,0.333333333,0.5
Oliver Faase,Division 1,Men,Division 1 Men,Cal Poly-SLO Slocore,0,1,0,2,3,7,0,0.142857143,0,0.285714286,0.428571429
Noah Urrutia,Division 1,Men,Division 1 Men,Brown Brownian Motion,0,1,0,2,3,8,0,0.125,0,0.25,0.375
Noah Krumme,Division 1,Men,Division 1 Men,North Carolina Darkside,1,0,1,3,3,6,0.166666667,0,0.166666667,0.5,0.5
Noah Edmonds-Estes,Division 3,Men,Division 3 Men,Bates Orange Whip,2,0,2,3,3,6,0.333333333,0,0.333333333,0.5,0.5
