away_team,away_score,home_team,home_score,date
Carnegie Mellon,8,Marietta,0,2022-09-18
Lynchburg,1,Emory,3,2022-09-18
Linfield,0,Pacific Lutheran,3,2022-09-18
Macalester,0,Wartburg,6,2022-09-18
George Fox,3,Puget Sound,0,2022-09-18
Washington and Lee,2,Berry,1,2022-09-18
Tufts,0,Williams,1,2022-09-18
Rivier,0,Dean,0,2022-09-18
Manhattanville,9,Yeshiva,0,2022-09-18
Maine-Presque Isle,1,New England College,1,2022-09-18
Morrisville State,0,St. Mary's (Md.),4,2022-09-18
Alfred State,0,Buffalo State,2,2022-09-18
Wells,7,Gallaudet,0,2022-09-18
Rhodes,1,DePauw,1,2022-09-18
Monmouth,7,Mount Mary,0,2022-09-18
Greensboro,1,Averett,0,2022-09-18
Marymount,5,Notre Dame (Md.),0,2022-09-18
SUNY-Cobleskill,0,Potsdam State,6,2022-09-18
Keene State,3,Husson,1,2022-09-18
Salem,4,Agnes Scott,1,2022-09-18
Hamilton,4,Utica,1,2022-09-18
Knox,1,North Central (Ill.),5,2022-09-18
Hardin-Simmons,1,Cal Lutheran,0,2022-09-18
Austin,0,University of Dallas,2,2022-09-18
Maryville (Tenn.),1,Birmingham-Southern,1,2022-09-18
East Texas Baptist,3,Southwestern,3,2022-09-18
Clark,0,Trinity (Conn.),1,2022-09-18
Manchester,0,Wilmington,1,2022-09-18
Hanover,2,Wittenberg,1,2022-09-18
Finlandia,0,Ripon,0,2022-09-18
St. Norbert,0,UW-Stevens Point,3,2022-09-18
Concordia (Texas),3,St. Thomas (Texas),2,2022-09-18
Cornell,1,Carleton,5,2022-09-18
Washington U.,1,UW-Whitewater,1,2022-09-18
Transylvania,6,Berea,2,2022-09-18
Illinois College,0,Central,4,2022-09-18
Lewis and Clark,1,Whitworth,0,2022-09-18
Willamette,3,Whitman,0,2022-09-18
Alma,1,Carroll,5,2022-09-18
Grinnell,2,Buena Vista,0,2022-09-18
FDU-Florham,8,Pratt,0,2022-09-18
McMurry,2,Schreiner,1,2022-09-18
LeTourneau,2,Centenary (La.),1,2022-09-18
Saint Benedict,1,UW-Stout,0,2022-09-18
Rowan,0,Bryn Mawr,0,2022-09-19
Plymouth State,3,NVU-Lyndon,0,2022-09-19
Penn State-Abington,1,Cairn,2,2022-09-19
Geneva,1,Pitt-Greensburg,7,2022-09-19
Asbury,2,Franklin,1,2022-09-19
Eastern Mennonite,0,Southern Virginia,4,2022-09-19
Sarah Lawrence,0,Rutgers-Newark,3,2022-09-19
Illinois Tech,3,North Park,2,2022-09-19
Lake Forest,5,Elmhurst,0,2022-09-19
Amherst,4,Emerson,0,2022-09-20
Wheaton (Ill.),0,Calvin,2,2022-09-20
Loras,4,Lawrence,0,2022-09-20
UW-La Crosse,4,St. Scholastica,0,2022-09-20
TCNJ,1,Stevens,0,2022-09-20
Miss. U. for Women,0,LaGrange,5,2022-09-20
Roanoke,7,Mary Baldwin,2,2022-09-20
Mass-Dartmouth,0,Salve Regina,1,2022-09-20
Centre,3,Bob Jones,1,2022-09-20
Pitt-Bradford,1,Juniata,2,2022-09-20
Maine Maritime,0,Bowdoin,8,2022-09-20
St. John Fisher,0,Ithaca,5,2022-09-20
Illinois Wesleyan,0,Albion,0,2022-09-20
SUNY-Old Westbury,1,Manhattanville,7,2022-09-20
Penn State-Harrisburg,5,Penn College,0,2022-09-20
Otterbein,3,Kenyon,0,2022-09-20
UW-Stout,0,Bethel,2,2022-09-20
UW-Eau Claire,1,St. Catherine,1,2022-09-20
SUNY-Purchase,0,St. Joseph's (L.I.),3,2022-09-20
Trine,0,Ohio Wesleyan,2,2022-09-20
Nazareth,0,Geneseo State,5,2022-09-20
Eastern Nazarene,1,MCLA,2,2022-09-20
Meredith,0,Randolph,4,2022-09-20
Sage,0,Western Connecticut,1,2022-09-20
Augustana,2,UW-Platteville,2,2022-09-20
Cazenovia,0,Houghton,2,2022-09-20
Eureka,3,Principia,6,2022-09-20
Vassar,0,Wesleyan,0,2022-09-20
Brandeis,2,Bridgewater State,0,2022-09-20
Roger Williams,2,WPI,1,2022-09-20
Elms,2,Norwich,0,2022-09-20
Greensboro,0,Guilford,1,2022-09-20
Maine-Farmington,1,Colby,3,2022-09-20
Nichols,0,Emmanuel,0,2022-09-20
Farmingdale State,1,SUNY-Maritime,0,2022-09-20
Keene State,0,Worcester State,3,2022-09-20
New England College,2,Fitchburg State,2,2022-09-20
Scranton,8,Wilkes,0,2022-09-20
Union,1,Bard,0,2022-09-20
East Texas Baptist,1,Hendrix,0,2022-09-20
Mount St. Mary,2,St. Joseph's (Bklyn.),0,2022-09-20
University of New England,1,Bates,2,2022-09-20
Johns Hopkins,4,Swarthmore,0,2022-09-21
Randolph-Macon,0,Christopher Newport,1,2022-09-21
Messiah,5,Rutgers-Camden,0,2022-09-21
Penn State-Behrend,0,Case Western Reserve,3,2022-09-21
RIT,1,William Smith,4,2022-09-21
Southwestern,0,Mary Hardin-Baylor,2,2022-09-21
Salisbury,0,Virginia Wesleyan,1,2022-09-21
Wartburg,1,Augsburg,0,2022-09-21
Washington and Lee,3,Southern Virginia,0,2022-09-21
Potsdam State,1,Cortland State,6,2022-09-21
Trinity (D.C.),0,Keystone,8,2022-09-21
Carroll,4,UW-Stevens Point,2,2022-09-21
Delaware Valley,4,Penn State-Abington,1,2022-09-21
Dean,3,Colby-Sawyer,4,2022-09-21
Gettysburg,0,McDaniel,2,2022-09-21
Oberlin,2,Olivet,1,2022-09-21
Susquehanna,3,Lycoming,0,2022-09-21
John Carroll,1,Pitt-Greensburg,3,2022-09-21
Alfred,1,King's,2,2022-09-21
Washington College,0,Haverford,0,2022-09-21
Mass-Boston,2,Wheaton (Mass.),0,2022-09-21
Hood,2,Marymount,0,2022-09-21
NVU-Lyndon,0,Mitchell,1,2022-09-21
Hiram,1,Heidelberg,5,2022-09-21
Plattsburgh State,1,New Paltz State,2,2022-09-21
Smith,1,Western New England,0,2022-09-21
Lynchburg,0,Mary Washington,0,2022-09-21
Brockport State,0,Oswego State,1,2022-09-21
Ursinus,2,Bryn Mawr,0,2022-09-21
Eastern,4,Immaculata,0,2022-09-21
York (Pa.),2,DeSales,2,2022-09-21
Pratt,4,Brooklyn,1,2022-09-21
New Jersey City,0,John Jay,0,2022-09-21
Clarkson,0,Skidmore,1,2022-09-21
Hope,2,Chicago,1,2022-09-21
Wells,0,Hilbert,6,2022-09-21
Piedmont,0,Covenant,0,2022-09-21
Wellesley,1,Framingham State,0,2022-09-21
Allegheny,2,Bethany,1,2022-09-21
SUNY Canton,0,Alfred State,1,2022-09-21
Muskingum,0,Earlham,0,2022-09-21
Anna Maria,0,Regis (Mass.),1,2022-09-21
North Carolina Wesleyan,0,Ferrum,3,2022-09-21
Ohio Northern,3,Denison,0,2022-09-21
Lancaster Bible,1,Penn State-Berks,9,2022-09-21
Coe,1,St. Olaf,3,2022-09-21
Central,1,Gustavus Adolphus,0,2022-09-21
Aurora,2,Concordia-Chicago,1,2022-09-21
Hamline,0,UW-River Falls,0,2022-09-21
Dominican,1,Benedictine,0,2022-09-21
Greenville,2,Spalding,0,2022-09-21
Penn College,1,Penn State-Altoona,1,2022-09-21
Neumann,1,Cedar Crest,3,2022-09-21
Franciscan,2,Waynesburg,0,2022-09-21
Fontbonne,1,Westminster (Mo.),0,2022-09-21
St. Elizabeth,0,CCNY,10,2022-09-21
Kean,3,Marywood,1,2022-09-21
Babson,2,Endicott,0,2022-09-21
Rhode Island College,2,Massachusetts Maritime,0,2022-09-21
Rivier,0,Johnson and Wales,12,2022-09-21
Eastern Connecticut,3,Westfield State,0,2022-09-21
Rose-Hulman,1,DePauw,1,2022-09-21
New York University,1,William Paterson,1,2022-09-21
Lasell,2,Albertus Magnus,1,2022-09-21
St. Joseph's (Maine),2,Simmons,0,2022-09-21
Fredonia State,1,Buffalo State,2,2022-09-21
Transylvania,3,Asbury,2,2022-09-21
Franklin and Marshall,4,Muhlenberg,0,2022-09-21
Anderson,2,St. Mary's (Ind.),0,2022-09-21
Stockton,0,Moravian,1,2022-09-21
Widener,0,Cabrini,3,2022-09-21
Keuka,0,Rochester,5,2022-09-21
Alvernia,4,Goucher,0,2022-09-21
Gwynedd-Mercy,0,Cairn,0,2022-09-21
Wooster,2,Mount Union,0,2022-09-21
Adrian,2,Baldwin Wallace,1,2022-09-21
St. Mary's (Md.),2,Catholic,2,2022-09-21
Mount St. Joseph,2,Wilmington,4,2022-09-21
Shenandoah,4,Stevenson,2,2022-09-21
Middlebury,1,Castleton,0,2022-09-21
Trinity (Conn.),0,Connecticut College,0,2022-09-21
Chatham,1,Grove City,1,2022-09-21
Suffolk,1,Lesley,2,2022-09-21
Sewanee,4,Huntingdon,1,2022-09-21
Chapman,1,Claremont-Mudd-Scripps,1,2022-09-21
La Verne,0,Pomona-Pitzer,3,2022-09-21
Arcadia,0,Dickinson,3,2022-09-21
St. Vincent,0,Westminster (Pa.),3,2022-09-21
FDU-Florham,2,Rutgers-Newark,0,2022-09-21
Oglethorpe,5,Wesleyan (Ga.),0,2022-09-21
Thiel,0,Washington and Jefferson,3,2022-09-21
Saint Mary's (Minn.),1,Luther,2,2022-09-21
Ripon,0,North Park,4,2022-09-21
UW-Whitewater,2,Carthage,1,2022-09-21
MSOE,3,Lakeland,0,2022-09-21
North Central (Ill.),5,UW-Oshkosh,0,2022-09-21
Lake Forest,1,Dubuque,1,2022-09-21
St. Norbert,1,Marian,0,2022-09-21
Concordia (Wis.),4,Wisconsin Lutheran,0,2022-09-21
Alverno,0,Illinois Tech,28,2022-09-21
Cal Lutheran,0,Whittier,0,2022-09-21
Redlands,2,Occidental,1,2022-09-21
Farmingdale State,0,Montclair State,1,2022-09-22
Puget Sound,1,Pacific Lutheran,0,2022-09-22
Minnesota-Morris,7,North Central (Minn.),4,2022-09-22
Wilson,0,Mount Aloysius,1,2022-09-22
Elmira,4,Pitt-Bradford,0,2022-09-22
Emmanuel,2,Mount Holyoke,1,2022-09-22
UW-Platteville,5,Cornell,0,2022-09-22
Crown,2,Northwestern (Minn.),2,2022-09-22
Belhaven,0,Maryville (Tenn.),2,2022-09-22
Eastern Nazarene,0,Salem State,5,2022-09-22
Roger Williams,1,Brandeis,3,2022-09-22
Worcester State,0,Curry,1,2022-09-22
St. Joseph's (Bklyn.),9,Yeshiva,0,2022-09-22
McMurry,0,Texas-Dallas,2,2022-09-22
Howard Payne,0,Hardin-Simmons,4,2022-09-22
Rockford,0,Edgewood,1,2022-09-22
Bethel,0,UW-Eau Claire,2,2022-09-22
St. Thomas (Texas),0,Trinity (Texas),2,2022-09-23
Baldwin Wallace,0,Carnegie Mellon,5,2022-09-23
Emory,5,Maryville (Tenn.),1,2022-09-23
Millsaps,0,Rhodes,2,2022-09-23
Centenary (La.),0,Schreiner,2,2022-09-23
Northland,2,Martin Luther,3,2022-09-23
UW-Superior,3,Bethany Lutheran,2,2022-09-23
Mass-Dartmouth,0,Connecticut College,5,2022-09-23
Geneva,2,Thiel,1,2022-09-23
Westfield State,6,MCLA,0,2022-09-23
Keene State,1,Western Connecticut,3,2022-09-23
University of Dallas,0,Texas Lutheran,4,2022-09-23
Lesley,4,New England College,0,2022-09-23
St. Joseph's (L.I.),2,SUNY-Old Westbury,0,2022-09-23
Marietta,4,Hiram,1,2022-09-23
SUNY-Purchase,2,SUNY-Maritime,3,2022-09-23
Alma,1,Otterbein,3,2022-09-23
Washington U.,0,Wheaton (Ill.),0,2022-09-23
Austin,0,Southwestern,6,2022-09-23
Messiah,1,Misericordia,1,2022-09-24
Haverford,0,Johns Hopkins,3,2022-09-24
Stevens,0,Christopher Newport,1,2022-09-24
Case Western Reserve,5,Muskingum,1,2022-09-24
Amherst,2,Bates,0,2022-09-24
Calvin,3,Anderson,0,2022-09-24
Nebraska Wesleyan,0,Loras,6,2022-09-24
William Smith,1,Skidmore,1,2022-09-24
Rowan,4,Kean,0,2022-09-24
Virginia Wesleyan,3,Averett,0,2022-09-24
Montclair State,3,New Jersey City,0,2022-09-24
Wartburg,8,Buena Vista,0,2022-09-24
TCNJ,6,Ramapo,0,2022-09-24
Puget Sound,1,Lewis and Clark,0,2022-09-24
Washington and Lee,4,Shenandoah,1,2022-09-24
Tufts,1,Hamilton,1,2022-09-24
Oswego State,0,Cortland State,4,2022-09-24
Williams,2,Colby,1,2022-09-24
Belhaven,1,Piedmont,0,2022-09-24
Anna Maria,4,Rivier,0,2022-09-24
Wesleyan,0,Trinity (Conn.),1,2022-09-24
Rochester,0,York (Pa.),1,2022-09-24
Albertus Magnus,1,Elms,1,2022-09-24
Fitchburg State,3,Worcester State,1,2022-09-24
Framingham State,1,Bridgewater State,2,2022-09-24
Hollins,2,Sweet Briar,3,2022-09-24
Mass-Boston,0,Plymouth State,1,2022-09-24
McDaniel,2,Bryn Mawr,0,2022-09-24
Endicott,0,Suffolk,0,2022-09-24
Rutgers-Newark,4,Stockton,1,2022-09-24
St. Mary's (Md.),2,Lancaster Bible,1,2022-09-24
Curry,2,Wentworth,1,2022-09-24
Babson,3,Coast Guard,0,2022-09-24
Washington and Jefferson,0,St. Vincent,0,2022-09-24
Wellesley,0,Springfield,1,2022-09-24
Hartwick,0,St. John Fisher,1,2022-09-24
Middlebury,1,Bowdoin,3,2022-09-24
Mount St. Vincent,0,Sarah Lawrence,2,2022-09-24
Eureka,1,Spalding,5,2022-09-24
John Jay,6,Mitchell,0,2022-09-24
Buffalo State,1,Oneonta State,1,2022-09-24
Denison,2,Trine,2,2022-09-24
Asbury,5,Defiance,0,2022-09-24
Wilmington,1,Franklin,0,2022-09-24
Neumann,4,Rosemont,0,2022-09-24
MIT,5,Mount Holyoke,0,2022-09-24
Norwich,0,St. Joseph's (Maine),4,2022-09-24
Oglethorpe,0,Centre,3,2022-09-24
Southern Virginia,0,Methodist,1,2022-09-24
Ferrum,0,Bridgewater (Va.),7,2022-09-24
Rutgers-Camden,4,William Paterson,1,2022-09-24
Lynchburg,6,Randolph,0,2022-09-24
Albright,0,King's,1,2022-09-24
Penn State-Berks,11,Wells,0,2022-09-24
Southern Maine,1,Eastern Connecticut,0,2022-09-24
Mount St. Mary,1,Manhattanville,1,2022-09-24
Kenyon,2,Hanover,2,2022-09-24
Gallaudet,0,Penn College,10,2022-09-24
WPI,0,Emerson,4,2022-09-24
Fredonia State,0,New Paltz State,3,2022-09-24
Cabrini,0,Lebanon Valley,2,2022-09-24
Geneseo State,1,Plattsburgh State,0,2022-09-24
Brockport State,1,Potsdam State,0,2022-09-24
Mount Union,1,Wittenberg,1,2022-09-24
Wheaton (Mass.),3,Smith,1,2022-09-24
Wesleyan (Ga.),0,Berea,2,2022-09-24
Nazareth,1,Keuka,1,2022-09-24
St. Joseph (Conn.),4,Simmons,1,2022-09-24
DeSales,3,Salisbury,2,2022-09-24
Marymount,1,Eastern,1,2022-09-24
New York University,12,Centenary (N.J.),0,2022-09-24
Marywood,3,Alvernia,2,2022-09-24
St. Elizabeth,1,Cairn,3,2022-09-24
Houghton,4,Elmira,0,2022-09-24
Vassar,1,RIT,0,2022-09-24
Wilkes,1,Hood,1,2022-09-24
Grove City,1,Franciscan,6,2022-09-24
Waynesburg,3,Chatham,3,2022-09-24
Penn State-Abington,2,Morrisville State,1,2022-09-24
Birmingham-Southern,0,Hendrix,2,2022-09-24
Johnson and Wales,2,Regis (Mass.),0,2022-09-24
SUNY Canton,0,NVU-Lyndon,1,2022-09-24
Delaware Valley,1,Immaculata,2,2022-09-24
DePauw,0,Ohio Northern,2,2022-09-24
Alfred,0,Sage,1,2022-09-24
Nichols,0,Western New England,3,2022-09-24
Brevard,1,North Carolina Wesleyan,3,2022-09-24
Earlham,2,Heidelberg,4,2022-09-24
Keystone,0,Cedar Crest,2,2022-09-24
Valley Forge,0,Notre Dame (Md.),8,2022-09-24
Ithaca,2,Clarkson,0,2022-09-24
Crown,2,North Central (Minn.),0,2022-09-24
St. Olaf,1,Macalester,2,2022-09-24
Augsburg,2,St. Scholastica,1,2022-09-24
Westminster (Mo.),1,Webster,1,2022-09-24
Greenville,0,Fontbonne,2,2022-09-24
Coe,1,Simpson,4,2022-09-24
Saint Benedict,4,Gustavus Adolphus,0,2022-09-24
St. Catherine,1,Saint Mary's (Minn.),1,2022-09-24
Carleton,3,Concordia-Moorhead,1,2022-09-24
Principia,5,Blackburn,0,2022-09-24
Bethel,2,Hamline,1,2022-09-24
Pomona-Pitzer,1,Caltech,0,2022-09-24
La Verne,2,Chapman,1,2022-09-24
UC Santa Cruz,1,Whittier,2,2022-09-24
Lasell,3,Colby-Sawyer,0,2022-09-24
Eastern Mennonite,0,Roanoke,4,2022-09-24
Grinnell,4,Illinois College,2,2022-09-24
Beloit,3,Ripon,0,2022-09-24
Pfeiffer,0,Mary Baldwin,2,2022-09-24
Stevenson,0,FDU-Florham,3,2022-09-24
Gordon,0,Roger Williams,4,2022-09-24
Alfred State,2,Gwynedd-Mercy,0,2022-09-24
Union,0,St. Lawrence,1,2022-09-24
RPI,3,Bard,0,2022-09-24
Westminster (Pa.),2,Allegheny,1,2022-09-24
UW-Superior,3,Martin Luther,0,2022-09-24
Northland,0,Bethany Lutheran,2,2022-09-24
Marian,0,Benedictine,0,2022-09-24
UW-Platteville,0,Central,2,2022-09-24
Willamette,3,Linfield,0,2022-09-24
Whitworth,1,George Fox,1,2022-09-24
Whitman,3,Pacific,1,2022-09-24
SUNY Poly,1,Thomas,1,2022-09-24
Ursinus,0,Dickinson,3,2022-09-24
SUNY-Cobleskill,0,Maine-Presque Isle,3,2022-09-24
Dean,0,Emmanuel,1,2022-09-24
SUNY Delhi,0,Husson,6,2022-09-24
Cazenovia,2,Maine Maritime,1,2022-09-24
NVU-Johnson,1,Maine-Farmington,1,2022-09-24
Berry,1,Sewanee,0,2022-09-24
MSOE,4,Rockford,0,2022-09-24
Wisconsin Lutheran,1,Dominican,9,2022-09-24
Bethany,2,Bluffton,1,2022-09-24
University of New England,1,Salve Regina,1,2022-09-24
Clarks Summit,1,Wilson,3,2022-09-24
Elizabethtown,0,Susquehanna,1,2022-09-24
Swarthmore,2,Gettysburg,1,2022-09-24
Scranton,2,Catholic,0,2022-09-24
Salem State,1,Massachusetts Maritime,0,2022-09-24
Drew,1,Goucher,0,2022-09-24
Moravian,1,Juniata,0,2022-09-24
Randolph-Macon,3,Guilford,0,2022-09-24
Medaille,0,Utica,6,2022-09-24
Knox,0,Chicago,5,2022-09-24
St. Norbert,1,Concordia-Chicago,0,2022-09-24
Rhode Island College,0,Castleton,1,2022-09-24
Lake Forest,1,Lawrence,0,2022-09-24
Lakeland,0,Aurora,2,2022-09-24
Lycoming,0,Widener,2,2022-09-24
LaGrange,1,Covenant,1,2022-09-24
Washington U.,0,Rose-Hulman,0,2022-09-24
Howard Payne,0,East Texas Baptist,2,2022-09-24
Minnesota-Morris,0,Northwestern (Minn.),0,2022-09-24
Millikin,0,Carroll,5,2022-09-24
North Park,1,Augustana,1,2022-09-24
Illinois Wesleyan,4,Carthage,0,2022-09-24
North Central (Ill.),6,Elmhurst,1,2022-09-24
Dubuque,1,Luther,1,2022-09-24
Franklin and Marshall,1,Penn State-Harrisburg,0,2022-09-24
Albion,0,Mount St. Joseph,1,2022-09-24
Hope,0,Capital,1,2022-09-24
Muhlenberg,1,Washington College,2,2022-09-24
Concordia (Wis.),2,Illinois Tech,2,2022-09-24
Claremont-Mudd-Scripps,1,Occidental,1,2022-09-24
Redlands,0,Cal Lutheran,2,2022-09-24
Centenary (La.),0,Trinity (Texas),3,2022-09-25
Amherst,2,Colby,0,2022-09-25
Penn State-Behrend,0,Carnegie Mellon,2,2022-09-25
St. Norbert,0,UW-La Crosse,4,2022-09-25
Pacific Lutheran,4,Willamette,1,2022-09-25
Williams,1,Bowdoin,0,2022-09-25
Wesleyan,1,Hamilton,1,2022-09-25
Middlebury,2,Bates,0,2022-09-25
Mount Mary,2,Defiance,3,2022-09-25
Gwynedd-Mercy,0,Penn College,9,2022-09-25
Ohio Wesleyan,0,Mount St. Joseph,0,2022-09-25
Austin,0,Texas Lutheran,3,2022-09-25
SUNY Canton,1,Maine-Farmington,2,2022-09-25
Wooster,1,John Carroll,3,2022-09-25
Maryville (Tenn.),10,Agnes Scott,0,2022-09-25
Johnson and Wales,2,Connecticut College,0,2022-09-25
Wittenberg,0,Centre,4,2022-09-25
University of Dallas,1,Southwestern,1,2022-09-25
UW-Whitewater,0,MSOE,3,2022-09-25
St. Thomas (Texas),0,Schreiner,0,2022-09-25
George Fox,6,Whitman,1,2022-09-25
SUNY-Cobleskill,0,Husson,7,2022-09-25
SUNY Delhi,1,Maine-Presque Isle,2,2022-09-25
Cazenovia,3,Thomas,4,2022-09-25
Piedmont,2,Warren Wilson,1,2022-09-25
Manchester,0,Aurora,2,2022-09-25
Macalester,2,UW-Stout,0,2022-09-25
Cornell,0,UW-River Falls,2,2022-09-25
Lewis and Clark,3,Linfield,3,2022-09-25
Whitworth,0,Pacific,1,2022-09-25
SUNY Poly,0,Maine Maritime,1,2022-09-25
Benedictine,3,Monmouth,0,2022-09-25
UC Santa Cruz,1,La Verne,0,2022-09-26
Hood,0,Mary Washington,1,2022-09-26
Medaille,1,Alfred State,1,2022-09-26
Brooklyn,0,SUNY-Purchase,2,2022-09-26
Framingham State,0,Clark,5,2022-09-26
Sarah Lawrence,0,New York University,4,2022-09-26
Mass-Boston,0,WPI,1,2022-09-26
Dominican,1,North Park,0,2022-09-26
Saint Benedict,7,Northwestern (Minn.),1,2022-09-26
Denison,1,Case Western Reserve,3,2022-09-27
Tufts,2,MIT,0,2022-09-27
Crown,1,Minnesota-Morris,2,2022-09-27
Sage,1,Nichols,3,2022-09-27
Kalamazoo,2,Alma,3,2022-09-27
Goucher,1,Neumann,0,2022-09-27
Houghton,0,Rochester,5,2022-09-27
Waynesburg,0,St. Vincent,0,2022-09-27
Gordon,2,Salem State,1,2022-09-27
Brevard,8,Berea,0,2022-09-27
Keuka,0,Oswego State,3,2022-09-27
Immaculata,0,Haverford,5,2022-09-27
Keystone,3,St. Elizabeth,3,2022-09-27
RIT,0,Nazareth,0,2022-09-27
Bob Jones,1,Oglethorpe,0,2022-09-27
Wheaton (Ill.),2,UW-Stevens Point,3,2022-09-27
UW-River Falls,5,Martin Luther,0,2022-09-27
Webster,10,Eureka,0,2022-09-27
Cabrini,2,Lancaster Bible,0,2022-09-27
St. Scholastica,1,St. Olaf,4,2022-09-27
Macalester,2,Bethel,2,2022-09-27
Gustavus Adolphus,0,Saint Mary's (Minn.),1,2022-09-27
Hamline,1,St. Catherine,0,2022-09-27
Augustana,7,Illinois College,1,2022-09-27
Centre,4,Asbury,0,2022-09-27
Meredith,0,Methodist,2,2022-09-27
Coast Guard,1,Trinity (Conn.),1,2022-09-27
Castleton,0,Emerson,1,2022-09-27
LaGrange,0,Birmingham-Southern,3,2022-09-27
Hiram,0,Otterbein,4,2022-09-27
Marietta,0,Ohio Wesleyan,4,2022-09-27
Lesley,0,Brandeis,3,2022-09-27
Penn State-Harrisburg,1,Elizabethtown,3,2022-09-27
Wilmington,0,DePauw,2,2022-09-27
Utica,1,RPI,2,2022-09-27
Albright,0,Delaware Valley,2,2022-09-27
FDU-Florham,1,Drew,0,2022-09-27
Chicago,7,Elmhurst,0,2022-09-27
Carleton,3,Augsburg,0,2022-09-27
UW-Platteville,1,Dubuque,0,2022-09-27
Misericordia,1,Scranton,0,2022-09-28
Shenandoah,0,Johns Hopkins,2,2022-09-28
Christopher Newport,2,Roanoke,1,2022-09-28
Dickinson,0,Messiah,1,2022-09-28
Calvin,2,Olivet,0,2022-09-28
UW-Whitewater,2,Loras,2,2022-09-28
William Smith,3,Ithaca,0,2022-09-28
Wartburg,1,UW-La Crosse,1,2022-09-28
New Jersey City,0,Rowan,4,2022-09-28
Stockton,0,Montclair State,4,2022-09-28
Kean,0,TCNJ,5,2022-09-28
Hartwick,0,Cortland State,4,2022-09-28
Williams,1,Springfield,1,2022-09-28
Valley Forge,0,Wilson,13,2022-09-28
Fontbonne,9,Blackburn,0,2022-09-28
Cedar Crest,6,Clarks Summit,1,2022-09-28
Piedmont,6,Agnes Scott,0,2022-09-28
Colby-Sawyer,2,St. Joseph (Conn.),1,2022-09-28
Rockford,0,Dominican,4,2022-09-28
Elmira,4,Hilbert,0,2022-09-28
Transylvania,3,Bluffton,0,2022-09-28
Johnson and Wales,5,Dean,0,2022-09-28
Pratt,3,Centenary (N.J.),7,2022-09-28
Norwich,0,Lasell,5,2022-09-28
Bridgewater (Va.),0,Mary Washington,1,2022-09-28
Mount Holyoke,0,Western New England,4,2022-09-28
Endicott,2,Wheaton (Mass.),2,2022-09-28
Hope,1,Adrian,0,2022-09-28
Catholic,0,McDaniel,2,2022-09-28
Bob Jones,0,Eastern Mennonite,0,2022-09-28
Westfield State,4,Smith,2,2022-09-28
Averett,0,Mary Baldwin,2,2022-09-28
Buffalo State,0,Brockport State,1,2022-09-28
Curry,0,Wellesley,3,2022-09-28
Wentworth,4,Fitchburg State,2,2022-09-28
Potsdam State,2,Plattsburgh State,1,2022-09-28
Muhlenberg,0,DeSales,3,2022-09-28
Moravian,1,Eastern,0,2022-09-28
Rivier,0,Regis (Mass.),9,2022-09-28
Trine,2,St. Mary's (Ind.),0,2022-09-28
Penn State-Abington,0,Stevenson,2,2022-09-28
Husson,1,University of New England,4,2022-09-28
New Paltz State,4,Oneonta State,0,2022-09-28
Bard,0,Vassar,7,2022-09-28
Franklin,0,Anderson,2,2022-09-28
Defiance,0,Manchester,7,2022-09-28
Anna Maria,1,Albertus Magnus,4,2022-09-28
Baldwin Wallace,1,Wooster,3,2022-09-28
Arcadia,1,Penn State-Berks,0,2022-09-28
Westminster (Pa.),2,Grove City,1,2022-09-28
John Carroll,2,Penn State-Behrend,1,2022-09-28
Earlham,0,Hanover,9,2022-09-28
Lakeland,0,Concordia-Chicago,5,2022-09-28
Aurora,10,Alverno,1,2022-09-28
St. Norbert,2,Concordia (Wis.),4,2022-09-28
Knox,0,Grinnell,0,2022-09-28
Ripon,0,Lake Forest,3,2022-09-28
Lycoming,3,Alfred State,1,2022-09-28
Stevens,0,Widener,2,2022-09-28
Plymouth State,1,Keene State,4,2022-09-28
Alfred,3,Penn State-Altoona,1,2022-09-28
Eastern Connecticut,1,Western Connecticut,2,2022-09-28
Notre Dame (Md.),0,Rosemont,3,2022-09-28
Chatham,2,Washington and Jefferson,1,2022-09-28
Hendrix,3,Belhaven,2,2022-09-28
Mount St. Vincent,7,SUNY-Purchase,0,2022-09-28
Pitt-Bradford,0,Medaille,3,2022-09-28
UW-Oshkosh,2,Carroll,0,2022-09-28
Marymount,6,Gallaudet,0,2022-09-28
SUNY-Old Westbury,9,Brooklyn,1,2022-09-28
Morrisville State,1,SUNY Canton,0,2022-09-28
Fredonia State,0,Geneseo State,1,2022-09-28
Susquehanna,1,York (Pa.),0,2022-09-28
Mount Aloysius,1,Allegheny,5,2022-09-28
Bridgewater State,5,Roger Williams,4,2022-09-28
Rhode Island College,2,Mass-Dartmouth,1,2022-09-28
Bethany,4,Geneva,1,2022-09-28
Lebanon Valley,0,Gettysburg,2,2022-09-28
Penn College,0,Juniata,1,2022-09-28
Kenyon,1,Muskingum,0,2022-09-28
Elms,2,Simmons,0,2022-09-28
St. Joseph's (Maine),0,Emmanuel,1,2022-09-28
St. Joseph's (L.I.),7,SUNY-Maritime,1,2022-09-28
Salisbury,2,St. Mary's (Md.),0,2022-09-28
Farmingdale State,6,St. Joseph's (Bklyn.),1,2022-09-28
Capital,1,Wittenberg,1,2022-09-28
Salve Regina,0,Clark,3,2022-09-28
Ramapo,0,Rutgers-Camden,3,2022-09-28
Wilkes,1,Marywood,3,2022-09-28
Cairn,1,Bryn Athyn,5,2022-09-28
