Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Shea Walsh,Marist,0.343,0.412,0.492,0.903,55,204,181,45,62,13,1,4,18,9,13,13,11,3
Shelbi Sunseri,LSU,0.267,0.385,0.616,1.002,52,181,146,24,39,6,0,15,41,2,28,24,0,0
Shelby Barfield,Georgia Southern,0.216,0.289,0.239,0.527,38,97,88,10,19,2,0,0,6,1,8,15,3,0
Shelby Echols,Houston Christian,0.442,0.488,0.558,1.047,45,170,154,32,68,9,3,1,14,1,13,12,6,3
Shelby Gayre,Kansas,0.262,0.359,0.484,0.843,46,146,126,19,33,7,0,7,21,5,14,38,0,0
Shelby Penning,Tennessee Tech,0.228,0.288,0.474,0.762,49,129,114,19,26,2,1,8,17,1,9,24,8,1
Shelby Smith,Seton Hall,0.311,0.436,0.571,1.008,41,149,119,16,37,8,1,7,24,2,26,24,0,0
Sheridan Fisher,Sam Houston State,0.233,0.338,0.276,0.615,53,200,163,24,38,7,0,0,14,15,13,7,2,1
Shyanne Sheffield,UT Martin,0.348,0.419,0.464,0.883,48,159,138,41,48,5,1,3,28,1,16,27,8,0
Sidney Sikes,Southern Illinois,0.208,0.41,0.3,0.71,47,169,120,11,25,5,0,2,28,23,20,12,0,0
Sidney Wagnon,Jacksonville State,0.25,0.352,0.279,0.63,51,169,140,18,35,4,0,0,11,1,21,15,5,0
Sierra Frazier,UAB,0.331,0.418,0.597,1.015,49,165,139,22,46,10,3,7,48,9,14,10,0,0
Sierra Gilmore,Murray State,0.314,0.393,0.537,0.93,59,206,175,38,55,15,0,8,38,1,25,17,4,0
Sierra Lange,George Washington,0.333,0.431,0.512,0.943,53,202,168,49,56,12,3,4,23,6,25,5,19,3
Sierra Pierce,UMBC,0.331,0.353,0.474,0.826,42,140,133,16,44,10,0,3,20,1,4,6,12,1
Skylar Coberley,Central Michigan,0.263,0.35,0.385,0.735,53,180,156,23,41,7,0,4,26,1,20,46,1,0
Skylar Padgett,North Dakota State,0.236,0.304,0.35,0.654,49,141,123,28,29,8,0,2,15,3,10,31,1,0
Skylar Wallace,Florida,0.386,0.542,0.636,1.177,68,253,184,79,71,12,5,8,53,16,50,32,52,4
Skyler Ramos,Iowa State,0.204,0.342,0.327,0.668,47,120,98,19,20,4,1,2,16,2,19,26,9,0
Skyler Rapuano,Rhode Island,0.271,0.351,0.331,0.681,41,137,118,18,32,3,2,0,10,1,14,31,7,3
Skyler Shellmyer,Northwestern,0.348,0.418,0.408,0.826,58,226,201,58,70,9,0,1,8,1,23,30,22,4
Skylor Hilger,DePaul,0.245,0.305,0.264,0.569,50,178,163,31,40,3,0,0,11,1,13,21,10,2
Sommer Baker,Florida Atlantic,0.183,0.315,0.321,0.636,54,133,109,18,20,1,4,2,9,7,14,34,9,0
Sommer Kisling,UC Davis,0.255,0.328,0.273,0.601,52,190,165,22,42,1,1,0,10,2,16,11,1,1
Sona Halajian,California,0.35,0.429,0.637,1.066,55,184,157,27,55,6,0,13,43,3,21,30,5,1
Sophia Pappas,Binghamton,0.217,0.26,0.383,0.642,44,127,115,8,25,8,1,3,16,5,3,25,1,0
Sophia Recrosio,Canisius,0.305,0.346,0.398,0.744,46,138,128,23,39,10,1,0,17,0,8,10,4,2
Sophie Mooney,Georgia State,0.284,0.348,0.446,0.794,51,165,148,24,42,12,0,4,24,6,9,23,11,3
Sophie Weber,Bowling Green,0.255,0.292,0.321,0.613,47,114,106,3,27,4,0,1,18,2,4,18,1,0
Sophie Wools,East Carolina,0.236,0.315,0.418,0.733,52,124,110,11,26,2,0,6,19,1,12,30,2,0
Stacy Payton,Charlotte,0.31,0.45,0.538,0.988,57,200,158,26,49,13,1,7,30,9,32,11,1,0
Stavi Augur,Monmouth,0.291,0.361,0.417,0.778,49,169,151,20,44,10,0,3,21,5,12,12,4,1
Steffany Dickerson,Missouri State,0.272,0.38,0.446,0.825,39,108,92,9,25,4,0,4,18,2,14,26,1,0
Steph Jacoby,Colgate,0.252,0.304,0.472,0.775,47,135,123,14,31,10,1,5,34,5,5,19,0,0
Stephanie Reed,Grand Canyon,0.307,0.369,0.466,0.835,55,186,163,34,50,14,3,2,30,10,6,16,15,3
Sydnee Hebert,Stephen F. Austin,0.314,0.476,0.621,1.097,54,185,140,29,44,7,0,12,34,2,42,38,0,0
Sydnee Huff,Stanford,0.312,0.382,0.446,0.828,60,208,186,35,58,10,6,1,19,5,16,21,3,0
Sydney Bajusz,Cleveland State,0.286,0.346,0.398,0.744,38,109,98,15,28,6,1,1,14,2,7,17,8,0
Sydney Guess,Longwood,0.255,0.33,0.357,0.687,44,109,98,11,25,4,0,2,13,1,10,14,1,0
Sydney Gutierrez,Ole Miss,0.27,0.388,0.382,0.77,57,186,152,19,41,10,2,1,31,8,22,24,1,0
Sydney Hayes,Villanova,0.178,0.248,0.246,0.494,53,132,118,19,21,5,0,1,6,4,7,42,3,2
Sydney Hoyt,Texas A&M-Corpus Christi,0.285,0.447,0.377,0.824,49,170,130,22,37,6,0,2,26,0,39,30,3,0
Sydney Jacobsen,Longwood,0.306,0.335,0.513,0.848,55,170,160,26,49,7,1,8,27,5,3,23,1,0
Sydney Kuma,Georgia,0.333,0.443,0.661,1.104,60,206,168,55,56,11,1,14,42,9,25,43,10,3
Sydney Love-Baker,Tennessee Tech,0.257,0.409,0.472,0.881,54,190,144,33,37,6,2,7,34,4,33,28,2,0
Sydney McKinney,Wichita State,0.522,0.566,0.849,1.415,51,205,186,69,97,12,5,13,38,3,16,14,12,3
Sydney Nichols,Kansas City,0.126,0.191,0.235,0.426,44,133,119,11,15,1,0,4,15,2,8,40,0,0
Sydney Pennington,Oklahoma State,0.329,0.402,0.545,0.947,62,189,167,33,55,4,1,10,44,1,20,29,3,1
Sydney Ross,Omaha,0.229,0.387,0.375,0.762,41,125,96,25,22,5,0,3,12,13,13,23,15,0
Sydney Sherrill,Florida State,0.321,0.484,0.586,1.07,61,217,162,49,52,16,0,9,41,2,51,18,11,0
Sydney Steele,Stanford,0.221,0.288,0.336,0.623,59,154,140,23,31,7,0,3,20,2,11,20,5,1
Sydney Strelow,Minnesota,0.225,0.368,0.435,0.803,54,174,138,23,31,6,1,7,25,7,25,31,1,0
Sydney Wesley,Mississippi Valley,0.225,0.303,0.288,0.591,32,90,80,7,18,2,0,1,8,0,9,8,3,1
Sydney Yoder,East Carolina,0.292,0.353,0.467,0.82,49,133,120,23,35,3,3,4,31,2,10,27,4,0
Tara McElligott,Illinois-Chicago,0.319,0.47,0.629,1.1,43,151,116,23,37,10,1,8,23,16,18,21,4,0
Taryn Peru,Detroit,0.289,0.354,0.421,0.775,42,129,114,11,33,3,0,4,17,2,10,23,0,0
Tate Whitley,Ole Miss,0.387,0.441,0.432,0.873,60,226,199,51,77,5,2,0,24,0,20,25,9,2
Tatum Anzaldo,California,0.383,0.425,0.508,0.933,56,209,193,35,74,10,1,4,24,1,13,19,9,3
Tatum Biddle,Northern Kentucky,0.222,0.291,0.361,0.652,52,159,144,15,32,6,4,2,15,3,11,54,2,0
Taudrea Sinnie,East Carolina,0.283,0.339,0.345,0.684,44,127,113,19,32,7,0,0,4,0,10,14,11,2
Tayla Evans,North Texas,0.278,0.426,0.604,1.03,53,185,144,35,40,10,2,11,31,6,32,35,4,1
Taylei Williams,BYU,0.394,0.442,0.646,1.088,45,144,127,40,50,13,2,5,26,0,11,7,17,1
Tayli Filla,FGCU,0.303,0.341,0.471,0.812,47,131,119,11,36,4,2,4,13,0,7,32,6,0
Taylor Adams,San Diego State,0.336,0.42,0.52,0.94,48,148,125,23,42,6,1,5,23,2,16,16,8,2
Taylor Bump,Michigan,0.231,0.371,0.434,0.805,52,179,143,14,33,9,1,6,30,2,30,30,0,0
Taylor Cates,Kennesaw State,0.389,0.433,0.847,1.28,51,179,157,40,61,15,0,19,48,2,14,23,11,2
Taylor Dadig,George Mason,0.398,0.429,0.44,0.868,50,180,166,35,66,5,1,0,19,1,8,12,18,3
Taylor Davis,Western Kentucky,0.397,0.447,0.436,0.883,51,181,156,42,62,4,1,0,19,2,12,6,20,5
Taylor Ellsworth,Arkansas,0.341,0.465,0.665,1.13,59,215,173,51,59,14,0,14,53,10,30,16,0,0
Taylor Fawcett,Rutgers,0.277,0.331,0.453,0.784,50,151,137,18,38,12,0,4,26,2,10,31,4,1
Taylor Gauthier,Detroit,0.271,0.333,0.292,0.625,33,106,96,10,26,2,0,0,1,1,8,8,4,1
Taylor Gindlesperger,Stanford,0.341,0.377,0.481,0.858,56,201,185,33,63,11,6,1,25,1,11,20,14,3
Taylor Greene,North Carolina,0.286,0.412,0.571,0.984,51,167,133,16,38,12,1,8,32,9,21,26,0,0
Taylor Herschbach,Valparaiso,0.27,0.328,0.325,0.654,45,140,126,21,34,5,1,0,11,1,10,19,13,0
Taylor Hogan,Northern Iowa,0.325,0.398,0.553,0.951,42,132,114,26,37,10,2,4,23,0,14,17,7,3
Taylor Johnson,NC State,0.218,0.333,0.462,0.796,52,145,119,25,26,2,0,9,23,6,16,46,1,2
Taylor Marinelli,Saint Joseph's,0.241,0.338,0.361,0.699,46,155,133,16,32,7,0,3,20,3,17,35,2,0
Taylor Okada,Maryland,0.329,0.39,0.36,0.75,52,179,161,20,53,3,1,0,22,3,13,9,8,0
Taylor Pack,Ohio State,0.231,0.34,0.385,0.724,42,112,91,11,21,3,1,3,8,2,13,10,3,0
Taylor Pleasants,LSU,0.295,0.391,0.597,0.988,57,211,176,39,52,15,1,12,48,6,23,21,3,0
Taylor Rhea,Morehead State,0.21,0.264,0.259,0.524,34,89,81,5,17,1,0,1,7,0,6,20,0,1
Taylor Roby,Louisville,0.261,0.382,0.592,0.975,52,191,157,27,41,7,0,15,45,4,28,39,0,0
Taylor Sanders,Western Kentucky,0.347,0.427,0.653,1.08,50,173,144,35,50,11,0,11,54,4,19,28,5,1
Taylor Tonoian,Valparaiso,0.167,0.205,0.226,0.431,38,89,84,10,14,5,0,0,6,1,3,12,0,0
Teah Thies,UC Santa Barbara,0.226,0.28,0.328,0.608,50,150,137,19,31,3,1,3,24,5,6,21,2,0
Teanna Lucio,Incarnate Word,0.241,0.283,0.292,0.575,46,146,137,21,33,3,2,0,12,0,8,19,9,0
Tevanae Tate,Texas Southern,0.327,0.459,0.701,1.16,44,134,107,28,35,5,1,11,32,3,23,29,1,1
Tiera Washington,Hampton,0.189,0.279,0.214,0.493,55,182,159,22,30,4,0,0,8,1,19,17,5,2
Tierrah Williams,Texas Southern,0.263,0.321,0.4,0.721,37,110,95,19,25,5,1,2,22,3,7,14,1,0
Tiffany Domingue,USC Upstate,0.365,0.428,0.593,1.021,56,189,167,46,61,10,2,8,43,2,17,16,8,0
Tiffany Giese,Green Bay,0.366,0.433,0.429,0.862,50,185,161,36,59,8,1,0,15,2,17,25,25,2
Tiffany Stevens,Akron,0.223,0.258,0.295,0.553,43,125,112,6,25,3,1,1,20,4,3,24,0,0
Timberlyn Shurbutt,Samford,0.278,0.366,0.494,0.859,53,186,162,28,45,12,1,7,41,1,22,16,5,1
TJ Webster,Western Kentucky,0.276,0.298,0.288,0.587,51,167,156,29,43,2,0,0,9,0,5,22,20,1
Toni Camarillo,Bryant,0.304,0.37,0.348,0.718,37,130,115,20,35,5,0,0,13,2,10,7,10,1
Toni Perrin,McNeese,0.256,0.367,0.359,0.726,55,142,117,29,30,4,1,2,16,7,14,22,20,4
Tori Gilbert,Virginia,0.266,0.348,0.584,0.933,54,178,154,35,41,11,1,12,27,3,18,43,10,2
Tori Meyer,DePaul,0.339,0.391,0.539,0.93,53,179,165,35,56,12,3,5,34,6,8,37,7,0
Tori Mueller,UMass Lowell,0.295,0.35,0.341,0.691,48,144,129,18,38,4,1,0,6,0,11,19,6,2
Tricia Awald,Georgia Tech,0.393,0.568,0.703,1.272,56,213,145,28,57,16,1,9,43,12,52,30,1,0
Trinity Spear,Morehead State,0.189,0.22,0.295,0.515,41,102,95,16,18,2,4,0,7,0,4,28,8,1
Tuli Iosefa,Norfolk State,0.372,0.488,0.682,1.17,48,160,129,26,48,7,0,11,46,5,25,20,0,0
Tylar Vernon,Central Arkansas,0.193,0.276,0.336,0.612,47,137,119,19,23,3,1,4,12,1,13,38,0,0
Tyler Armistead,UAB,0.306,0.39,0.374,0.764,49,173,147,31,45,5,1,1,11,4,18,16,7,0
Tyler Goldstein,UC Santa Barbara,0.303,0.343,0.386,0.729,54,147,132,8,40,6,1,1,16,2,7,16,1,0
Tytianna Robinson,Grambling,0.253,0.313,0.33,0.643,36,99,91,11,23,5,1,0,11,2,6,12,4,0
Val Pero,Loyola Marymount,0.294,0.375,0.413,0.788,45,150,126,15,37,9,0,2,29,3,14,24,0,0
Valerie Cagle,Clemson,0.308,0.371,0.584,0.955,59,206,185,34,57,10,1,13,44,2,17,39,0,1
Vallery Wong,Oregon,0.275,0.325,0.588,0.913,41,116,102,19,28,2,0,10,29,2,7,21,1,1
Vanessa Martin,Mount St. Mary's,0.25,0.32,0.348,0.668,45,128,112,19,28,5,0,2,9,1,11,28,11,2
Venessa Gallegos,Florida International,0.255,0.375,0.358,0.733,45,128,106,20,27,5,0,2,19,1,20,14,4,1
Victoria Ortiz,South Alabama,0.314,0.415,0.744,1.159,43,142,121,28,38,12,2,12,33,6,15,23,3,2
Victoria Rodebaugh,Jacksonville,0.305,0.461,0.458,0.918,45,153,118,23,36,6,0,4,20,14,20,19,3,1
Vivian Ponn,USF,0.267,0.365,0.452,0.817,55,156,135,19,36,8,1,5,24,5,16,24,0,0
Willa Ferrer,Yale,0.227,0.32,0.364,0.684,30,79,66,9,15,2,2,1,9,2,7,21,1,0
Wylie Glover,Wichita State,0.276,0.322,0.419,0.741,41,116,105,26,29,6,0,3,13,1,7,15,1,0
Xiara Diaz,Cal Poly,0.261,0.338,0.291,0.629,48,152,134,13,35,4,0,0,11,10,6,17,7,3
Xzarria Simmons,Howard,0.295,0.394,0.324,0.718,43,129,105,25,31,3,0,0,14,1,18,13,4,1
Yannira Acuña,Arizona State,0.43,0.562,0.852,1.415,54,202,149,63,64,19,1,14,43,20,29,18,5,0
Yazmine Romero,Youngstown State,0.362,0.402,0.403,0.805,56,210,196,32,71,6,1,0,18,0,13,22,12,2
Yrral Davis,Norfolk State,0.298,0.407,0.43,0.836,53,151,121,21,36,9,2,1,28,10,15,13,11,1
Yvonne Whaley,Pittsburgh,0.344,0.387,0.42,0.807,41,143,131,21,45,4,0,2,5,0,10,11,8,2
Zoe Jones,Wichita State,0.324,0.404,0.659,1.063,52,193,170,52,55,12,0,15,51,6,17,30,2,0
Zoey Keyes,Jackson State,0.19,0.317,0.207,0.524,46,151,121,18,23,2,0,0,16,7,16,18,3,0
Alexa Schultz,San Diego State,0.251,0.339,0.353,0.692,54,194,167,33,42,8,0,3,32,6,17,30,13,2
Alexis Lemus,Cal State Northridge,0.222,0.331,0.333,0.665,51,184,153,24,34,9,1,2,21,11,14,23,0,0
Ami Ill,Western Illinois,0.286,0.347,0.331,0.678,45,147,133,15,38,0,3,0,5,2,11,14,6,3
Becca Schulte,Houston,0.294,0.405,0.643,1.048,53,175,143,40,42,9,1,13,45,1,27,32,9,2
Cammy Pereira,Clemson,0.287,0.361,0.431,0.792,59,204,181,34,52,7,2,5,27,8,13,38,1,4
Carmyn Greenwood,Louisville,0.391,0.449,0.793,1.242,51,191,169,51,66,18,7,12,52,0,18,35,6,0
Carson Shaner,NC State,0.23,0.282,0.558,0.84,46,127,113,17,26,4,0,11,22,2,7,49,0,0
Casidy Chaumont,Missouri,0.282,0.329,0.5,0.829,52,153,142,32,40,11,1,6,22,1,9,37,0,2
Chandley Garner,East Carolina,0.213,0.3,0.36,0.66,51,170,150,26,32,5,1,5,21,4,15,47,8,3
Danielle Romanello,San Diego State,0.259,0.352,0.42,0.771,51,166,143,15,37,6,1,5,26,4,17,25,2,0
Daryn Haslam,Texas Southern,0.284,0.415,0.404,0.818,43,137,109,13,31,4,0,3,30,0,25,19,1,0
Delanie Wisz,UCLA,0.402,0.505,0.762,1.267,61,205,164,44,66,9,1,16,63,6,31,20,1,1
Desiree Bumpers,Arkansas-Pine Bluff,0.217,0.255,0.272,0.527,41,100,92,12,20,3,1,0,5,0,5,23,0,0
Emily Estroff,FGCU,0.279,0.318,0.352,0.67,46,129,122,13,34,4,1,1,12,0,7,22,1,1
Georgia Blair,Loyola Marymount,0.37,0.446,0.593,1.038,50,161,135,20,50,12,0,6,32,2,18,26,3,0
Georgia Land,North Alabama,0.309,0.38,0.66,1.04,57,191,162,30,50,3,0,18,53,0,21,19,0,0
Grace Chelemen,Marshall,0.296,0.34,0.387,0.727,46,157,142,24,42,8,1,1,18,0,10,20,8,0
Gracie Osbron,Murray State,0.351,0.436,0.625,1.061,58,195,168,38,59,15,2,9,40,5,21,23,7,2
Hayley Busby,Oklahoma State,0.24,0.319,0.384,0.703,53,142,125,17,30,3,0,5,19,1,14,22,2,1
Hope Hernandez,FGCU,0.201,0.236,0.259,0.495,49,151,139,12,28,6,1,0,12,1,6,11,4,1
Justene Molina,UCF,0.284,0.406,0.426,0.831,59,174,141,30,40,7,2,3,28,2,27,14,8,2
Kassidy Krupit,South Carolina,0.243,0.331,0.272,0.602,47,118,103,5,25,3,0,0,11,5,9,22,0,0
Kayla Boseman,James Madison,0.253,0.394,0.518,0.912,40,104,83,17,21,1,0,7,16,7,13,23,2,0
Kelsey Brown,Virginia Tech,0.295,0.323,0.393,0.716,47,127,122,21,36,1,4,1,12,1,4,10,13,3
Kennedi Sorensen,Cal State Northridge,0.221,0.344,0.37,0.714,54,183,154,11,34,6,1,5,28,9,20,31,1,0
Kennedy Johnson,UL Monroe,0.342,0.406,0.514,0.92,51,165,146,23,50,14,1,3,31,6,11,16,9,1
Kylie George,Texas State,0.311,0.383,0.341,0.723,51,151,132,28,41,4,0,0,10,0,16,28,14,3
Kylie Norwood,Tulsa,0.31,0.394,0.449,0.844,49,180,158,24,49,11,1,3,20,3,19,25,2,1
Kyra Snyder,Long Beach State,0.294,0.358,0.346,0.703,48,152,136,15,40,4,0,1,18,3,11,29,0,0
Love Drumgole,Albany,0.281,0.367,0.333,0.7,40,110,96,17,27,2,0,1,12,2,11,25,12,2
MacKenzie Meech,Michigan State,0.243,0.292,0.36,0.652,49,122,111,11,27,10,0,1,12,0,8,13,2,1
Madison Carr,Utah Valley,0.453,0.484,0.464,0.948,51,200,181,48,82,2,0,0,13,1,10,18,27,1
Makinzy Herzog,Texas A&M,0.248,0.341,0.395,0.736,56,182,157,28,39,8,0,5,31,0,23,34,11,1
MeKenzie Saban,Saint Francis,0.427,0.495,0.667,1.162,55,202,171,44,73,23,3,4,29,4,23,10,10,4
Morgan Kummer,Wisconsin,0.18,0.27,0.303,0.573,43,101,89,17,16,5,0,2,11,2,9,28,8,0
Mya Felder,Nebraska,0.373,0.407,0.503,0.91,50,173,161,24,60,9,0,4,37,0,10,15,1,0
Paola Villegas,Northern Colorado,0.267,0.386,0.476,0.862,46,135,105,20,28,8,1,4,21,10,11,13,0,1
Penelope Russ,Wagner,0.284,0.346,0.336,0.683,43,131,116,6,33,6,0,0,7,2,9,14,0,0
Rock Benavides,Houston,0.252,0.406,0.328,0.734,55,160,119,21,30,4,1,1,12,13,20,15,4,2
Rylee Keith,Tulsa,0.202,0.292,0.325,0.617,48,130,114,14,23,3,1,3,14,3,12,32,0,0
Saige Pye,Marshall,0.366,0.452,0.795,1.247,53,188,161,40,59,9,0,20,51,5,21,25,0,0
Sam Ward,Hofstra,0.223,0.295,0.331,0.626,48,157,139,14,31,9,0,2,20,2,13,34,0,0
Sarah Venker,Houston Christian,0.269,0.343,0.378,0.721,42,138,119,10,32,7,0,2,21,1,13,12,3,0
Taryn Young,New Mexico,0.191,0.266,0.352,0.618,53,184,162,24,31,3,1,7,24,2,16,41,4,0
Taylon Snow,Oklahoma,0.355,0.43,0.532,0.962,56,144,124,35,44,8,1,4,34,3,14,12,5,1
Taylor Rhinehart,Robert Morris,0.318,0.366,0.51,0.876,51,172,157,15,50,11,2,5,31,2,11,41,0,0
Danielle Gibson,Arkansas,0.443,0.495,0.847,1.342,59,206,183,54,81,14,0,20,70,5,16,18,0,0
Katie Prebble,South Carolina,0.257,0.357,0.579,0.936,56,199,171,41,44,11,1,14,42,6,21,40,4,0
Kayla Fredendall,Campbell,0.206,0.317,0.324,0.64,47,121,102,7,21,3,0,3,14,2,15,20,0,0
Kimberly Wert,Missouri,0.307,0.41,0.651,1.061,60,200,166,28,51,6,0,17,52,4,27,26,0,0
Micaela Abbatine,Providence,0.26,0.282,0.37,0.653,46,138,127,25,33,8,0,2,14,1,3,25,19,0
Miranda Elish,Oklahoma State,0.344,0.46,0.59,1.05,48,150,122,19,42,9,0,7,31,1,26,21,0,1
Paige Rauch,Villanova,0.296,0.398,0.542,0.94,56,211,179,44,53,8,3,10,34,3,28,27,5,0
Alexis Hargrove,Bellarmine,0.205,0.268,0.385,0.652,45,129,117,13,24,4,1,5,17,0,10,33,0,0
Anna Greenwell,Bellarmine,0.159,0.196,0.189,0.385,51,143,132,7,21,2,1,0,6,0,6,31,1,0
Ashley Meckley,Charleston Southern,0.292,0.391,0.411,0.802,55,200,168,44,49,7,2,3,15,2,26,22,20,3
Ava Fitzmaurice,Siena,0.313,0.372,0.466,0.838,55,199,176,26,55,12,3,3,32,1,18,17,7,0
Bobbi Aguirre,UC San Diego,0.3,0.424,0.38,0.804,56,194,150,19,45,3,0,3,19,5,28,17,0,0
Carley Ziegler,Bellarmine,0.146,0.196,0.155,0.352,44,116,103,4,15,1,0,0,4,0,7,26,0,1
Clarissa Reynoso,UC San Diego,0.225,0.37,0.326,0.696,55,176,138,6,31,8,0,2,32,8,25,28,1,0
Georgia Capell,Tarleton State,0.398,0.5,0.839,1.339,55,196,161,48,64,12,1,19,51,12,21,30,9,0
Hannah Hughbanks,Utah Tech,0.381,0.455,0.575,1.029,44,155,134,26,51,15,1,3,18,1,18,16,2,1
Hannah Webb,Bellarmine,0.291,0.315,0.417,0.732,51,164,151,13,44,13,0,2,17,2,5,15,0,0
Isabel Lavrov,UC San Diego,0.343,0.408,0.538,0.947,56,191,169,36,58,13,1,6,35,2,18,19,15,6
Kasey Crawford,Utah Tech,0.311,0.391,0.515,0.906,47,153,132,30,41,8,2,5,22,2,16,34,10,1
Katelyn Dunckel,Grand Canyon,0.388,0.466,0.6,1.066,55,192,160,51,62,11,1,7,55,14,13,20,14,4
Keila Bosinger,UC San Diego,0.31,0.362,0.532,0.894,55,198,171,31,53,11,3,7,30,3,12,22,11,3
Laura Lockard,Utah Tech,0.355,0.401,0.514,0.916,48,155,138,14,49,7,0,5,28,3,9,9,0,0
Mikaela Thomson,Utah Valley,0.333,0.422,0.635,1.057,51,185,159,29,53,12,0,12,50,3,22,46,1,1
Morgan Medford,Tarleton State,0.321,0.391,0.383,0.774,55,218,193,48,62,6,3,0,7,1,21,20,2,0
Peyton Robinson,New Mexico,0.338,0.413,0.38,0.793,53,170,142,36,48,2,2,0,5,1,17,18,8,2
Shea Clements,Utah Tech,0.392,0.441,0.622,1.063,47,163,148,34,58,4,0,10,37,4,9,20,16,0
Dayna Denner,Toledo,0.348,0.477,0.66,1.137,49,176,141,32,49,12,1,10,34,8,27,33,1,0
Hallie Saintignan,Tarleton State,0.236,0.283,0.283,0.566,44,116,106,12,25,5,0,0,4,2,5,8,5,0
Kaitlyn Kelley,UT Martin,0.339,0.374,0.497,0.872,53,197,177,36,60,7,0,7,42,2,11,19,1,0
Madie Green,Louisiana Tech,0.313,0.4,0.672,1.072,52,163,134,34,42,9,0,13,39,2,20,39,2,0
Nora Conway,Wagner,0.352,0.368,0.492,0.86,43,128,122,15,43,6,4,1,14,1,2,15,2,1
Coryn Jacobson,St. Thomas (MN),0.256,0.342,0.326,0.668,44,148,129,11,33,3,0,2,17,5,12,44,1,0
Megan Baniecke,St. Thomas (MN),0.191,0.294,0.364,0.657,42,128,110,12,21,4,0,5,11,0,16,40,2,0
Nicole Pieper,St. Thomas (MN),0.164,0.252,0.198,0.45,47,134,116,8,19,4,0,0,10,5,9,38,0,0
Sarah Hudson,St. Thomas (MN),0.284,0.355,0.419,0.774,50,166,148,21,42,6,1,4,24,0,17,19,1,0
Sydney Kaiser,Abilene Christian,0.263,0.367,0.322,0.689,47,140,118,14,31,2,1,1,17,3,17,17,1,1
Avery Miloch,Abilene Christian,0.235,0.264,0.478,0.742,45,146,136,16,32,12,0,7,31,1,5,36,0,1
Riley White,Abilene Christian,0.326,0.379,0.495,0.873,39,103,95,9,31,5,1,3,20,1,7,22,0,0
Miranda Davila,Abilene Christian,0.255,0.397,0.296,0.693,45,123,98,16,25,4,0,0,8,3,20,29,3,5
Kiyah Garrett,Charlotte,0.206,0.304,0.34,0.644,44,112,97,11,20,4,0,3,19,3,11,17,0,0
Mariah Peters,North Dakota,0.206,0.308,0.255,0.563,41,122,102,14,21,1,2,0,9,1,15,22,1,1
Chevelle Sartin,North Dakota,0.255,0.32,0.32,0.64,53,170,153,9,39,10,0,0,16,6,9,17,4,0
Izzy Haslett,North Dakota,0.168,0.224,0.215,0.439,43,118,107,9,18,3,1,0,4,1,7,15,1,0
Billie Andrews,Nebraska,0.322,0.436,0.706,1.142,57,223,180,54,58,7,1,20,51,1,37,34,18,2
Sydney Gray,Nebraska,0.313,0.399,0.549,0.948,57,208,182,32,57,8,1,11,44,0,26,25,1,0
Abbie Squier,Nebraska,0.361,0.438,0.554,0.992,57,193,166,44,60,11,0,7,24,9,15,20,5,1
Madison Dudek,Akron,0.191,0.226,0.235,0.461,48,128,115,8,22,5,0,0,14,0,6,20,0,0
Kalli Macintosh-Houlder,Akron,0.25,0.316,0.379,0.695,45,137,124,18,31,8,1,2,15,2,10,31,0,0
Bailey Dowling,Alabama,0.267,0.366,0.533,0.899,54,179,150,26,40,8,1,10,29,1,23,18,1,1
Serena Herbranson,Alabama A&M,0.167,0.195,0.179,0.374,31,92,84,4,14,1,0,0,7,0,3,8,0,1
Genise Wells,Alcorn State,0.25,0.372,0.323,0.694,47,148,124,21,31,2,2,1,18,3,21,18,3,0
Marsha Hunt,Alcorn State,0.257,0.333,0.375,0.708,46,153,136,17,35,13,0,1,25,2,14,34,2,0
Kayt Houston,Appalachian State,0.37,0.442,0.641,1.083,55,206,181,46,67,10,0,13,42,2,22,24,7,0
Emma Jones,Appalachian State,0.232,0.409,0.451,0.861,55,215,164,47,38,6,3,8,28,10,40,38,10,0
Sophia Carroll,Arizona,0.197,0.284,0.35,0.634,50,144,117,14,23,6,0,4,23,1,14,28,0,0
Allie Skaggs,Arizona,0.367,0.462,0.797,1.259,61,212,177,48,65,4,0,24,58,3,30,29,1,0
Carlie Scupin,Arizona,0.369,0.433,0.765,1.198,61,201,179,36,66,14,0,19,59,7,14,29,0,0
Jasmine Perezchica,Arizona,0.368,0.4,0.392,0.792,58,188,171,43,63,2,1,0,13,0,9,27,10,3
Emily Cazares,Arizona State,0.313,0.379,0.545,0.924,44,124,112,29,35,2,0,8,22,0,12,17,10,1
Hannah Gammill,Arkansas,0.374,0.513,0.781,1.293,59,199,155,50,58,9,0,18,51,20,24,31,0,0
Kayla Edwards,Army,0.328,0.361,0.456,0.817,54,192,180,28,59,13,2,2,23,5,5,13,1,1
Lauren Little,Army,0.214,0.279,0.232,0.511,42,127,112,9,24,2,0,0,9,1,9,16,11,2
Ellie Caldwell,Army,0.205,0.216,0.254,0.47,47,128,122,12,25,6,0,0,10,0,2,15,5,1
Sydney Cox,Auburn,0.31,0.399,0.535,0.934,57,152,129,28,40,10,2,5,26,1,18,34,1,0
Makayla Packer,Auburn,0.324,0.442,0.61,1.053,50,167,136,43,44,6,3,9,20,13,16,32,21,4
