"position","Round","forty","vertical","bench_reps","broad_jump","three_cone","shuttle"
"QB",NA,5.08,27,NA,104,7.29,4.6
"WR",NA,4.63,33,NA,NA,NA,NA
"QB",NA,5.12,28.5,NA,107,7.25,4.76
"OT",NA,5.19,27,26,100,7.78,4.64
"RB",NA,4.5,34,NA,125,6.98,4.23
"QB",NA,5.06,30.5,NA,110,7.39,4.6
"WR",NA,4.62,33.5,NA,127,6.81,4.11
"WR",NA,4.57,36.5,13,118,7.09,4.34
"OT",NA,5.28,NA,NA,NA,NA,NA
"TE",NA,4.9,33.5,16,108,7.23,4.58
"OT",NA,5.38,26,24,94,7.95,5.14
"RB",NA,4.61,NA,21,NA,NA,NA
"OT",NA,5.43,27,NA,103,8.33,5
"QB",NA,4.56,35.5,NA,111,6.78,4.08
"OG",3,5.07,30,27,106,7.8,4.65
"WR",5,4.39,37,NA,127,NA,NA
"FB",6,4.73,33,23,114,7.27,4.43
"C",6,5.13,26,31,102,7.51,4.65
"WR",7,4.53,36,NA,129,6.69,4.19
"OT",4,4.84,32,28,105,7.4,4.63
"QB",2,4.75,29.5,NA,111,6.81,4.17
"OG",4,5.36,25.5,24,93,8.24,4.81
"OG",2,5.1,28.5,40,101,7.75,4.72
"RB",3,4.46,35.5,26,121,NA,NA
"TE",5,4.78,35,NA,116,6.96,4.41
"WR",1,4.51,33,NA,125,6.81,4.35
"RB",7,4.55,34,NA,112,6.7,4.09
"WR",5,4.46,33,NA,124,6.9,4.29
"OT",1,5.4,25.5,31,97,7.87,4.89
"RB",NA,4.56,35.5,14,120,7.71,4.43
"RB",4,4.62,NA,NA,NA,NA,NA
"TE",4,4.78,30,16,111,7.26,4.32
"RB",2,4.45,38,NA,123,7,4.17
"RB",NA,4.63,36.5,23,121,NA,NA
"WR",5,4.36,32.5,NA,123,7,4.15
"TE",NA,4.94,30,34,111,7.07,4.43
"RB",NA,4.49,NA,27,120,NA,NA
"RB",7,4.75,30,19,108,7.25,4.53
"WR",3,4.41,NA,NA,NA,NA,NA
"WR",4,4.5,35.5,NA,115,6.66,4.14
"OG",NA,5.42,25,20,94,8.26,4.78
"QB",3,4.76,NA,19,NA,7.14,4.46
"WR",3,4.3,NA,NA,123,6.85,4.21
"OT",4,5.19,30,22,111,7.38,4.53
"OT",5,5.08,32.5,34,103,7.5,4.4
"C",5,5.28,NA,34,NA,NA,NA
"WR",1,4.38,NA,NA,NA,NA,NA
"WR",1,4.44,38,NA,123,6.54,4.08
"OG",1,5.18,26.5,29,103,7.99,4.72
"QB",NA,5,29.5,NA,108,6.99,4.28
"TE",7,4.8,32,21,112,NA,4.4
"C",4,5.35,24.5,29,96,8,4.8
"OT",3,5.09,25.5,22,100,7.78,4.52
"OT",3,5.11,28.5,20,109,7.6,4.87
"RB",2,4.4,36,26,127,6.96,4.14
"OT",NA,5.59,NA,30,94,NA,NA
"WR",3,4.48,36.5,NA,122,6.62,4.32
"OT",6,5.29,27,28,106,7.45,4.65
"WR",3,4.32,37,NA,123,7.02,4.22
"WR",7,4.45,35.5,15,120,7.12,4.4
"RB",3,4.68,NA,24,NA,NA,NA
"RB",2,4.54,37,21,122,7,4.14
"WR",2,4.62,NA,NA,NA,NA,NA
"OT",7,5.2,NA,22,NA,NA,NA
"WR",1,4.35,NA,NA,NA,NA,NA
"WR",3,4.5,34,NA,129,7.03,4.31
"WR",3,4.54,34,22,119,7.06,4.2
"WR",NA,4.42,39,NA,121,7.05,4.28
"C",2,4.96,26,34,104,7.5,4.34
"TE",7,4.71,36,19,123,7.31,4.52
"WR",6,4.49,NA,NA,NA,NA,NA
"OT",6,5.08,32,20,106,7.44,4.47
"QB",2,4.85,32.5,NA,112,6.94,4.44
"RB",2,4.52,34.5,28,122,6.88,4.22
"RB",1,4.46,35.5,20,125,7.05,4.55
"OT",3,5.08,30.5,NA,100,7.68,4.54
"FB",4,4.75,29.5,14,113,7.14,4.47
"WR",1,4.39,37.5,NA,121,6.97,4.31
"C",6,5.32,28,27,105,7.48,4.53
"TE",2,4.87,34,NA,115,7.01,4.42
"TE",4,4.79,34,19,117,7.35,4.49
"WR",7,4.42,32.5,NA,123,6.99,4.29
"WR",5,4.41,40,19,119,NA,NA
"OG",5,5.37,NA,24,NA,NA,NA
"TE",1,4.51,35.5,23,114,7.04,4.48
"WR",6,4.57,32.5,17,117,NA,NA
"QB",NA,4.83,31.5,NA,112,7.05,4.36
"QB",6,4.98,30.5,NA,104,7.32,4.58
"TE",7,4.74,34.5,NA,111,7.21,4.31
"RB",1,4.4,38.5,NA,127,7.09,4.4
"RB",7,4.77,30,25,103,7.1,4.42
"OG",5,5.4,28.5,34,101,7.72,4.81
"RB",4,4.4,35.5,16,123,6.84,4.16
"QB",1,4.73,NA,24,NA,NA,NA
"OT",6,5.3,24.5,28,102,8.35,5.05
"OG",4,5.24,NA,40,NA,NA,NA
"WR",2,4.51,39.5,NA,119,7.09,4.34
"FB",NA,4.71,33,21,116,7.23,4.43
"WR",3,4.38,39,19,127,6.83,4.28
"WR",4,4.47,35,NA,123,6.71,4.21
"TE",5,4.78,36,20,115,6.96,4.47
"QB",5,4.91,29.5,NA,114,7.16,4.42
"RB",NA,4.77,31.5,9,113,NA,4.54
"QB",1,4.83,NA,NA,NA,NA,NA
"OG",7,5.13,29,23,102,7.47,4.74
"C",2,5.24,33,25,101,7.47,4.29
"FB",7,4.74,37.5,27,122,7,4.27
"OG",2,5.09,NA,21,NA,NA,NA
"RB",5,4.5,38,18,114,7.22,4.34
"WR",2,4.44,38,NA,120,6.68,4.19
"QB",5,4.72,NA,NA,NA,NA,NA
"FB",7,4.79,30,NA,111,7.06,4.37
"TE",3,4.83,NA,NA,NA,NA,NA
"OT",1,4.79,NA,27,NA,NA,NA
"QB",2,4.75,30.5,NA,108,6.77,4.41
"QB",4,4.6,NA,22,NA,NA,NA
"WR",7,4.59,33,17,NA,NA,NA
"WR",7,4.56,35,NA,120,6.91,4.14
"OG",6,5.18,NA,32,NA,NA,NA
"OT",7,5.62,27.5,21,97,8.1,4.92
"WR",6,4.5,36,NA,122,7.22,4.28
"OT",1,4.92,33,28,110,7.95,4.88
"OT",2,5.06,32.5,32,117,NA,NA
"RB",NA,4.55,40.5,19,123,7.18,4.39
"WR",3,4.35,36.5,18,121,6.92,4.39
"WR",3,4.45,38.5,NA,125,7.03,4.24
"RB",3,4.39,35.5,22,116,6.69,4.08
"WR",NA,4.58,36.5,NA,120,6.89,4.34
"RB",4,4.66,34,14,115,7.23,4.43
"OG",4,5.4,NA,27,92,8.34,4.92
"RB",7,4.47,31.5,NA,115,NA,NA
"OT",3,5.15,NA,NA,NA,NA,NA
"RB",NA,4.58,NA,NA,NA,NA,NA
"OG",NA,5.33,23,21,108,7.47,4.53
"WR",NA,4.7,32.5,12,114,7.04,4.4
"WR",NA,4.55,NA,NA,NA,NA,NA
"QB",NA,4.92,NA,NA,NA,NA,NA
"QB",NA,4.68,24.5,18,109,NA,NA
"QB",NA,5.07,26.5,16,108,7.43,4.6
"RB",NA,4.69,25.5,NA,109,NA,NA
"OG",NA,5.3,NA,29,NA,NA,NA
"WR",NA,4.61,29,NA,112,7.12,4.48
"QB",NA,4.99,24,NA,107,7.07,4.35
"TE",NA,5.06,26.5,23,107,7.42,4.66
"WR",NA,4.46,32.5,NA,121,7.07,4.26
"WR",NA,4.54,29.5,NA,122,NA,NA
"WR",NA,4.53,27.5,17,118,6.91,4.16
"TE",NA,4.85,NA,22,NA,NA,NA
"OG",NA,5.51,23,22,98,8.08,4.84
"WR",NA,4.61,NA,NA,NA,NA,NA
"OT",NA,5.58,24.5,27,101,8.36,5.18
"RB",NA,4.5,NA,NA,NA,NA,NA
"WR",NA,4.49,NA,NA,119,6.88,4.24
"WR",NA,4.49,30,13,120,7.18,4.38
"WR",NA,4.41,30.5,NA,115,6.97,NA
"WR",NA,4.69,36.5,19,120,7.12,4.47
"WR",NA,4.74,NA,14,NA,NA,NA
"WR",NA,4.65,31.5,NA,118,6.92,4.23
"OG",NA,5.28,23.5,28,103,8.44,5.33
"TE",NA,4.98,27,21,113,7.14,4.28
"RB",NA,4.81,29.5,NA,112,7.22,4.73
"RB",NA,4.36,30.5,NA,134,6.88,NA
"WR",NA,4.59,30,NA,118,7.03,4.32
"WR",NA,4.59,33,23,122,7.11,4.35
"QB",NA,4.95,26.5,NA,111,7.02,4.29
"OT",NA,5.29,NA,19,NA,NA,NA
"C",NA,5.47,22.5,NA,104,7.9,4.92
"FB",NA,4.66,39,30,134,7.12,4.5
"QB",NA,4.78,32,NA,108,7.14,4.33
"WR",NA,4.52,32,20,113,6.96,4.33
"QB",NA,4.85,25.5,NA,105,7.34,4.32
"QB",5,4.98,21.5,NA,108,7.51,4.6
"OG",1,5.17,26,23,111,7.97,4.78
"WR",NA,4.58,27.5,13,103,6.81,4.25
"WR",7,4.55,NA,NA,NA,NA,NA
"WR",2,4.43,NA,16,NA,NA,NA
"OT",1,5.5,NA,28,NA,NA,NA
"TE",5,4.61,31,22,117,6.92,4.23
"OT",7,5.01,NA,34,NA,NA,NA
"OT",7,5.18,26.5,9,109,7.65,4.65
"WR",3,4.48,26,15,110,7.15,4.22
"TE",2,4.68,34,18,118,7.64,4.53
"WR",NA,4.64,31.5,12,118,6.97,4.27
"QB",NA,4.82,22.5,NA,99,NA,4.58
"RB",7,4.52,33.5,25,118,6.97,4.24
"QB",6,4.79,NA,NA,NA,NA,NA
"QB",7,4.96,28,NA,112,7.22,4.19
"QB",2,4.81,30,NA,115,7.13,4.55
"OT",1,5.07,27.5,24,105,7.58,4.52
"RB",6,4.51,36,25,128,7.17,NA
"WR",4,4.44,38.5,10,125,6.77,4.2
"WR",3,4.35,33,NA,124,6.75,4.11
"TE",2,4.88,30.5,20,113,7.12,4.28
"FB",NA,4.69,33,16,109,7.4,4.72
"RB",3,4.38,30.5,NA,122,6.8,4.22
"OT",1,5.14,23,24,102,7.6,4.82
"RB",4,4.48,34,20,119,6.88,NA
"OT",1,5.18,NA,24,NA,NA,NA
"OT",7,5.28,23,23,106,7.47,4.68
"OT",NA,5.3,21,25,95,8.38,5.03
"OT",4,5.54,22.5,26,97,7.71,4.87
"TE",3,4.63,33,24,NA,NA,NA
"OT",3,5.11,24.5,23,107,7.9,4.8
"OG",NA,5.32,NA,NA,NA,NA,NA
"TE",2,4.68,NA,24,NA,NA,NA
"TE",5,4.59,28,22,118,7.25,4.38
"QB",5,4.58,NA,NA,NA,NA,NA
"WR",3,4.59,NA,NA,NA,NA,NA
"WR",3,4.51,31,NA,120,6.57,4.12
"OT",7,5.28,NA,21,NA,NA,NA
"FB",5,4.68,32.5,30,110,7.2,4.46
"TE",4,4.83,29,24,115,6.8,4.19
"TE",3,4.82,27.5,20,117,7.15,4.38
"QB",1,4.84,28.5,NA,110,6.82,4.27
"QB",7,4.79,28,NA,109,7.21,4.34
"RB",7,4.62,26.5,26,112,6.96,NA
"RB",2,4.44,33,23,118,6.84,4.23
"WR",4,4.37,34.5,NA,NA,NA,NA
"WR",6,4.42,36.5,20,125,6.9,4.19
"OT",5,5.2,22.5,23,108,7.56,4.63
"OG",6,5.27,27,31,110,7.21,4.64
"OT",3,5.29,26,30,108,8.03,4.82
"RB",NA,4.6,30.5,24,114,NA,NA
"OT",4,5.27,26,25,100,7.69,4.75
"WR",2,4.45,31.5,18,125,6.84,4.2
"WR",7,4.56,28.5,NA,120,7.03,4.43
"RB",6,4.69,28,23,110,NA,NA
"WR",4,4.57,NA,14,117,NA,NA
"TE",NA,4.87,30.5,17,123,6.92,4.42
"QB",2,4.92,25.5,NA,106,7.17,4.4
"WR",6,4.55,31.5,NA,126,7.08,4.3
"FB",3,4.61,27.5,23,111,6.85,4.24
"FB",6,4.68,32,NA,122,7.01,4.2
"FB",7,4.64,30.5,26,117,7.15,NA
"OT",4,5.16,NA,NA,NA,NA,NA
"WR",6,4.49,29.5,15,126,NA,NA
"WR",2,4.35,NA,NA,120,NA,NA
"WR",2,4.33,29.5,NA,122,6.81,4.38
"WR",NA,4.52,26.5,13,115,7.33,4.37
"RB",1,4.24,35,NA,130,NA,NA
"WR",6,4.5,32,14,118,6.75,4.18
"QB",5,4.53,33.5,NA,110,7.56,4.42
"RB",1,4.44,33.5,NA,124,6.9,4.19
"C",6,5.24,21,23,98,7.4,4.58
"OT",7,5.27,26,31,NA,NA,NA
"TE",1,4.53,38,26,131,6.88,4.14
"WR",2,4.68,NA,NA,NA,NA,NA
"C",4,5.25,23,NA,104,7.6,4.56
"RB",NA,4.52,NA,8,NA,NA,NA
"OT",1,5.22,27.5,37,102,7.44,4.73
"RB",NA,4.68,28,22,111,NA,NA
"WR",3,4.59,32,16,117,7.34,4.27
"RB",1,4.33,33,NA,128,NA,NA
"OG",4,5.38,23,30,101,7.58,4.72
"RB",1,4.41,33.5,26,117,NA,4.18
"WR",7,4.56,34.5,9,119,7.08,4.3
"TE",NA,4.74,27,16,110,7.08,4.43
"WR",5,4.47,28,NA,120,7.09,4.3
"WR",6,4.46,NA,NA,NA,NA,NA
"OG",4,5.38,21.5,29,100,7.74,4.89
"WR",2,4.51,31,NA,123,7.03,4.35
"OT",5,5.22,25.5,31,109,7.91,4.68
"QB",3,4.61,31,NA,113,7.01,4.38
"RB",6,4.52,31,17,112,NA,NA
"OT",1,5.55,22.5,27,102,NA,NA
"RB",6,4.47,34,19,125,6.96,4.29
"RB",7,4.55,NA,NA,NA,NA,NA
"C",2,4.99,25,29,110,7.49,4.47
"OT",NA,5.3,26,24,112,7.71,4.86
"WR",NA,4.5,28.5,NA,117,6.95,4.29
"OG",2,5.16,25.5,28,108,8.01,5.14
"WR",NA,4.48,34.5,20,130,6.88,4.32
"RB",2,4.42,31.5,23,119,6.65,4.2
"OT",6,5.45,25.5,24,100,8,5.16
"C",7,5.22,26.5,22,107,7.58,4.69
"OG",3,5.42,28.5,26,106,7.84,4.56
"WR",6,4.69,27.5,NA,115,7.31,4.77
"OT",NA,5.23,19.5,22,NA,NA,NA
"WR",2,4.39,36,24,124,7.07,4.34
"TE",4,4.75,NA,20,NA,NA,NA
"QB",1,4.89,NA,NA,NA,7.4,4.51
"TE",6,4.8,36,14,121,7.08,4.27
"RB",NA,4.53,32.5,13,117,NA,NA
"FB",5,4.73,NA,26,NA,NA,NA
"OG",5,5.29,25,26,NA,NA,NA
"OT",7,5.36,20.5,NA,98,7.9,4.79
"WR",4,4.37,37.5,19,128,6.67,3.96
"RB",NA,4.4,32.5,NA,124,NA,NA
"WR",2,4.42,37.5,NA,136,7.08,4.52
"RB",3,4.45,33.5,19,118,NA,NA
"RB",3,4.53,32,NA,120,6.74,4.49
"WR",4,4.51,26.5,20,111,7.1,4.42
"WR",NA,4.59,35,NA,119,7.15,4.5
"TE",3,4.59,27.5,27,114,7.07,4.31
"RB",1,4.46,36.5,28,128,NA,NA
"TE",NA,4.78,25,17,110,6.86,4.36
"C",6,5.35,30,21,103,7.62,4.55
"WR",2,4.48,35,NA,NA,NA,NA
"TE",4,4.58,30,18,109,6.99,4.27
"WR",2,4.41,28,NA,126,7.15,4.26
"OG",6,5,24.5,28,100,7.45,4.78
"RB",5,4.59,30,21,116,NA,NA
"RB",5,4.61,34,21,120,NA,NA
"WR",7,4.59,30,16,115,7.07,4.44
"C",4,5.3,30.5,26,113,7.45,4.55
"RB",7,4.45,NA,NA,NA,NA,NA
"OT",1,5.13,25,21,103,7.95,4.85
"QB",6,4.85,NA,NA,NA,NA,NA
"OG",NA,5.18,NA,NA,NA,NA,NA
"OT",3,4.99,26.5,35,107,7.59,4.54
"WR",NA,4.46,33.5,NA,NA,NA,NA
"OT",NA,5.29,NA,21,78,NA,NA
"OG",NA,5.08,NA,24,NA,NA,NA
"RB",NA,4.61,36,21,112,7.35,4.44
"OG",NA,5.38,28.5,21,97,8.42,5.03
"WR",NA,4.36,34.5,12,116,6.85,4.21
"WR",NA,4.52,NA,NA,NA,NA,NA
"RB",NA,4.5,33.5,18,114,7.1,NA
"OT",NA,5.45,NA,19,NA,NA,NA
"OT",NA,5.22,24.5,29,90,NA,NA
"RB",NA,4.54,36,17,122,7.08,4.4
"OG",NA,5.35,25.5,23,91,7.86,4.86
"WR",NA,4.49,38,11,119,7.25,4.45
"WR",NA,4.49,35.5,18,121,7.37,4.24
"OG",NA,5.28,27,24,92,7.96,5.07
"QB",NA,5.12,27,NA,108,7.93,4.65
"C",NA,5.39,NA,25,NA,NA,NA
"QB",NA,4.86,30,19,105,7.43,4.49
"OG",NA,5.48,22.5,18,86,8.67,5.42
"OG",NA,5.28,25,34,93,8,4.87
"C",NA,5.39,28,30,96,7.78,4.65
"C",NA,5.2,29,33,97,7.96,4.73
"FB",NA,4.71,NA,21,NA,NA,NA
"WR",NA,4.47,33.5,NA,115,6.9,4.26
"OT",NA,4.99,25,26,95,8.05,4.8
"QB",NA,4.86,30.5,NA,106,7.43,4.44
"OG",NA,5.26,35.5,34,108,7.75,4.72
"QB",NA,4.82,31.5,26,111,7,4.47
"OT",NA,5.11,30,27,109,7.55,4.57
"QB",NA,4.74,30.5,NA,109,6.76,4.11
"WR",NA,4.59,36.5,NA,NA,NA,4.42
"FB",NA,4.69,38,28,120,7.4,4.4
"WR",NA,4.63,35.5,12,110,6.78,4.24
"OG",NA,5.09,34,26,109,NA,5.07
"OT",NA,5.51,24.5,18,90,7.89,5.03
"WR",NA,4.47,35.5,14,118,7.37,4.56
"OG",NA,5.25,NA,NA,NA,NA,NA
"WR",3,4.51,33.5,17,118,NA,4.26
"OT",2,5.06,33.5,27,107,7.62,4.77
"TE",3,4.61,NA,28,NA,NA,NA
"RB",NA,4.74,34.5,15,114,6.87,4.2
"QB",5,4.7,NA,25,106,6.91,4.06
"OT",NA,5.16,27.5,33,103,7.83,4.69
"FB",NA,4.55,35,22,109,NA,NA
"QB",6,4.87,28.5,NA,106,6.93,4.37
"OT",3,5.29,30.5,23,98,7.68,4.75
"OT",2,5.14,28.5,24,100,7.87,4.91
"WR",1,4.47,37,23,124,NA,4.47
"TE",NA,4.7,32.5,NA,116,7.15,4.33
"RB",4,4.37,37,24,115,7.35,4.33
"RB",1,4.46,41.5,NA,125,6.93,4.1
"C",NA,5.05,NA,30,NA,NA,NA
"WR",3,4.31,34.5,12,118,7.01,4.48
"C",3,5.24,28,23,111,7.96,5.04
"OG",7,5.28,NA,29,NA,NA,NA
"QB",NA,5.22,26,NA,99,7.4,4.59
"QB",NA,4.89,29,11,100,7.25,4.47
"FB",5,4.69,36,28,111,7,4.48
"TE",3,4.83,NA,NA,NA,NA,NA
"RB",3,4.5,36,24,121,7.35,4.51
"WR",4,4.53,34,17,120,6.78,4.24
"TE",3,4.49,41,23,123,NA,NA
"C",NA,5.09,29.5,31,105,7.46,4.6
"WR",NA,4.5,NA,NA,NA,7.28,4.47
"WR",1,4.54,NA,NA,NA,NA,NA
"QB",NA,4.79,33,NA,NA,7.28,4.31
"OG",NA,5.51,25.5,21,88,8.09,4.93
"RB",6,4.45,32,17,109,7.15,4.37
"QB",5,4.95,26.5,NA,99,NA,NA
"WR",5,4.5,42.5,13,129,7.1,4.41
"TE",5,4.78,29.5,17,113,7.28,4.56
"WR",6,4.42,37,NA,120,NA,4.18
"OG",7,5.48,NA,15,NA,NA,NA
"OG",NA,5.32,NA,30,NA,NA,NA
"FB",4,4.58,34,30,112,7.31,4.49
"RB",NA,4.69,NA,23,NA,NA,NA
"WR",5,4.44,NA,27,NA,NA,NA
"OT",NA,5.57,26,20,92,7.96,4.98
"QB",1,4.9,33.5,NA,119,7.11,4.43
"OT",5,5.01,31,27,111,7.35,4.56
"OT",6,4.96,NA,NA,NA,NA,NA
"WR",6,4.59,NA,NA,NA,NA,NA
"RB",4,4.43,39.5,14,118,6.89,4.22
"RB",3,4.55,37,19,121,7.1,4.4
"OG",4,5.4,NA,22,NA,NA,NA
"TE",7,4.79,33,26,122,6.92,4.26
"QB",NA,4.95,29.5,NA,98,7.45,4.56
"WR",4,4.49,34.5,NA,120,6.65,4.12
"WR",1,4.39,NA,19,NA,NA,NA
"WR",1,4.3,38.5,16,126,6.8,4.18
"TE",4,4.84,30.5,21,107,7.31,4.56
"RB",NA,4.63,NA,NA,NA,NA,NA
"QB",NA,5.02,32,NA,109,7.1,4.42
"WR",3,4.44,34.5,NA,116,NA,4.4
"TE",5,4.68,33,21,NA,7.12,4.53
"RB",7,4.52,34,29,120,6.86,4.2
"FB",7,4.73,32.5,21,113,7.28,4.43
"RB",4,4.67,34,20,114,NA,NA
"OG",5,5.5,NA,21,NA,NA,NA
"RB",NA,4.41,33,26,116,6.93,4.18
"RB",NA,4.57,35,20,115,NA,NA
"WR",7,4.5,NA,NA,NA,NA,NA
"FB",5,4.72,32,16,115,NA,NA
"WR",5,4.34,35,NA,122,6.81,4.15
"OT",4,5.3,30,21,100,7.65,4.84
"WR",6,4.4,NA,20,NA,NA,NA
"OG",2,5.33,30.5,23,103,NA,4.52
"OT",2,5.45,29,24,95,8.18,5.06
"C",4,5.14,31,26,99,7.69,4.79
"C",1,5.17,NA,NA,NA,NA,NA
"WR",1,4.43,NA,NA,NA,NA,NA
"FB",NA,4.87,35,22,113,7.36,4.33
"WR",2,4.51,36.5,NA,127,NA,NA
"RB",2,4.5,NA,NA,NA,NA,NA
"QB",4,4.61,33,NA,112,7.34,4.49
"OT",NA,5.03,NA,NA,NA,NA,NA
"WR",5,4.37,37,NA,113,6.96,4.1
"OT",5,4.99,28,31,105,8.01,4.82
"WR",7,4.43,32,9,116,7.04,4.33
"OT",1,5.18,28.5,23,110,7.86,4.78
"RB",1,4.5,35.5,25,115,6.84,4.27
"TE",7,4.61,32.5,24,115,6.99,4.36
"WR",4,4.32,NA,12,NA,NA,NA
"OT",7,4.82,35,25,110,7.06,4.34
"FB",NA,4.58,NA,NA,NA,NA,NA
"TE",4,4.52,33,19,115,6.96,4.46
"WR",1,4.51,36,NA,NA,NA,NA
"WR",NA,4.58,38,NA,119,6.8,4.2
"RB",7,4.57,35,19,111,6.85,4.29
"WR",NA,4.36,36,NA,122,6.67,4.08
"OT",1,5.16,30.5,21,103,7.81,4.6
"OG",4,5.23,24.5,23,90,7.59,4.7
"WR",NA,4.61,38,22,125,6.9,4.33
"QB",6,4.87,29,NA,102,7,4.48
"TE",6,4.89,26.5,NA,107,7.65,4.55
"RB",6,4.34,40,27,117,6.99,4.29
"TE",1,4.8,33,22,118,7.12,4.37
"TE",6,4.78,33.5,20,112,6.84,4.27
"TE",2,4.88,32.5,24,119,7.5,4.62
"OT",5,5.32,22,19,94,7.87,4.88
"RB",5,4.5,34,23,115,6.87,4.11
"WR",2,4.46,37.5,NA,NA,6.72,4.19
"OG",5,5.32,NA,NA,NA,NA,NA
"QB",1,4.93,32.5,NA,116,7.06,4.21
"RB",6,4.44,36,21,125,6.82,4.08
"WR",7,4.35,31.5,NA,117,NA,NA
"RB",NA,4.39,37,15,121,7.18,4.39
"C",7,5.19,31,33,100,7.46,4.4
"OG",6,5.26,34,NA,110,7.86,4.86
"OT",1,5.28,NA,NA,NA,NA,NA
"OT",1,5.09,24,33,96,7.53,4.69
"TE",NA,4.69,33.5,20,122,7,4.24
"QB",1,4.81,30.5,NA,107,7.06,4.47
"WR",7,4.45,30,13,110,7.03,4.28
"RB",NA,4.64,33,NA,114,6.94,4.32
"WR",3,4.52,NA,NA,NA,NA,NA
"OG",7,5.29,NA,20,NA,NA,NA
"WR",4,4.3,40.5,NA,126,6.65,4.28
"OT",5,5.2,25.5,24,94,8.33,5.02
"WR",3,4.59,NA,NA,NA,NA,NA
"WR",7,4.31,41.5,7,129,6.62,4.11
"C",2,5.26,24.5,22,93,7.39,4.5
"OG",3,5.25,24,29,94,7.87,4.89
"OT",NA,5.16,29.5,15,100,7.93,4.93
"OG",3,5.22,NA,39,NA,NA,NA
"WR",3,4.33,40,14,129,6.9,4.27
"RB",1,4.38,33.5,25,128,NA,NA
"QB",2,4.55,35,NA,117,7.06,4.42
"WR",3,4.47,33,15,NA,NA,NA
"QB",NA,4.9,30.5,NA,109,7.18,4.45
"FB",7,4.79,NA,23,NA,NA,NA
"C",NA,5.4,28.5,22,99,8.15,4.98
"RB",7,4.51,33.5,25,116,NA,NA
"QB",NA,4.75,29.5,NA,105,7.53,4.59
"C",1,5.19,30.5,30,99,7.56,4.51
"OG",NA,5.76,23.5,19,87,8.58,5.38
"WR",NA,4.51,33.5,11,121,6.75,4.39
"TE",NA,4.93,NA,19,NA,NA,NA
"RB",NA,4.65,38.5,15,118,7.02,4.33
"RB",NA,4.59,NA,NA,NA,NA,NA
"WR",NA,4.52,40,19,122,NA,4.21
"RB",NA,4.59,35.5,14,109,NA,4.39
"WR",NA,4.46,41.5,20,123,6.45,4.09
"WR",NA,4.62,33.5,11,117,6.9,4.32
"QB",NA,4.97,32.5,18,118,7.1,4.54
"OG",NA,5.31,25.5,26,91,7.62,4.93
"FB",NA,5,33,13,106,7.13,4.29
"RB",NA,4.56,40,NA,117,6.99,4.19
"QB",NA,4.72,NA,21,NA,NA,NA
"RB",NA,4.55,36,17,115,NA,NA
"OG",NA,5.15,23,26,100,7.73,4.66
"WR",NA,4.66,36,14,112,7.35,4.69
"OG",NA,5.53,25.5,23,91,8.52,5.13
"WR",NA,4.5,35,15,117,6.76,4.35
"WR",NA,4.52,40,NA,122,7.03,4.43
"QB",NA,5.05,30,NA,101,7.04,4.29
"QB",NA,5.04,33,NA,106,7.08,4.33
"OG",NA,5.52,26,24,94,7.98,4.99
"WR",NA,4.59,36,14,117,6.73,NA
"WR",NA,4.65,NA,13,NA,NA,NA
"WR",NA,4.6,36,14,115,7.22,4.39
"WR",NA,4.62,NA,NA,NA,NA,NA
"OG",3,5.07,NA,NA,NA,NA,NA
"WR",NA,4.37,31,NA,113,6.88,4.29
"OG",2,5.28,NA,27,NA,NA,NA
"RB",NA,4.68,36.5,NA,120,6.84,4.17
"WR",2,4.57,37,20,118,NA,NA
"RB",1,4.34,32.5,18,113,6.75,4.17
"RB",NA,4.7,35,18,117,6.85,4.49
"QB",1,4.79,NA,NA,NA,NA,NA
"WR",6,4.66,33,9,115,7.1,4.57
"WR",6,4.56,33.5,13,105,6.98,4.18
"OT",2,5.21,31.5,21,NA,NA,NA
"QB",NA,4.5,34.5,NA,114,7.24,4.39
"QB",7,4.93,31.5,20,106,7.07,4.43
"WR",1,4.52,NA,NA,NA,NA,NA
"OT",7,5.46,23.5,22,92,7.96,4.86
"OT",1,5.2,27.5,26,98,7.7,4.75
"C",NA,5.04,NA,33,NA,NA,NA
"TE",6,4.97,29,NA,109,NA,NA
"OT",4,4.75,32,34,101,7.58,4.69
"QB",7,4.93,29.5,NA,100,7.26,4.39
"OT",7,5.11,30.5,19,106,7.68,4.68
"OG",NA,5.34,24.5,22,102,7.82,4.94
"WR",5,4.49,NA,12,NA,NA,NA
"QB",2,4.76,NA,NA,NA,NA,NA
"FB",5,4.64,35,24,111,7.15,4.32
"C",7,5.55,25,19,94,8.24,4.99
"WR",5,4.53,33,NA,114,NA,NA
"OT",1,5.36,33,21,99,8.17,4.97
"WR",3,4.54,NA,15,NA,NA,NA
"OG",5,5.12,32.5,27,103,7.84,4.9
"TE",7,4.4,43.5,24,125,6.96,4.3
"TE",3,4.59,34,23,115,7.32,4.59
"RB",6,4.67,33,15,121,7.09,4.49
"TE",7,4.82,NA,17,NA,NA,NA
"OT",2,5.21,26,29,91,8.25,4.97
"RB",6,4.64,33,15,107,7.56,4.67
"WR",4,4.39,34,16,123,6.94,4.6
"WR",3,4.41,NA,NA,NA,NA,NA
"TE",5,4.72,31.5,NA,NA,NA,NA
"TE",7,4.7,NA,19,NA,NA,NA
"WR",4,4.28,33.5,15,115,7,4.44
"OT",4,5.45,NA,23,NA,NA,NA
